"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1QB",0,0.790872295455669,0.972,0.728,0,"0","C1QB"
"C1QA",0,0.764580272755566,0.979,0.742,0,"0","C1QA"
"FABP4",0,0.749519356711981,0.912,0.497,0,"0","FABP4"
"FBP1",0,0.70919101754549,0.958,0.663,0,"0","FBP1"
"MCEMP1",0,0.684279649800743,0.901,0.509,0,"0","MCEMP1"
"SERPINA1",0,0.639941728233371,0.945,0.707,0,"0","SERPINA1"
"ALOX5AP",0,0.612966322071997,0.965,0.713,0,"0","ALOX5AP"
"SERPING1",0,0.601129287546541,0.817,0.426,0,"0","SERPING1"
"PCOLCE2",0,0.574398649551456,0.64,0.231,0,"0","PCOLCE2"
"CD52",0,0.558615563525311,0.942,0.771,0,"0","CD52"
"STXBP2",0,0.540212375526676,0.796,0.568,0,"0","STXBP2"
"INHBA",0,0.53825430019851,0.832,0.39,0,"0","INHBA"
"C1QC",0,0.535352104187328,0.891,0.604,0,"0","C1QC"
"LGALS3BP",0,0.530912568003511,0.674,0.316,0,"0","LGALS3BP"
"HLA-DRB5",0,0.530744751364487,0.877,0.734,0,"0","HLA-DRB5"
"TREM1",0,0.516394886810394,0.817,0.489,0,"0","TREM1"
"MARCO",0,0.509905357198197,0.906,0.598,0,"0","MARCO"
"TGM2",0,0.502990435050671,0.478,0.203,0,"0","TGM2"
"VSIG4",0,0.501571871553429,0.903,0.629,0,"0","VSIG4"
"ALDH2",0,0.495284050892493,0.908,0.633,0,"0","ALDH2"
"GLDN",0,0.482701975249126,0.682,0.311,0,"0","GLDN"
"RBP4",0,0.474860932996123,0.481,0.205,0,"0","RBP4"
"GRN",0,0.473808973699571,0.97,0.832,0,"0","GRN"
"CTSC",0,0.473362214484916,0.929,0.706,0,"0","CTSC"
"ACP5",0,0.470641209901777,0.951,0.725,0,"0","ACP5"
"CES1",0,0.464253937782264,0.59,0.285,0,"0","CES1"
"GPD1",0,0.464017642828607,0.439,0.117,0,"0","GPD1"
"HLA-DRB1",0,0.45731899044413,0.973,0.881,0,"0","HLA-DRB1"
"HLA-DQA1",0,0.455256277218366,0.946,0.728,0,"0","HLA-DQA1"
"GCHFR",0,0.454397806868286,0.887,0.591,0,"0","GCHFR"
"ABCG1",0,0.447694435740331,0.605,0.286,0,"0","ABCG1"
"AKR1C3",0,0.438368294447726,0.572,0.274,0,"0","AKR1C3"
"ALOX5",0,0.435767523231348,0.822,0.529,0,"0","ALOX5"
"HLA-DQB1",0,0.431229541349859,0.958,0.784,0,"0","HLA-DQB1"
"TSPO",0,0.430112915525485,0.974,0.851,0,"0","TSPO"
"LRPAP1",0,0.428742610441262,0.803,0.553,0,"0","LRPAP1"
"LPL",0,0.426029703976196,0.83,0.486,0,"0","LPL"
"AQP3",0,0.421747823289977,0.562,0.245,0,"0","AQP3"
"PPIC",0,0.41509900064475,0.543,0.213,0,"0","PPIC"
"PLA2G16",0,0.413592486101202,0.689,0.358,0,"0","PLA2G16"
"UBB",0,0.401112109730066,0.969,0.845,0,"0","UBB"
"APOC1",0,0.394062887972298,0.996,0.794,0,"0","APOC1"
"S100A13",0,0.393856048454159,0.642,0.326,0,"0","S100A13"
"HLA-DRA",0,0.393286399160703,0.999,0.947,0,"0","HLA-DRA"
"ITM2B",0,0.392425315864674,0.981,0.908,0,"0","ITM2B"
"CXCL16",0,0.389224603457057,0.84,0.592,0,"0","CXCL16"
"PDLIM1",0,0.38419874531693,0.665,0.331,0,"0","PDLIM1"
"CD74",0,0.376754130830733,1,0.969,0,"0","CD74"
"MRC1",0,0.368119094461698,0.93,0.648,0,"0","MRC1"
"CYP27A1",0,0.363927408866951,0.793,0.49,0,"0","CYP27A1"
"PPARG",0,0.352338850886274,0.701,0.366,0,"0","PPARG"
"PHLDA3",0,0.348233116100212,0.603,0.287,0,"0","PHLDA3"
"RP11-598F7.3",0,0.347823269145161,0.645,0.316,0,"0","RP11-598F7.3"
"FHL1",0,0.342983014358662,0.53,0.231,0,"0","FHL1"
"VMO1",0,0.331367924129303,0.455,0.186,0,"0","VMO1"
"MME",0,0.329664998427412,0.453,0.181,0,"0","MME"
"HLA-DPA1",0,0.324758017280309,0.988,0.873,0,"0","HLA-DPA1"
"TCF7L2",0,0.313862247024946,0.625,0.308,0,"0","TCF7L2"
"RP5-839B4.8",0,0.309600287998949,0.554,0.252,0,"0","RP5-839B4.8"
"CPE",0,0.301372957017621,0.324,0.091,0,"0","CPE"
"FAM89A",0,0.289569670150718,0.513,0.226,0,"0","FAM89A"
"S100A11",0,0.283697952306904,0.99,0.941,0,"0","S100A11"
"HLA-DPB1",0,0.251111945410879,0.984,0.881,0,"0","HLA-DPB1"
"CORO1A",0,-0.917419043843534,0.056,0.289,0,"0","CORO1A"
"SPN",3.54866939524213e-307,0.352411560202768,0.653,0.359,1.19568866603288e-302,"0","SPN"
"MLPH",1.72184035618637e-306,0.299087504067661,0.499,0.219,5.80156889613435e-302,"0","MLPH"
"LY6E",9.26266772627204e-306,0.371524982333792,0.798,0.524,3.1209632636901e-301,"0","LY6E"
"RETN",1.15537359855682e-302,0.471293007180234,0.56,0.281,3.89291580297736e-298,"0","RETN"
"SVIL",2.58258838879572e-302,0.298118569584757,0.467,0.2,8.7017733172083e-298,"0","SVIL"
"CD9",1.01950757308061e-294,0.355756543197105,0.924,0.655,3.43512881673779e-290,"0","CD9"
"SEPT11",1.00700058215284e-291,0.305512157616845,0.614,0.322,3.39298776150577e-287,"0","SEPT11"
"OLR1",2.48820882450282e-290,0.282280509637653,0.909,0.592,8.3837708132798e-286,"0","OLR1"
"SLC19A3",5.83240305819561e-283,0.242002052572286,0.296,0.094,1.96516988642843e-278,"0","SLC19A3"
"PEBP1",3.89387371073528e-280,0.348551231976038,0.829,0.6,1.31200180809514e-275,"0","PEBP1"
"BHLHE41",6.49121848481775e-280,0.329514390107878,0.679,0.381,2.18715115627449e-275,"0","BHLHE41"
"PNPLA6",6.53414786562693e-280,0.318670428784567,0.544,0.275,2.20161578184434e-275,"0","PNPLA6"
"MALAT1",8.34590725284419e-274,-0.471746864447491,0.999,1,2.81206998977332e-269,"0","MALAT1"
"HLA-DMA",1.4388527527789e-271,0.32158967110619,0.898,0.715,4.84807046521322e-267,"0","HLA-DMA"
"MGST3",3.4814109105984e-270,0.372673014195926,0.846,0.639,1.17302659221702e-265,"0","MGST3"
"TNNI2",7.57889649397541e-270,0.281006679350988,0.375,0.151,2.55363338468007e-265,"0","TNNI2"
"SCD",8.44629645957758e-268,0.294350898178687,0.627,0.343,2.84589512909007e-263,"0","SCD"
"CAPG",1.50011210847589e-265,0.306290982436112,0.905,0.73,5.05447773829867e-261,"0","CAPG"
"MS4A7",6.83821055852495e-264,0.283343478102959,0.957,0.75,2.3040666655894e-259,"0","MS4A7"
"ATP1B1",1.16812782238305e-262,0.303788785846598,0.647,0.359,3.93588988473744e-258,"0","ATP1B1"
"LGALS3",1.72422737435022e-262,0.283929210951301,0.983,0.847,5.80961171513562e-258,"0","LGALS3"
"CTSD",8.57627446746527e-262,0.269256932155361,0.976,0.891,2.88968991906775e-257,"0","CTSD"
"CD81",2.89701813993432e-259,0.32398911583385,0.89,0.655,9.76121292069471e-255,"0","CD81"
"LDHB",4.84123817969824e-259,0.36886168156516,0.79,0.556,1.63120679226752e-254,"0","LDHB"
"AKR1B1",1.75852464345654e-254,0.357717006653896,0.663,0.401,5.92517293366246e-250,"0","AKR1B1"
"HCAR2",3.96666284196916e-253,0.267078151798813,0.268,0.086,1.33652737797309e-248,"0","HCAR2"
"CD68",1.32274833518589e-252,0.29169330886418,0.932,0.778,4.45686824057534e-248,"0","CD68"
"MSR1",1.47117422546947e-246,0.306867679905803,0.902,0.639,4.95697443529684e-242,"0","MSR1"
"SLCO2B1",1.79612632510222e-239,0.273174880000742,0.683,0.397,6.05186803979942e-235,"0","SLCO2B1"
"BSG",5.760301997552e-238,0.358884443573794,0.723,0.493,1.94087615505517e-233,"0","BSG"
"RMDN3",8.96529732181043e-237,0.30081915285487,0.64,0.368,3.02076727961081e-232,"0","RMDN3"
"FPR2",4.26097499391774e-233,0.235904079271825,0.451,0.207,1.43569291445064e-228,"0","FPR2"
"MYL6",9.60055404265078e-232,0.25326655179193,0.981,0.929,3.23481067913075e-227,"0","MYL6"
"ACO1",3.61973157632905e-231,0.236649820681619,0.376,0.161,1.21963235732831e-226,"0","ACO1"
"NUPR1",4.97461685915812e-231,0.275800775251645,0.808,0.53,1.67614740452474e-226,"0","NUPR1"
"MACC1",3.1065247444464e-226,0.240422915072041,0.301,0.113,1.04671244739377e-221,"0","MACC1"
"OSCAR",3.15328173475205e-225,0.268108439454935,0.514,0.27,1.06246674770736e-220,"0","OSCAR"
"CLDN7",7.11993508217781e-224,0.20895078678443,0.353,0.147,2.39899092658899e-219,"0","CLDN7"
"CD48",1.65532477073301e-222,-0.502850374339665,0.03,0.202,5.57745128250782e-218,"0","CD48"
"LSAMP",3.71528244057187e-221,0.204620749004219,0.285,0.104,1.25182726552629e-216,"0","LSAMP"
"CYB5A",9.81074358377406e-220,0.286287085380866,0.734,0.467,3.30563194311683e-215,"0","CYB5A"
"RHBDD2",2.27924108930466e-219,0.268869714602446,0.533,0.285,7.67967492630314e-215,"0","RHBDD2"
"CST3",3.23137207913786e-219,0.228626585995286,0.983,0.907,1.08877850834471e-214,"0","CST3"
"CD300LF",1.04400892384687e-218,0.23613263282111,0.474,0.235,3.51768366800965e-214,"0","CD300LF"
"GAPLINC",2.24450490310568e-218,0.244216345879673,0.318,0.129,7.56263482052428e-214,"0","GAPLINC"
"TCEB2",4.05451755623495e-218,0.250961581825807,0.93,0.851,1.3661291453978e-213,"0","TCEB2"
"CD63",1.99349786651097e-216,0.226715057016386,0.967,0.884,6.71689171142208e-212,"0","CD63"
"AMIGO2",4.86966439624729e-216,0.210607503569281,0.392,0.175,1.64078472167156e-211,"0","AMIGO2"
"ABHD5",6.56263174369725e-216,0.236775629011101,0.503,0.259,2.21121313972135e-211,"0","ABHD5"
"COLEC12",2.10510570997412e-215,0.260054026966502,0.36,0.158,7.09294317918679e-211,"0","COLEC12"
"AKR1C2",8.4998418290287e-215,0.313853812245223,0.311,0.123,2.86393670587293e-210,"0","AKR1C2"
"TFRC",6.74985710424514e-212,0.283863119202529,0.801,0.55,2.27429685270436e-207,"0","TFRC"
"MIR3945HG",1.3955574608583e-211,0.309846553765807,0.483,0.25,4.70219130861596e-207,"0","MIR3945HG"
"COMT",1.24556089610065e-210,0.292553411513574,0.742,0.512,4.19679288332154e-206,"0","COMT"
"FOLR3",3.39516463937089e-210,0.495182526484526,0.301,0.122,1.14396677358963e-205,"0","FOLR3"
"MARCKS",3.63346211736658e-209,-0.603860773478225,0.042,0.215,1.22425872582549e-204,"0","MARCKS"
"GLUL",1.23095006883043e-208,0.236692032697472,0.975,0.843,4.14756316191726e-204,"0","GLUL"
"PLBD1",3.20044315385328e-207,0.276726460055423,0.62,0.372,1.07835731625932e-202,"0","PLBD1"
"PLIN2",2.10607540650593e-205,0.227346499261713,0.861,0.645,7.0962104746811e-201,"0","PLIN2"
"HLA-C",3.61867998608649e-202,0.27513831493406,0.972,0.921,1.21927803451198e-197,"0","HLA-C"
"GPR183",5.72019104207268e-202,-0.509246337512292,0.023,0.18,1.92736116971597e-197,"0","GPR183"
"APIP",7.49392865275754e-202,0.248134847913975,0.515,0.281,2.52500432026012e-197,"0","APIP"
"ECSCR.1",2.40347026458568e-201,0.136397004424321,0.161,0.039,8.09825270949498e-197,"0","ECSCR.1"
"FCGRT",2.89585955741851e-201,0.295759348727191,0.837,0.686,9.75730919276594e-197,"0","FCGRT"
"NEAT1",3.07452811347678e-201,-0.446152037330514,0.931,0.926,1.03593150255487e-196,"0","NEAT1"
"IFI6",7.50205838743698e-201,0.277049492832782,0.815,0.567,2.52774355306301e-196,"0","IFI6"
"HEXB",1.60948928014883e-200,0.276997948100786,0.805,0.574,5.42301318053347e-196,"0","HEXB"
"ACOT7",4.78206795250654e-200,0.201250381399402,0.467,0.234,1.61126997591755e-195,"0","ACOT7"
"FABP3",7.1775679045869e-199,0.543738536176662,0.379,0.187,2.41840972977151e-194,"0","FABP3"
"ANXA5",2.15653055997536e-198,0.2420586489803,0.934,0.795,7.26621406878099e-194,"0","ANXA5"
"PTPMT1",5.82016367508024e-198,0.273711525225589,0.59,0.349,1.96104594868154e-193,"0","PTPMT1"
"GLRX",3.74839071299093e-196,0.274671797040928,0.851,0.661,1.26298276683516e-191,"0","GLRX"
"ACVRL1",7.32194678792683e-195,0.154504646581916,0.265,0.099,2.46705675072407e-190,"0","ACVRL1"
"HN1",1.56110907950534e-194,0.292267731603299,0.726,0.506,5.26000093248531e-190,"0","HN1"
"FFAR4",6.10085240442455e-194,0.185437888221932,0.28,0.109,2.05562120914681e-189,"0","FFAR4"
"AGRP",2.83327873081979e-193,0.230293200309225,0.446,0.222,9.5464493556242e-189,"0","AGRP"
"ADAMTSL4",1.44347820424795e-191,0.212993817148897,0.469,0.241,4.86365546139304e-187,"0","ADAMTSL4"
"LTA4H",2.29706097197631e-191,0.282595566933604,0.823,0.582,7.73971723897696e-187,"0","LTA4H"
"SPOCD1",1.37472163931462e-189,0.207760936972077,0.258,0.097,4.63198709150667e-185,"0","SPOCD1"
"ALDH1A1",8.89829838381002e-186,0.199905793755649,0.523,0.283,2.99819265744095e-181,"0","ALDH1A1"
"DOK2",1.36469780341174e-185,0.254031696683725,0.656,0.415,4.59821277881553e-181,"0","DOK2"
"ALAS1",2.54697038978678e-185,0.196817287903208,0.344,0.155,8.58176203134756e-181,"0","ALAS1"
"EML4",1.00423333236938e-184,0.246737974006462,0.703,0.447,3.38366379008539e-180,"0","EML4"
"HPGD",4.45761674763413e-184,0.218091633117648,0.648,0.38,1.50194938694784e-179,"0","HPGD"
"DECR1",7.82594192861734e-183,0.236572696528125,0.544,0.312,2.63687287342833e-178,"0","DECR1"
"LIMD2",3.78367960702157e-182,-0.425628246706238,0.016,0.156,1.27487300678985e-177,"0","LIMD2"
"ACOT4",1.61670091529401e-179,0.145677632177629,0.26,0.101,5.44731206399165e-175,"0","ACOT4"
"ATP10A",1.82680624794547e-177,0.191513013541949,0.24,0.089,6.15524097182745e-173,"0","ATP10A"
"GSTO1",9.87461254081212e-175,0.255122924078263,0.859,0.703,3.32715194950124e-170,"0","GSTO1"
"GAA",2.0682503574161e-174,0.229265898770283,0.535,0.308,6.96876275427782e-170,"0","GAA"
"ARRDC4",4.66012703467796e-174,0.195814366919592,0.366,0.173,1.57018320306439e-169,"0","ARRDC4"
"APOE",1.55282168770864e-173,0.196861805846618,0.896,0.652,5.23207739456551e-169,"0","APOE"
"ITIH5",6.01619076421664e-173,0.107331095508167,0.118,0.024,2.02709531609515e-168,"0","ITIH5"
"MYL12A",1.47084921889238e-172,0.232267587444834,0.924,0.841,4.95587935813597e-168,"0","MYL12A"
"TRPV2",4.69073631452131e-171,0.201261351158184,0.437,0.231,1.58049669381481e-166,"0","TRPV2"
"CD151",2.30405900915966e-170,0.228542903336693,0.614,0.381,7.76329642546257e-166,"0","CD151"
"TYROBP",1.58070318960504e-169,0.196204084746075,0.993,0.927,5.32602132705523e-165,"0","TYROBP"
"FTL",1.41110572714831e-168,0.172429057846887,1,1,4.75457963705353e-164,"0","FTL"
"IL1R2",8.29960034367683e-168,-0.953692073929982,0.013,0.14,2.79646733979847e-163,"0","IL1R2"
"ENPP4",1.77155690451732e-167,0.196266821139904,0.391,0.195,5.96908383408067e-163,"0","ENPP4"
"RSPO3",2.4422836175696e-167,0.13414574904299,0.108,0.02,8.229030421039e-163,"0","RSPO3"
"HSPB1",1.83607154586115e-166,0.214970883730035,0.753,0.512,6.18645946662456e-162,"0","HSPB1"
"DST",1.53812072469211e-165,0.195503472764185,0.462,0.247,5.1825439697776e-161,"0","DST"
"ECH1",3.07272320529672e-165,0.215521794001017,0.589,0.362,1.03532335679268e-160,"0","ECH1"
"PDCL",9.54030821424961e-165,0.176994245794327,0.384,0.19,3.21451144970926e-160,"0","PDCL"
"MEF2C",5.50003217928682e-164,-0.481842868698304,0.046,0.191,1.8531808424889e-159,"0","MEF2C"
"ADTRP",8.88139224027676e-164,0.180347024566109,0.285,0.123,2.99249630143885e-159,"0","ADTRP"
"HPGDS",2.14685124686688e-163,0.145116870091485,0.214,0.078,7.23360059119328e-159,"0","HPGDS"
"ANXA2",4.29514640052005e-163,0.203050252087597,0.968,0.865,1.44720662819122e-158,"0","ANXA2"
"LYAR",4.38254787498494e-163,0.228222689513104,0.657,0.416,1.47665568099742e-158,"0","LYAR"
"GYPC",5.09166665484516e-163,0.222586771519361,0.653,0.415,1.71558616268353e-158,"0","GYPC"
"FGL2",5.33630918211925e-163,-0.588585059335561,0.068,0.219,1.79801601582326e-158,"0","FGL2"
"HDDC2",5.66951088250221e-163,0.214687842610759,0.516,0.301,1.9102849967503e-158,"0","HDDC2"
"DNASE2",3.02315220532611e-161,0.217335740669449,0.559,0.334,1.01862090406258e-156,"0","DNASE2"
"GSN",2.27962764033067e-160,0.242084113352461,0.733,0.508,7.68097737133014e-156,"0","GSN"
"STOM",7.9689646150942e-160,0.23059414968651,0.664,0.424,2.68506293740984e-155,"0","STOM"
"AXL",9.79502999693903e-160,0.176421352374417,0.432,0.227,3.30033740716864e-155,"0","AXL"
"ZFP36L1",1.6591299478036e-159,-0.627710572583735,0.29,0.44,5.59027244612946e-155,"0","ZFP36L1"
"FCN1",3.31245759781284e-159,-0.969779341357431,0.03,0.163,1.11609946300706e-154,"0","FCN1"
"PSMA7",3.74678501519969e-159,0.229644898243495,0.98,0.897,1.26244174302139e-154,"0","PSMA7"
"STON1",1.94215970431508e-158,0.133236137066064,0.173,0.055,6.54391290771924e-154,"0","STON1"
"EDEM2",1.98766145480802e-157,0.158234317775745,0.313,0.144,6.69722650583016e-153,"0","EDEM2"
"MCOLN1",4.05861215253228e-156,0.193502869157884,0.497,0.282,1.36750877867423e-151,"0","MCOLN1"
"HLA-DMB",6.44246536505107e-156,0.227595806754237,0.766,0.567,2.17072428010031e-151,"0","HLA-DMB"
"OASL",7.42568814535807e-156,0.144534918313739,0.295,0.13,2.50201136369695e-151,"0","OASL"
"FDFT1",9.34512622857519e-156,0.201673060920545,0.461,0.252,3.14874683145612e-151,"0","FDFT1"
"RPLP1",1.21349023785885e-154,-0.204837709392096,0.999,0.994,4.08873400744163e-150,"0","RPLP1"
"EVL",1.98299077998456e-153,0.218169219012908,0.541,0.322,6.68148913407998e-149,"0","EVL"
"FRMD4A",2.36810287021811e-153,0.163984874867238,0.411,0.214,7.97908581091289e-149,"0","FRMD4A"
"SNX2",1.38487582529821e-152,0.247412013656366,0.671,0.45,4.66620060575979e-148,"0","SNX2"
"IGFBP2",2.2042850415024e-152,0.158579781838432,0.15,0.044,7.42711801883817e-148,"0","IGFBP2"
"RNASE6",4.47799385556085e-151,-0.522715263359936,0.12,0.272,1.50881524969267e-146,"0","RNASE6"
"GPX3",5.25787917917502e-151,0.208966585874543,0.486,0.276,1.77158981063123e-146,"0","GPX3"
"MYO6",7.53949302106175e-151,0.146648886710009,0.257,0.108,2.54035677851655e-146,"0","MYO6"
"CDCP1",1.7755034061143e-150,0.141472981943614,0.281,0.123,5.98238117656153e-146,"0","CDCP1"
"MGAT3",3.63734891411177e-150,0.102929546709868,0.133,0.035,1.22556834312082e-145,"0","MGAT3"
"CITED2",5.78516566974705e-150,0.200107781118918,0.646,0.404,1.94925372076457e-145,"0","CITED2"
"ALDOA",5.79757410875091e-150,0.222477293336696,0.885,0.787,1.95343462020253e-145,"0","ALDOA"
"RND3",5.89373552402728e-150,0.184569019632117,0.414,0.215,1.98583524746575e-145,"0","RND3"
"B3GNT7",4.63160095993292e-149,0.1656322635404,0.267,0.117,1.5605716274398e-144,"0","B3GNT7"
"NMB",8.58014739109371e-149,0.195538222529279,0.328,0.159,2.89099486195511e-144,"0","NMB"
"FTH1",9.3051980366034e-149,0.168283539616058,1,0.999,3.13529342645315e-144,"0","FTH1"
"PTMA",1.08363712795413e-147,-0.201838371317655,0.993,0.985,3.65120693892864e-143,"0","PTMA"
"KIF16B",9.98354512837754e-147,0.174988095063936,0.32,0.154,3.36385569555553e-142,"0","KIF16B"
"SMCO4",1.97354442634103e-146,0.197896832940498,0.635,0.411,6.64966059011345e-142,"0","SMCO4"
"BLVRA",2.71253436525693e-146,0.199821763051458,0.581,0.36,9.13961329029671e-142,"0","BLVRA"
"STMN1",6.67880671332402e-146,0.183803617195847,0.473,0.27,2.25035713398739e-141,"0","STMN1"
"FN1",1.0586144386635e-145,0.276768708152061,0.656,0.434,3.56689548963281e-141,"0","FN1"
"TMEM14A",1.34218462564478e-145,0.118924631000161,0.246,0.102,4.52235687764754e-141,"0","TMEM14A"
"CORO2A",2.49774598088213e-145,0.160841287769285,0.254,0.109,8.41590530798426e-141,"0","CORO2A"
"PROCR",2.90744621692212e-144,0.143595886240411,0.197,0.073,9.7963492832974e-140,"0","PROCR"
"CFD",3.22006122735108e-144,0.281610141450473,0.723,0.532,1.08496742994367e-139,"0","CFD"
"NOP10",1.26355834071178e-143,0.217143318246209,0.887,0.754,4.25743347319427e-139,"0","NOP10"
"SLC27A3",3.7339086167862e-143,0.159639663830235,0.287,0.131,1.25810316933994e-138,"0","SLC27A3"
"TMEM173",5.39534891250387e-143,0.161764300880988,0.369,0.188,1.81790886257906e-138,"0","TMEM173"
"CAT",7.90311300034761e-143,0.190297704147598,0.563,0.345,2.66287489433712e-138,"0","CAT"
"TANC2",1.0064671151336e-142,0.16193262595942,0.358,0.181,3.39119029773116e-138,"0","TANC2"
"RGS1",3.22834711048539e-142,-0.813052527125681,0.142,0.29,1.08775927540695e-137,"0","RGS1"
"TMEM261",4.05110075430626e-142,0.188356049172339,0.55,0.33,1.36497788815595e-137,"0","TMEM261"
"ANXA11",6.6438037901575e-142,0.245506691577918,0.668,0.477,2.23856324905567e-137,"0","ANXA11"
"RGCC",8.46566194916796e-142,0.183986473131879,0.788,0.54,2.85242013715265e-137,"0","RGCC"
"MOB3B",1.04659354932683e-141,0.15898336323619,0.362,0.184,3.52639230510183e-137,"0","MOB3B"
"SPATS2L",2.13002317336551e-141,0.181445661810585,0.537,0.319,7.17690008033776e-137,"0","SPATS2L"
"HILPDA",7.76426407826173e-141,0.117477385363514,0.167,0.056,2.61609113852951e-136,"0","HILPDA"
"CCL23",1.49403056915698e-140,0.163627794731919,0.183,0.066,5.03398659971754e-136,"0","CCL23"
"LIMA1",2.16902161763944e-139,0.153743783410208,0.31,0.149,7.30830143847433e-135,"0","LIMA1"
"LAMP2",3.02861586279415e-139,0.208185458884235,0.713,0.494,1.02046182880986e-134,"0","LAMP2"
"CSTA",2.66297946987832e-138,0.203267266172421,0.869,0.687,8.97264302580801e-134,"0","CSTA"
"SCPEP1",7.265359191927e-138,0.208138398918196,0.614,0.393,2.44799012612788e-133,"0","SCPEP1"
"IGF1",3.11607922926691e-137,0.195174837688844,0.106,0.025,1.04993173550919e-132,"0","IGF1"
"JAML",8.55384958918328e-137,0.174111228789238,0.546,0.332,2.88213408057941e-132,"0","JAML"
"STAC",4.01423710231787e-136,0.12171791873932,0.279,0.128,1.35255704925498e-131,"0","STAC"
"TMSB4X",4.20079440354938e-136,0.170751143658317,1,0.997,1.41541566633193e-131,"0","TMSB4X"
"RP11-356N1.2",4.47408477590786e-136,0.130413830973928,0.292,0.137,1.50749812439439e-131,"0","RP11-356N1.2"
"PRDX1",2.56275275301762e-135,0.210787739981817,0.879,0.721,8.63493912601756e-131,"0","PRDX1"
"ASAH1",1.96177079471403e-134,0.19901120067766,0.93,0.783,6.60999051570945e-130,"0","ASAH1"
"ATL1",7.33855863623214e-134,0.106352480897805,0.146,0.046,2.47265394689206e-129,"0","ATL1"
"AKIRIN2",8.82336800216871e-134,0.197219927660786,0.562,0.352,2.97294561465073e-129,"0","AKIRIN2"
"RPS15A",9.80217836446642e-134,-0.231176221162217,0.989,0.983,3.30274597812332e-129,"0","RPS15A"
"TSPAN3",5.66835243461179e-133,0.207755741463314,0.497,0.294,1.9098946693181e-128,"0","TSPAN3"
"RPL13",7.99886718139924e-133,-0.253872410111479,0.985,0.977,2.69513830810066e-128,"0","RPL13"
"TRHDE",1.41370435996313e-132,0.103344359015531,0.136,0.041,4.76333547045977e-128,"0","TRHDE"
"C20orf27",1.75590331076397e-132,0.161231482673607,0.466,0.271,5.91634061528812e-128,"0","C20orf27"
"TNFSF12",1.80291382836867e-132,0.163582380967567,0.449,0.256,6.0747378533054e-128,"0","TNFSF12"
"TLCD2",1.52467374977537e-131,0.150534884668444,0.207,0.083,5.13723573249312e-127,"0","TLCD2"
"UBASH3B",7.19848930387791e-131,0.152897173958413,0.398,0.216,2.42545898604862e-126,"0","UBASH3B"
"AZI2",1.45456706820803e-130,0.165834920824255,0.593,0.371,4.90101827962013e-126,"0","AZI2"
"ETHE1",2.1371051203264e-130,0.177246975445729,0.479,0.284,7.20076199242779e-126,"0","ETHE1"
"SPI1",2.78221031457742e-130,0.220528304959485,0.839,0.682,9.37437943393715e-126,"0","SPI1"
"KAT8",6.39388318745856e-130,0.13708695120706,0.348,0.18,2.15435500118229e-125,"0","KAT8"
"ARHGEF28",1.982521058089e-129,0.107290967756877,0.142,0.045,6.67990645312507e-125,"0","ARHGEF28"
"HMOX2",4.61283350362978e-129,0.133328827328513,0.37,0.197,1.55424812071302e-124,"0","HMOX2"
"PHYH",2.17428037904965e-128,0.134958527943441,0.348,0.18,7.32602030916989e-124,"0","PHYH"
"RPS12",3.90354171389865e-128,-0.203328806429181,0.992,0.985,1.31525934508101e-123,"0","RPS12"
"USP30-AS1",1.35063393809903e-127,0.116390889228018,0.231,0.099,4.55082599103088e-123,"0","USP30-AS1"
"PRKCB",3.92716725120288e-127,-0.279761991431484,0.018,0.124,1.3232197336203e-122,"0","PRKCB"
"GGA2",7.40167386453677e-127,0.151856435605352,0.456,0.262,2.49391999191702e-122,"0","GGA2"
"ACER3",3.10115049191548e-126,0.15287322284668,0.533,0.321,1.044901646746e-121,"0","ACER3"
"PROS1",7.63691920208187e-126,0.124466052031041,0.176,0.066,2.57318355594947e-121,"0","PROS1"
"FCGR2A",8.28430310880911e-126,0.229779002473129,0.765,0.552,2.79131308948214e-121,"0","FCGR2A"
"DEFB1",1.40413058492802e-125,0.212597998473001,0.381,0.208,4.73107759285647e-121,"0","DEFB1"
"ITGB8",2.4985989398352e-125,0.134689301844892,0.209,0.086,8.41877926788072e-121,"0","ITGB8"
"MFGE8",3.59185432157916e-125,0.127938697929249,0.365,0.192,1.21023939511288e-120,"0","MFGE8"
"C9orf16",1.24136643505325e-124,0.2374272084721,0.749,0.57,4.1826600662684e-120,"0","C9orf16"
"ZBTB8OS",2.83494797631207e-124,0.166019008573889,0.616,0.391,9.55207371138588e-120,"0","ZBTB8OS"
"FCGR3A",6.26905232073441e-124,0.158654899347769,0.683,0.465,2.11229448894825e-119,"0","FCGR3A"
"SOD1",6.34612142865642e-124,0.199589403971343,0.772,0.598,2.13826215417149e-119,"0","SOD1"
"SLC11A1",1.63011383584406e-123,0.181264197161129,0.847,0.649,5.49250555849297e-119,"0","SLC11A1"
"HACD3",2.19080585792253e-123,0.125511997037131,0.288,0.139,7.38170125768418e-119,"0","HACD3"
"SNX10",2.73255725949987e-123,0.203694934340846,0.844,0.627,9.20707843015887e-119,"0","SNX10"
"CRIP1",3.56650777289473e-122,0.22065443166858,0.761,0.561,1.20169912899915e-117,"0","CRIP1"
"NDUFA4",3.89111544705002e-122,0.196411129559947,0.901,0.8,1.31107243872903e-117,"0","NDUFA4"
