"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"SERPING1.13",1.3781652787039e-55,-0.928363813688356,0.122,0.547,4.64359009006491e-51,"13","SERPING1"
"MNDA.9",1.59147066417133e-55,-0.809148871916751,0.172,0.601,5.36230125585886e-51,"13","MNDA"
"LITAF.7",2.23834795903448e-55,-0.691827108497686,0.332,0.739,7.54188961317078e-51,"13","LITAF"
"ZEB2.7",3.17874249420539e-55,-0.738333169108648,0.212,0.642,1.07104549599756e-50,"13","ZEB2"
"CCDC88A.7",4.95595907283744e-55,-0.760250498844596,0.228,0.663,1.66986085000185e-50,"13","CCDC88A"
"TRAF5",7.43021116505877e-55,0.411810975159081,0.169,0.032,2.5035353499549e-50,"13","TRAF5"
"MAP4K1",2.61591125506013e-54,0.33746397482029,0.134,0.021,8.81405138279962e-50,"13","MAP4K1"
"CREG1.8",2.61631785001254e-54,-0.733007237253595,0.104,0.509,8.81542136383224e-50,"13","CREG1"
"LRMP",4.83415839540905e-54,0.511277354880085,0.174,0.034,1.62882132974912e-49,"13","LRMP"
"INHBA.9",6.21996384238392e-54,-0.951713017784901,0.106,0.525,2.09575461705284e-49,"13","INHBA"
"RNF149.7",1.68191297241702e-53,-0.655277559683104,0.167,0.587,5.66703756926189e-49,"13","RNF149"
"SEPT6.3",2.2364223699754e-53,0.738558361385816,0.398,0.157,7.53540153339512e-49,"13","SEPT6"
"RP11-1143G9.4.5",3.07184832690672e-53,-1.10120576026923,0.162,0.563,1.03502857526795e-48,"13","RP11-1143G9.4"
"ACSL1.5",3.3545258383177e-53,-0.68452662990846,0.125,0.539,1.13027393596277e-48,"13","ACSL1"
"IL16.4",8.43688480415852e-53,0.587342638553566,0.327,0.108,2.84272396591317e-48,"13","IL16"
"RPS10.9",1.76561903365116e-52,0.533742360687882,0.951,0.932,5.94907677198422e-48,"13","RPS10"
"LRPAP1.8",2.54825766256177e-52,-0.714044402998979,0.233,0.633,8.58609936823563e-48,"13","LRPAP1"
"RP1-34B20.21",3.59850520828648e-52,0.409884574508978,0.144,0.025,1.21248034488005e-47,"13","RP1-34B20.21"
"LMNA.8",3.82916226725694e-52,-0.750654154873282,0.202,0.611,1.29019793432955e-47,"13","LMNA"
"STRBP",4.12588511565354e-52,0.371958617788158,0.174,0.035,1.3901757308683e-47,"13","STRBP"
"RPL39.8",4.41216996721379e-52,0.401900474591672,0.998,0.997,1.48663654875301e-47,"13","RPL39"
"VAT1.9",5.7306183268316e-52,-0.686717575091705,0.101,0.504,1.93087453904264e-47,"13","VAT1"
"LAMP2.5",7.17756981873185e-52,-0.618785157566074,0.155,0.565,2.41841037472351e-47,"13","LAMP2"
"ETS2.7",1.30696375717507e-51,-0.68371713785736,0.111,0.515,4.40368368342569e-47,"13","ETS2"
"SLCO2B1.9",1.50044869763948e-51,-0.738787646693237,0.092,0.487,5.05561184182648e-47,"13","SLCO2B1"
"RPL36.7",1.51995238296445e-51,0.427823139495714,0.979,0.967,5.12132755916042e-47,"13","RPL36"
"RPS17.7",2.12875750943654e-51,0.410990321477583,0.986,0.98,7.17263555229547e-47,"13","RPS17"
"RPS14.10",2.34978585840217e-51,0.462880467529995,0.986,0.977,7.91736847130026e-47,"13","RPS14"
"RPS7.11",2.44841713209013e-51,0.447838773063471,0.974,0.944,8.24969668486447e-47,"13","RPS7"
"EEF1B2.9",2.46096275326924e-51,0.587922227914655,0.92,0.857,8.29196790086538e-47,"13","EEF1B2"
"INPP5D.3",2.82515908513862e-51,0.566559207395556,0.264,0.076,9.51909102146606e-47,"13","INPP5D"
"RPL35.8",7.05587824851731e-51,0.382019112062986,0.974,0.965,2.37740761705542e-46,"13","RPL35"
"LRRFIP1.6",9.10863110229071e-51,-0.635818132061677,0.449,0.824,3.06906216360583e-46,"13","LRRFIP1"
"CD48.10",1.51629534100133e-50,0.63995624459404,0.393,0.148,5.10900552196988e-46,"13","CD48"
"LAIR1.7",2.22561393206599e-50,-0.636101299145767,0.104,0.501,7.49898358270315e-46,"13","LAIR1"
"STK17A.4",2.43663071056689e-50,0.75452628662346,0.369,0.143,8.20998351618409e-46,"13","STK17A"
"FOS.8",3.51930694720861e-50,-0.573430408596308,0.355,0.777,1.18579528279247e-45,"13","FOS"
"PPM1K.2",8.48972048748773e-50,0.633294818676585,0.353,0.132,2.86052642105411e-45,"13","PPM1K"
"TPP1.7",1.00762191849889e-49,-0.658429773176504,0.198,0.603,3.39508129219016e-45,"13","TPP1"
"YWHAH.5",1.15717577581205e-49,-0.638192308345329,0.12,0.517,3.89898805902113e-45,"13","YWHAH"
"PYCARD.7",1.19172751950256e-49,-0.653384401496358,0.332,0.696,4.01540670421194e-45,"13","PYCARD"
"LRP1.6",1.29336297440862e-49,-0.580751045545086,0.068,0.455,4.35785720597242e-45,"13","LRP1"
"PLBD1.9",1.91634014541457e-49,-0.644673368623855,0.071,0.451,6.45691648595985e-45,"13","PLBD1"
"ARL4A.9",2.04003588205744e-49,-0.629225767710545,0.16,0.568,6.87369690100435e-45,"13","ARL4A"
"SLC7A7.4",2.91211407532239e-49,-0.551932394609429,0.158,0.577,9.81207716539128e-45,"13","SLC7A7"
"STOM.11",4.3372518759114e-49,-0.64609174916826,0.108,0.501,1.46139364706959e-44,"13","STOM"
"CCL18.9",4.65996290980551e-49,-1.57507622879151,0.221,0.577,1.57012790282987e-44,"13","CCL18"
"CLEC7A.8",6.70729497235924e-49,-0.626900541573112,0.101,0.495,2.25995596798672e-44,"13","CLEC7A"
"CLECL1.1",1.99260621283525e-48,0.492666317286656,0.216,0.055,6.71388737352709e-44,"13","CLECL1"
"NAMPT.9",2.14722563557826e-48,-0.755901602066765,0.148,0.544,7.23486205651739e-44,"13","NAMPT"
"EEF1D.9",2.49000888001194e-48,0.489195476188049,0.911,0.841,8.38983592031223e-44,"13","EEF1D"
"MAFB.8",3.78958593183079e-48,-0.793959091643634,0.094,0.476,1.27686308387107e-43,"13","MAFB"
"EMP3.9",3.80869732971548e-48,-0.755278614709877,0.464,0.792,1.28330247827434e-43,"13","EMP3"
"RPS2.9",4.41855256635653e-48,0.418983432328267,0.991,0.977,1.48878710170817e-43,"13","RPS2"
"PPARG.10",6.14300759055909e-48,-0.590324661929841,0.094,0.47,2.06982497756298e-43,"13","PPARG"
"CLEC2D.2",6.65927649591558e-48,0.451938547611263,0.209,0.052,2.24377662253379e-43,"13","CLEC2D"
"RPL4.10",7.81276360192741e-48,0.486951865951363,0.934,0.873,2.63243256803342e-43,"13","RPL4"
"HPGD.8",1.13458127857002e-47,-0.787119051299452,0.092,0.464,3.82285816001383e-43,"13","HPGD"
"PDE7A.1",1.63224685433784e-47,0.518523514796044,0.24,0.067,5.49969255100593e-43,"13","PDE7A"
"ATP2A3",3.8137261596829e-47,0.25850485224012,0.113,0.017,1.28499689224356e-42,"13","ATP2A3"
"RPL7.9",4.92701261075678e-47,0.416139346596177,0.974,0.957,1.66010762906839e-42,"13","RPL7"
"COMT.7",5.41927439602541e-47,-0.554226497725308,0.205,0.586,1.8259703149968e-42,"13","COMT"
"LTA4H.6",6.49377127395647e-47,-0.65075806995321,0.278,0.659,2.18801129304689e-42,"13","LTA4H"
"GRINA.9",9.53363883247242e-47,-0.58870847008992,0.242,0.643,3.21226426821326e-42,"13","GRINA"
"PPT1.7",1.04555395566179e-46,-0.613640913818654,0.186,0.57,3.52288949820683e-42,"13","PPT1"
"FN1.10",1.13051015170615e-46,-1.36180017349171,0.146,0.505,3.80914090515869e-42,"13","FN1"
"LIPA.10",1.19410254884926e-46,-0.850519814156026,0.16,0.534,4.02340912809271e-42,"13","LIPA"
"LY96.4",1.22026112583871e-46,-0.592072879888202,0.228,0.625,4.11154783740096e-42,"13","LY96"
"TIMP1.7",1.50819690552245e-46,-1.1106812806392,0.165,0.543,5.08171865346734e-42,"13","TIMP1"
"KLF6.4",1.44824793719001e-45,-0.614904251745477,0.395,0.774,4.87972659956801e-41,"13","KLF6"
"RPL30.9",4.68665922747702e-45,0.411300907705726,0.984,0.974,1.57912296010611e-40,"13","RPL30"
"UBB.10",4.70072344074536e-45,-0.605645948487703,0.687,0.884,1.58386175612474e-40,"13","UBB"
"PTPN7.3",5.41507616937977e-45,0.376801757517883,0.169,0.037,1.82455576451082e-40,"13","PTPN7"
"RPL8.5",6.17570349346313e-45,0.386665009656788,0.967,0.95,2.08084153508747e-40,"13","RPL8"
"GNG5.5",6.69421071466442e-45,-0.546044356105551,0.459,0.793,2.25554735819903e-40,"13","GNG5"
"CD302.7",9.60263832631743e-45,-0.608966873043151,0.089,0.448,3.2355129576694e-40,"13","CD302"
"IGHG3.11",1.2237964567357e-44,3.59909537395492,0.327,0.119,4.12345978132525e-40,"13","IGHG3"
"QRSL1",2.29492863926542e-44,0.473258663330543,0.219,0.061,7.73253255714092e-40,"13","QRSL1"
"TPD52",2.89737183707194e-44,0.503352877475617,0.226,0.064,9.7624046678302e-40,"13","TPD52"
"PKIG",3.61066295705004e-44,0.453823316136286,0.176,0.042,1.21657677674844e-39,"13","PKIG"
"ACTN1.7",6.89833619549305e-44,-0.574907016882813,0.054,0.401,2.32432539770943e-39,"13","ACTN1"
"MT2A.8",1.43531836246885e-43,-0.793503568708341,0.339,0.675,4.83616169050253e-39,"13","MT2A"
"CTNNB1.7",1.690255776849e-43,-0.580341132105749,0.261,0.657,5.69514781451502e-39,"13","CTNNB1"
"FPR1.12",1.76528620015813e-43,-0.666473113859057,0.078,0.431,5.94795532281279e-39,"13","FPR1"
"GNS.6",2.41416361190312e-43,-0.474841170040496,0.078,0.434,8.13428287394638e-39,"13","GNS"
"GLDN.11",3.3375855717793e-43,-0.724283181329898,0.078,0.425,1.12456608255532e-38,"13","GLDN"
"SLC31A2.4",3.7184493004792e-43,-0.540232650944573,0.111,0.474,1.25289430730346e-38,"13","SLC31A2"
"RPL9.7",4.66576986629089e-43,0.344429556493245,0.991,0.98,1.57208449874805e-38,"13","RPL9"
"CXCL3.10",6.62779407730743e-43,-0.920220189051439,0.073,0.422,2.23316893640796e-38,"13","CXCL3"
"RPL6.12",8.27951220859723e-43,0.380630535416839,0.981,0.958,2.78969884356475e-38,"13","RPL6"
"TSPAN13",8.88295900941692e-43,0.407451250784561,0.125,0.022,2.99302420863294e-38,"13","TSPAN13"
"CD164.6",1.06957755130951e-42,-0.58633626293097,0.369,0.741,3.60383460138228e-38,"13","CD164"
"RPL7A.8",1.10366864704983e-42,0.393961930881427,0.974,0.943,3.71870113936968e-38,"13","RPL7A"
"SYNE2.2",1.11196427154011e-42,0.339450150135577,0.144,0.028,3.74665241652726e-38,"13","SYNE2"
"HNRNPA1.11",1.21685736760411e-42,0.611079413825303,0.854,0.774,4.10007921440528e-38,"13","HNRNPA1"
"RPS27L.8",1.23133972560222e-42,-0.5928313448516,0.581,0.853,4.14887607144413e-38,"13","RPS27L"
"RNF13.6",1.66588475538186e-42,-0.545498374574781,0.245,0.623,5.61303209478363e-38,"13","RNF13"
"DOK2.8",1.66799737604183e-42,-0.568445724494246,0.132,0.491,5.62015035883534e-38,"13","DOK2"
"LY6E.7",2.19345249817498e-42,-0.637833861194506,0.247,0.61,7.39061884735078e-38,"13","LY6E"
"MFSD1.6",3.2632882090521e-42,-0.530906283824013,0.151,0.518,1.09953232915801e-37,"13","MFSD1"
"RHOB.5",1.04800211433092e-41,-0.68409642476446,0.165,0.529,3.53113832402659e-37,"13","RHOB"
"POMP.4",1.21845815515876e-41,-0.543850067716254,0.518,0.799,4.10547290799193e-37,"13","POMP"
"SMCO4.6",1.52479440743784e-41,-0.4567306388975,0.12,0.483,5.13764227642107e-37,"13","SMCO4"
"MYADM.5",1.80108283822315e-41,-0.624748678917351,0.129,0.489,6.06856851510909e-37,"13","MYADM"
"PLD3.10",1.80561441347324e-41,-0.657499654692458,0.16,0.505,6.08383720475675e-37,"13","PLD3"
"IGHG4.10",1.85581365608752e-41,3.59930182560686,0.341,0.129,6.2529785328213e-37,"13","IGHG4"
"RPL26.8",1.91315741900983e-41,0.322584280131466,1,0.984,6.44619260761173e-37,"13","RPL26"
"PTPN12.5",2.38858877329412e-41,-0.491202714927235,0.125,0.483,8.0481110127372e-37,"13","PTPN12"
"ATP6AP1.9",2.84024558759482e-41,-0.453848786962152,0.2,0.569,9.56992348284199e-37,"13","ATP6AP1"
"ALCAM.9",5.40039728737202e-41,-0.618786185822629,0.195,0.565,1.81960986200713e-36,"13","ALCAM"
"LGALS9.6",5.73227091375592e-41,-0.527892283719104,0.186,0.549,1.93143136168092e-36,"13","LGALS9"
"RPL36A.8",6.49879073463603e-41,0.446654433048902,0.969,0.922,2.18970255012826e-36,"13","RPL36A"
"RP11-796E2.4.3",6.56547045546752e-41,0.587727993714347,0.247,0.079,2.21216961526522e-36,"13","RP11-796E2.4"
"SOAT1.8",9.62479266812986e-41,-0.59980056341968,0.148,0.503,3.24297764159968e-36,"13","SOAT1"
"NEAT1.10",1.44035696080151e-40,-0.582719645929266,0.715,0.932,4.85313874372462e-36,"13","NEAT1"
"RMDN3.9",1.48864828219303e-40,-0.559008579237626,0.108,0.453,5.0158515220212e-36,"13","RMDN3"
"KLF4.4",1.7963500040178e-40,-0.552620392670321,0.115,0.463,6.05262170353759e-36,"13","KLF4"
"RPL37.7",2.30787005258734e-40,0.340490363852094,0.988,0.984,7.77613735518779e-36,"13","RPL37"
"DYNLL1.7",2.3752981027268e-40,-0.544992360017861,0.513,0.795,8.00332942732767e-36,"13","DYNLL1"
"TCEAL4.4",2.42517042041849e-40,-0.498118165418981,0.12,0.481,8.17136921455805e-36,"13","TCEAL4"
"THBS1.11",2.81639877558401e-40,-0.634829869641818,0.136,0.497,9.48957403445276e-36,"13","THBS1"
"TRBC2.2",3.38309804751666e-40,0.286089888670706,0.151,0.032,1.13990105613026e-35,"13","TRBC2"
"SFTPC.5",3.44871804198017e-40,-0.246509515680728,0.551,0.842,1.1620110570648e-35,"13","SFTPC"
"H2AFJ.5",4.39025782584158e-40,-0.520892641441476,0.151,0.505,1.47925347183906e-35,"13","H2AFJ"
"CPVL.9",5.88925209935021e-40,-0.622218557056974,0.049,0.373,1.98432460235506e-35,"13","CPVL"
"ID2.7",5.98257575339072e-40,-0.6282167498829,0.174,0.526,2.01576907434747e-35,"13","ID2"
"SEC11A.6",6.08616380584259e-40,-0.52042625440198,0.4,0.738,2.0506720327406e-35,"13","SEC11A"
"AKR1C3.12",8.29156529551466e-40,-0.782659997699231,0.049,0.366,2.79376001067071e-35,"13","AKR1C3"
"TPT1.4",1.04504799913494e-39,-0.282146011630714,0.995,0.996,3.52118472828526e-35,"13","TPT1"
"TREM2.9",1.95222669709452e-39,-0.716593682970091,0.064,0.385,6.57783263319029e-35,"13","TREM2"
"PRDX1.8",1.9586027941281e-39,-0.579405793573807,0.513,0.772,6.59931625453523e-35,"13","PRDX1"
"PLA2G16.13",2.1012669232234e-39,-0.591118264649297,0.122,0.46,7.08000877110891e-35,"13","PLA2G16"
"RPL31.9",2.72982044116245e-39,0.402307871783739,0.986,0.975,9.19785699445277e-35,"13","RPL31"
"LGALS3BP.11",4.0016024757844e-39,-0.638215407916398,0.096,0.426,1.3482999381908e-34,"13","LGALS3BP"
"EFHD2.4",5.07995921591821e-39,-0.566523574499002,0.181,0.538,1.71164145821148e-34,"13","EFHD2"
"ATP6V0E1.3",6.14175405776346e-39,-0.4609250777992,0.586,0.827,2.06940261222282e-34,"13","ATP6V0E1"
"ADAM17.8",6.22013622768598e-39,-0.540717843548332,0.16,0.518,2.09581270055652e-34,"13","ADAM17"
"CALM1.6",6.69960872625912e-39,-0.538332346870193,0.598,0.841,2.25736616422575e-34,"13","CALM1"
"ARHGAP24.1",1.20906046126525e-38,0.630497848035617,0.296,0.113,4.07380831818713e-34,"13","ARHGAP24"
"ITGB2.10",1.25928494865034e-38,-0.648696148884248,0.252,0.607,4.24303470598245e-34,"13","ITGB2"
"PGD.5",1.28479082001505e-38,-0.474860961019125,0.167,0.531,4.32897418895872e-34,"13","PGD"
"SEPT1.2",1.30912882257445e-38,0.418958313318428,0.216,0.064,4.41097865478235e-34,"13","SEPT1"
"RPL29.8",1.64936377446666e-38,0.365532598023703,0.96,0.935,5.55736630168795e-34,"13","RPL29"
"RAC2.7",1.70207656350261e-38,0.657232795715074,0.586,0.39,5.73497677306571e-34,"13","RAC2"
"NCEH1.7",1.85622964863543e-38,-0.486913941450833,0.082,0.416,6.25438017811222e-34,"13","NCEH1"
"CPM.6",2.00936336997079e-38,-0.6229744742275,0.104,0.433,6.77034893877957e-34,"13","CPM"
"RPS28.3",2.60441119423333e-38,0.310136937636088,1,0.988,8.77530307784977e-34,"13","RPS28"
"IRS2.8",2.99847199285955e-38,-0.568706961890296,0.101,0.432,1.0103051532741e-33,"13","IRS2"
"PECAM1.6",4.78572098846375e-38,-0.493102581604538,0.122,0.47,1.61250082985298e-33,"13","PECAM1"
"DBI.7",5.43866492958435e-38,-0.487619364926545,0.496,0.808,1.83250376137415e-33,"13","DBI"
"RAB7A.8",5.53149236763955e-38,-0.503242620621428,0.259,0.62,1.86378103835247e-33,"13","RAB7A"
"GSTP1.7",6.42089148081421e-38,-0.518100663067074,0.572,0.821,2.16345517554554e-33,"13","GSTP1"
"TTN",8.39983383560256e-38,0.273966785876857,0.104,0.018,2.83024001256793e-33,"13","TTN"
"SCD.7",1.12162277815785e-37,-0.535264648823846,0.104,0.431,3.77919578872506e-33,"13","SCD"
"RP11-598F7.3.12",2.10635987848819e-37,-0.592358109370273,0.087,0.417,7.09716897457811e-33,"13","RP11-598F7.3"
"MCL1.8",2.15031203255594e-37,-0.480893895437266,0.381,0.734,7.24526136249397e-33,"13","MCL1"
"CD151.7",2.56245619406842e-37,-0.512276844773014,0.127,0.455,8.63393990029413e-33,"13","CD151"
"CD59.10",2.60977094337126e-37,-0.5372850645917,0.158,0.497,8.79336221659512e-33,"13","CD59"
"BLVRA.5",3.57074065355507e-37,-0.467107291789672,0.099,0.43,1.20312535580884e-32,"13","BLVRA"
"ABCG1.8",4.89389687963908e-37,-0.564716525077711,0.071,0.384,1.64894961462559e-32,"13","ABCG1"
"EIF1AY",5.34706510229328e-37,0.664049958060096,0.341,0.153,1.8016401155667e-32,"13","EIF1AY"
"PHLDA3.10",6.16668844733759e-37,-0.502358595985518,0.073,0.384,2.07780400544593e-32,"13","PHLDA3"
"RBM47.7",7.27498643099094e-37,-0.476306035501638,0.139,0.48,2.45123392805809e-32,"13","RBM47"
"ZFAND5.4",1.08891162738506e-36,-0.469821426759779,0.231,0.595,3.66897883731123e-32,"13","ZFAND5"
"CLTA.4",1.24262573246243e-36,-0.476114213241954,0.369,0.695,4.1869031429589e-32,"13","CLTA"
"EEF2.5",1.58714626977122e-36,0.529454456516643,0.838,0.772,5.34773064136716e-32,"13","EEF2"
"LYAR.11",2.28637023961452e-36,-0.676583630376668,0.155,0.492,7.70369588535717e-32,"13","LYAR"
"FAU.8",2.32821450461953e-36,0.312143609077695,0.981,0.967,7.84468595186505e-32,"13","FAU"
"ATP1B1.11",3.92444977738869e-36,-0.547277383185133,0.125,0.448,1.32230410799335e-31,"13","ATP1B1"
"LEPROT.4",4.59341189071643e-36,-0.453284531417145,0.144,0.485,1.54770420245799e-31,"13","LEPROT"
"RPL14.7",5.74767712626769e-36,0.362068274041479,0.974,0.949,1.93662233092463e-31,"13","RPL14"
"ATP6V1B2.6",1.06469289782302e-35,-0.486833579413472,0.136,0.467,3.5873762499249e-31,"13","ATP6V1B2"
"RBPJ.4",1.29543566807692e-35,-0.512170246145203,0.233,0.593,4.36484094001839e-31,"13","RBPJ"
"DDIT4.11",2.12132951144349e-35,0.58378898344974,0.379,0.172,7.14760765585769e-31,"13","DDIT4"
"GAA.6",2.21862586583654e-35,-0.483480114082381,0.073,0.379,7.47543799234965e-31,"13","GAA"
"PRKCB.4",2.69262744309762e-35,0.416630454288636,0.261,0.09,9.07253890677313e-31,"13","PRKCB"
"MT-CO1.3",3.07245600980583e-35,-0.318212308253623,1,0.999,1.03523332794398e-30,"13","MT-CO1"
"ARPC5.8",3.16234199095185e-35,-0.464155378135612,0.459,0.784,1.06551951043132e-30,"13","ARPC5"
"NDUFS5.5",4.06706766903902e-35,-0.469643632089274,0.487,0.762,1.37035778040601e-30,"13","NDUFS5"
"SLC16A3.7",4.4931012823559e-35,-0.48428028834032,0.134,0.466,1.513905546077e-30,"13","SLC16A3"
"CLEC12A.6",4.82588421443278e-35,-0.485795410106895,0.061,0.362,1.62603342721098e-30,"13","CLEC12A"
"LEPROTL1.7",5.01605524998232e-35,-0.451280159824345,0.188,0.529,1.69010965592904e-30,"13","LEPROTL1"
"ARRB2.1",8.25665457902351e-35,-0.441940404267583,0.179,0.523,2.78199719385618e-30,"13","ARRB2"
"TMBIM1.5",8.6800523047238e-35,-0.507878954265894,0.092,0.402,2.92465682355364e-30,"13","TMBIM1"
"FCGR1A.5",9.22667543429059e-35,-0.515554490064819,0.054,0.356,3.10883602082987e-30,"13","FCGR1A"
"RETN.9",1.03262197405013e-34,-0.875952521348454,0.071,0.367,3.47931647936449e-30,"13","RETN"
"ALDOA.5",1.19798722531483e-34,-0.47353598433196,0.64,0.819,4.03649815697579e-30,"13","ALDOA"
"RHEB.8",1.22652682309354e-34,-0.447293316709599,0.259,0.595,4.13265947773136e-30,"13","RHEB"
"ARHGAP18.8",1.47361489129388e-34,-0.436272321982664,0.169,0.517,4.96519801472559e-30,"13","ARHGAP18"
"RPL15.6",1.49593951434359e-34,0.332284901675697,0.984,0.968,5.04041859962929e-30,"13","RPL15"
"PILRA.4",1.53485603710553e-34,-0.454931644843532,0.087,0.396,5.17154393142338e-30,"13","PILRA"
"RPS11.8",2.08573192495297e-34,0.355497153576362,0.969,0.954,7.02766514793653e-30,"13","RPS11"
"RTN3.4",2.12148096084306e-34,-0.446972851177566,0.158,0.493,7.14811794946461e-30,"13","RTN3"
"MMP19.8",2.55066849243633e-34,-0.627126845708516,0.061,0.358,8.59422241841498e-30,"13","MMP19"
"CAPZA2.2",3.47879025645665e-34,-0.435751924164726,0.247,0.6,1.1721435890105e-29,"13","CAPZA2"
"CNIH4.5",3.50246014860021e-34,-0.490485346894616,0.122,0.436,1.18011892246936e-29,"13","CNIH4"
"S100A13.11",4.78177236496156e-34,-0.532620517861016,0.111,0.423,1.61117038065015e-29,"13","S100A13"
"JUND.5",4.99684363971796e-34,-0.453599411910592,0.287,0.635,1.68363649596657e-29,"13","JUND"
"ZYX.2",6.92414894406257e-34,-0.492822807125215,0.151,0.476,2.33302274521244e-29,"13","ZYX"
"ALOX5.9",7.64052706321222e-34,-0.470798879655288,0.285,0.62,2.57439918867873e-29,"13","ALOX5"
"TALDO1.7",9.63644261499501e-34,-0.458245159563763,0.289,0.626,3.24690297469642e-29,"13","TALDO1"
"PDXK.8",1.15194691689591e-33,-0.515081267283926,0.118,0.427,3.88136994178909e-29,"13","PDXK"
"HSP90AA1.7",2.57190874029554e-33,-0.457946845512653,0.718,0.889,8.6657893095518e-29,"13","HSP90AA1"
"ATP6V0D1.7",2.65234314888606e-33,-0.466500830277011,0.224,0.548,8.93680500585669e-29,"13","ATP6V0D1"
"SHTN1.3",4.97953487333406e-33,-0.411082977087278,0.049,0.332,1.67780448022118e-28,"13","SHTN1"
"ATOX1.9",5.4062303043749e-33,-0.520718290802197,0.264,0.59,1.82157523875608e-28,"13","ATOX1"
"DSTN.5",5.89396421928327e-33,-0.426652500938238,0.308,0.656,1.9859123040453e-28,"13","DSTN"
"LIMS1.8",6.19536070348633e-33,-0.498525333876417,0.233,0.556,2.08746483543269e-28,"13","LIMS1"
"OSCAR.5",6.79173974165066e-33,-0.407209715261929,0.054,0.346,2.28840878855177e-28,"13","OSCAR"
"GNAQ.6",6.84599262231307e-33,-0.442713579570868,0.113,0.424,2.30668875416217e-28,"13","GNAQ"
"NCF1.4",9.39480458816944e-33,0.616474539448435,0.433,0.235,3.16548545793781e-28,"13","NCF1"
"ATP6AP2.7",1.01308384263663e-32,-0.452177138193266,0.231,0.562,3.41348469937987e-28,"13","ATP6AP2"
"SPATS2",1.02234743237411e-32,0.231098470976824,0.118,0.025,3.44469743864134e-28,"13","SPATS2"
"TCF7L2.10",1.09516205912296e-32,-0.409310844261765,0.099,0.405,3.69003904200889e-28,"13","TCF7L2"
"RUNX1.6",1.09520262288847e-32,-0.459222879403174,0.108,0.413,3.69017571756042e-28,"13","RUNX1"
"TYMP.10",1.16758630961662e-32,-0.661559302265815,0.329,0.634,3.93406531162222e-28,"13","TYMP"
"RPL24.9",1.21879146613202e-32,0.350855862979834,0.953,0.923,4.10659596598522e-28,"13","RPL24"
"VPS29.6",1.31267319162889e-32,-0.46788920979306,0.249,0.588,4.42292105187438e-28,"13","VPS29"
"RBMS1.6",1.32052413037196e-32,-0.471174190475836,0.078,0.374,4.44937400487529e-28,"13","RBMS1"
"DPYSL2.4",1.42341354810358e-32,-0.490628077563261,0.167,0.494,4.79604960898019e-28,"13","DPYSL2"
"SPN.7",1.52558433119979e-32,-0.492425494173162,0.136,0.45,5.14030384554459e-28,"13","SPN"
"AZI2.7",1.74733676221157e-32,-0.461907478902785,0.134,0.441,5.88747648659565e-28,"13","AZI2"
"LINC00998.4",1.81980748945127e-32,-0.480997521905133,0.174,0.496,6.13165935495712e-28,"13","LINC00998"
"PCOLCE2.11",1.9111364006178e-32,-0.536559330888544,0.071,0.354,6.43938298824163e-28,"13","PCOLCE2"
"FKBP1A.6",2.17596171138218e-32,-0.49460698440562,0.412,0.72,7.33168539033113e-28,"13","FKBP1A"
"ORAI2.1",2.20111898437305e-32,0.499357640669265,0.264,0.102,7.41645030594654e-28,"13","ORAI2"
"HIST1H4C.6",2.41667356025552e-32,0.915347453552025,0.421,0.23,8.14273989392494e-28,"13","HIST1H4C"
"RNH1.5",4.57718031949702e-32,-0.473088906898148,0.306,0.619,1.54223513685132e-27,"13","RNH1"
"CLIC1.4",5.67404092993393e-32,-0.440790398293205,0.588,0.805,1.91181135093194e-27,"13","CLIC1"
"PARP1.1",5.89010341827212e-32,0.631823203214131,0.367,0.184,1.98461144575261e-27,"13","PARP1"
"B3GNT5.4",7.02085764750729e-32,-0.469341316247468,0.068,0.355,2.36560777575111e-27,"13","B3GNT5"
"HSPB1.8",8.34785890733492e-32,-0.279357209971863,0.261,0.588,2.81272758023743e-27,"13","HSPB1"
"GNB2L1.8",9.5093397334697e-32,0.37645583249653,0.946,0.913,3.20407692979528e-27,"13","GNB2L1"
"FYB.8",1.02199845601934e-31,-0.605568415816391,0.111,0.406,3.44352159771155e-27,"13","FYB"
"HMOX1.8",1.2541684140509e-31,-0.796328093164789,0.099,0.391,4.22579505430311e-27,"13","HMOX1"
"CYB5A.10",1.26211908855054e-31,-0.492278932921161,0.228,0.55,4.25258405696219e-27,"13","CYB5A"
"ATP5G3.8",1.44776124031049e-31,-0.432789496185086,0.501,0.769,4.87808672310215e-27,"13","ATP5G3"
"SIRPA.4",1.88011355805241e-31,-0.404672920860361,0.073,0.357,6.3348546225018e-27,"13","SIRPA"
"RAB20.2",2.13095694328362e-31,-0.421648753014452,0.042,0.314,7.18004632469982e-27,"13","RAB20"
"TKT.7",2.40627776003389e-31,-0.483540317465683,0.32,0.646,8.10771228465819e-27,"13","TKT"
"ENG.4",2.40903868656586e-31,-0.422444652425554,0.068,0.35,8.11701495051501e-27,"13","ENG"
"USMG5.3",2.77192100193783e-31,-0.430811115603968,0.567,0.826,9.33971062392933e-27,"13","USMG5"
"CITED2.10",3.18681659942237e-31,-0.495372378639236,0.169,0.48,1.07376598500937e-26,"13","CITED2"
"AC006129.2",3.36322296810185e-31,0.302526090404482,0.122,0.028,1.13320434687224e-26,"13","AC006129.2"
