"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Igkc",0,3.77829302177579,0.971,0.431,0,0,"Igkc",NA
"Cd79a",0,3.24050392043034,0.997,0.049,0,0,"Cd79a","CM"
"Ebf1",0,2.93571208962546,0.98,0.029,0,0,"Ebf1","TF"
"Ly6d",0,2.90607813540112,0.934,0.049,0,0,"Ly6d",NA
"Iglc2",0,2.8979078604897,0.914,0.058,0,0,"Iglc2",NA
"Ighm",0,2.87569370815626,0.99,0.326,0,0,"Ighm",NA
"Cd79b",0,2.69071536507611,0.951,0.053,0,0,"Cd79b","CM"
"Iglc3",0,2.60952160796141,0.904,0.034,0,0,"Iglc3",NA
"Ighd",0,2.24168682409152,0.829,0.029,0,0,"Ighd",NA
"Ms4a1",0,2.10373533729756,0.796,0.014,0,0,"Ms4a1","CM"
"Fcmr",0,2.05273622116199,0.767,0.019,0,0,"Fcmr",NA
"Iglc1",0,2.0129069238524,0.448,0.021,0,0,"Iglc1",NA
"H2-DMb2",0,1.98156611012923,0.876,0.107,0,0,"H2-DMb2",NA
"Mef2c",0,1.81558246292222,0.78,0.129,0,0,"Mef2c","TF"
"Cd74",0,1.69672931161712,1,0.678,0,0,"Cd74","CM"
"H2-Ob",0,1.67095479770948,0.705,0.051,0,0,"H2-Ob",NA
"Mzb1",0,1.64727617004578,0.618,0.013,0,0,"Mzb1",NA
"Bank1",0,1.63204346216521,0.653,0.014,0,0,"Bank1",NA
"Vpreb3",0,1.50063528344635,0.494,0.008,0,0,"Vpreb3",NA
"Cd37",0,1.49628159501284,0.919,0.465,0,0,"Cd37","CM"
"Gm31243",0,1.43439427861775,0.554,0.006,0,0,"Gm31243",NA
"H2-Aa",0,1.41625585612488,0.995,0.519,0,0,"H2-Aa","CM"
"H2-Oa",0,1.40462916021764,0.604,0.074,0,0,"H2-Oa",NA
"Siglecg",0,1.36082115590139,0.572,0.041,0,0,"Siglecg",NA
"Pou2f2",0,1.27426355062511,0.618,0.163,0,0,"Pou2f2","TF"
"Fcrla",0,1.25849219241449,0.483,0.015,0,0,"Fcrla",NA
"Fcer2a",0,1.25419738063757,0.41,0.005,0,0,"Fcer2a",NA
"Ralgps2",0,1.24364514136465,0.486,0.033,0,0,"Ralgps2",NA
"H2-Eb1",0,1.22703938528989,0.992,0.438,0,0,"H2-Eb1",NA
"Cd55",0,1.19557927058683,0.452,0.033,0,0,"Cd55",NA
"Cd19",0,1.18263759125767,0.465,0.009,0,0,"Cd19","CM"
"Pou2af1",0,1.17283474880257,0.427,0.01,0,0,"Pou2af1",NA
"Tsc22d3",0,1.15871120418291,0.878,0.604,0,0,"Tsc22d3","TF"
"Scd1",0,1.12882432396826,0.432,0.03,0,0,"Scd1",NA
"H2-Ab1",0,1.11526063661766,0.996,0.569,0,0,"H2-Ab1",NA
"Gm8369",0,1.11235313775637,0.599,0.181,0,0,"Gm8369",NA
"Tnfrsf13c",0,1.08423548801665,0.387,0.009,0,0,"Tnfrsf13c",NA
"Ly6e",0,1.07517517709348,0.995,0.841,0,0,"Ly6e",NA
"Apobec3",0,1.04838514963524,0.714,0.302,0,0,"Apobec3",NA
"Pkig",0,1.00525019231232,0.506,0.2,0,0,"Pkig",NA
"Foxp1",0,0.976995028719302,0.666,0.358,0,0,"Foxp1","TF"
"Ly86",0,0.965206905335758,0.666,0.276,0,0,"Ly86",NA
"Pax5",0,0.959350708350408,0.336,0.003,0,0,"Pax5","TF"
"Fcrl1",0,0.947538208163988,0.364,0.013,0,0,"Fcrl1",NA
"Ptp4a3",0,0.942647763207399,0.458,0.136,0,0,"Ptp4a3",NA
"Bcl11a",0,0.93761044881028,0.347,0.027,0,0,"Bcl11a","TF"
"Ltb",0,0.932215627915123,0.847,0.406,0,0,"Ltb","CM"
"Gimap6",0,0.918686063712737,0.725,0.282,0,0,"Gimap6",NA
"Fchsd2",0,0.915858889349189,0.371,0.068,0,0,"Fchsd2",NA
"Spib",0,0.911936161566259,0.324,0.013,0,0,"Spib","TF"
"Snn",0,0.861146729285992,0.318,0.038,0,0,"Snn",NA
"Blnk",0,0.85914156074045,0.369,0.078,0,0,"Blnk",NA
"Smim14",0,0.84407777943503,0.653,0.422,0,0,"Smim14",NA
"Napsa",0,0.827560004125921,0.695,0.352,0,0,"Napsa","Sec"
"Rnase6",0,0.817718453266836,0.382,0.1,0,0,"Rnase6",NA
"Ptprcap",0,0.800913653234482,0.834,0.345,0,0,"Ptprcap",NA
"Rps27rt",0,0.792951795496816,1,0.964,0,0,"Rps27rt",NA
"Rps27",0,0.778996303142858,1,0.996,0,0,"Rps27",NA
"Grap",0,0.775421452181581,0.393,0.115,0,0,"Grap",NA
"Gm30211",0,0.772364388231212,0.228,0.001,0,0,"Gm30211",NA
"H2-DMa",0,0.760239814050364,0.807,0.462,0,0,"H2-DMa","CM"
"Serp1",0,0.753476591156216,0.817,0.614,0,0,"Serp1",NA
"Serinc3",0,0.749560912918104,0.854,0.662,0,0,"Serinc3",NA
"Cnn3",0,0.69252774326169,0.243,0.017,0,0,"Cnn3",NA
"Rpl18a",0,0.661148043355408,1,0.992,0,0,"Rpl18a",NA
"Trim7",0,0.657047142356003,0.221,0.02,0,0,"Trim7",NA
"H3f3a",0,0.652768163574249,0.995,0.955,0,0,"H3f3a",NA
"Rps19",0,0.605039701821328,1,0.96,0,0,"Rps19",NA
"Rps20",0,0.60047181707762,1,0.919,0,0,"Rps20",NA
"Rpl4",0,0.588999359779161,0.997,0.899,0,0,"Rpl4","CM"
"Rpl21",0,0.586613527072886,1,0.969,0,0,"Rpl21","CM"
"Shisa5",0,0.571387030312002,0.927,0.825,0,0,"Shisa5",NA
"Blk",0,0.568855881249809,0.213,0.015,0,0,"Blk",NA
"Rps24",0,0.548383430527493,1,0.971,0,0,"Rps24",NA
"Rps15a",0,0.545458490296494,1,0.949,0,0,"Rps15a","CM"
"Cr2",0,0.544986001754274,0.167,0.003,0,0,"Cr2","CM"
"Rpl13",0,0.539418991843963,1,0.974,0,0,"Rpl13",NA
"Rps15",0,0.524599127010474,1,0.965,0,0,"Rps15",NA
"Uba52",0,0.522155722366306,0.993,0.902,0,0,"Uba52",NA
"Rps7",0,0.516225940590089,1,0.95,0,0,"Rps7",NA
"Fau",0,0.51223129461952,1,0.999,0,0,"Fau",NA
"Rps5",0,0.508063776663178,1,0.956,0,0,"Rps5",NA
"Prr5",0,0.506320725024392,0.177,0.009,0,0,"Prr5",NA
"Rpl17",0,0.499270293900982,1,0.982,0,0,"Rpl17","CM"
"Cxcr5",0,0.482875826844719,0.161,0.007,0,0,"Cxcr5","CM"
"Rpl8",0,0.480227776537965,1,0.967,0,0,"Rpl8",NA
"Rasgrp3",0,0.473456588323218,0.152,0.009,0,0,"Rasgrp3",NA
"Rpl27a",0,0.470440949439379,1,0.973,0,0,"Rpl27a","CM"
"Rps13",0,0.469112399819795,1,0.972,0,0,"Rps13",NA
"Rps4x",0,0.448949149962967,1,0.931,0,0,"Rps4x",NA
"Rpl10a",0,0.446858155104274,0.996,0.88,0,0,"Rpl10a",NA
"Bfsp2",0,0.446570607326376,0.151,0.004,0,0,"Bfsp2",NA
"Rpl26",0,0.444086522778858,1,0.968,0,0,"Rpl26",NA
"Rpl34",0,0.438763152842623,1,0.977,0,0,"Rpl34","CM"
"Rps25",0,0.434974830593364,1,0.982,0,0,"Rps25",NA
"Rpl7",0,0.43218822135969,0.998,0.93,0,0,"Rpl7",NA
"Rpl12",0,0.427304863226899,0.997,0.881,0,0,"Rpl12",NA
"Rpl9",0,0.421803171642325,1,0.979,0,0,"Rpl9","CM"
"Rpl30",0,0.411599042444357,0.998,0.949,0,0,"Rpl30",NA
"Rps21",0,0.411373651905402,0.998,0.967,0,0,"Rps21",NA
"Rps3",0,0.368549072000957,1,0.979,0,0,"Rps3",NA
"Rps16",0,0.36769698673371,1,0.99,0,0,"Rps16",NA
"Rps29",0,0.350128902548001,1,0.997,0,0,"Rps29",NA
"Itm2b",0,-0.66120445875206,0.751,0.937,0,0,"Itm2b","Sec"
"Tmsb4x",0,-0.67887337164506,1,1,0,0,"Tmsb4x",NA
"Actb",0,-0.68683410250132,0.997,0.999,0,0,"Actb",NA
"Sem1",0,-0.712119322143716,0.614,0.87,0,0,"Sem1",NA
"Gapdh",0,-0.738663620833433,0.673,0.891,0,0,"Gapdh","CM"
"Myl6",0,-0.752559646238162,0.756,0.964,0,0,"Myl6",NA
"Atp1b3",0,-0.75267266155238,0.14,0.595,0,0,"Atp1b3","CM"
"Vsir",0,-0.767163951758923,0.045,0.461,0,0,"Vsir",NA
"Csf2ra",0,-0.861127875654449,0.043,0.46,0,0,"Csf2ra","CM"
"Efhd2",0,-0.872719124300273,0.103,0.556,0,0,"Efhd2",NA
"Mrpl33",0,-0.901699945844492,0.31,0.762,0,0,"Mrpl33",NA
"Cd300c2",0,-0.924503479600701,0.04,0.455,0,0,"Cd300c2",NA
"Rgs10",0,-0.928196807532056,0.052,0.491,0,0,"Rgs10",NA
"Actg1",0,-0.959414357370406,0.873,0.975,0,0,"Actg1",NA
"Itgb2",0,-0.973062888066201,0.13,0.621,0,0,"Itgb2","CM"
"App",0,-0.983212964344723,0.027,0.455,0,0,"App",NA
"Npc2",0,-0.986715733488086,0.389,0.798,0,0,"Npc2",NA
"Lilr4b",0,-1.00231937810551,0.065,0.488,0,0,"Lilr4b",NA
"Gpx1",0,-1.00683470101198,0.532,0.788,0,0,"Gpx1",NA
"Emb",0,-1.02110693940204,0.09,0.585,0,0,"Emb","CM"
"Prdx5",0,-1.03613346635883,0.338,0.731,0,0,"Prdx5",NA
"Fyb",0,-1.07224250906072,0.017,0.465,0,0,"Fyb",NA
"Anxa1",0,-1.07616476936789,0.095,0.516,0,0,"Anxa1",NA
"Atox1",0,-1.10425842046931,0.322,0.762,0,0,"Atox1",NA
"Mcemp1",0,-1.11923557964125,0.056,0.47,0,0,"Mcemp1",NA
"Rnf149",0,-1.11982772119179,0.07,0.524,0,0,"Rnf149",NA
"Fcgr3",0,-1.12499595981072,0.042,0.491,0,0,"Fcgr3",NA
"Plin2",0,-1.14295647125996,0.068,0.502,0,0,"Plin2",NA
"Vim",0,-1.15458440721422,0.46,0.789,0,0,"Vim",NA
"Pim1",0,-1.24034251482303,0.276,0.728,0,0,"Pim1",NA
"Selplg",0,-1.24379973512619,0.165,0.796,0,0,"Selplg",NA
"Mpeg1",0,-1.24781522921972,0.063,0.477,0,0,"Mpeg1",NA
"Txn1",0,-1.31618237037019,0.426,0.833,0,0,"Txn1",NA
"Grn",0,-1.31664102932607,0.16,0.557,0,0,"Grn","CM"
"Cd44",0,-1.33418948666693,0.158,0.635,0,0,"Cd44","CM"
"Tgfbi",0,-1.48065991886941,0.096,0.548,0,0,"Tgfbi",NA
"Id2",0,-1.48838056213042,0.14,0.665,0,0,"Id2","TF"
"Tnfaip2",0,-1.49790151540027,0.041,0.485,0,0,"Tnfaip2",NA
"Ftl1",0,-1.51756814799349,0.981,0.992,0,0,"Ftl1",NA
"Ctsb",0,-1.55082811017371,0.304,0.683,0,0,"Ctsb","CM"
"S100a11",0,-1.56664160133505,0.545,0.845,0,0,"S100a11",NA
"Fxyd5",0,-1.62019102004529,0.406,0.956,0,0,"Fxyd5",NA
"S100a6",0,-1.64177023947271,0.311,0.72,0,0,"S100a6",NA
"Msrb1",0,-1.65085897048381,0.266,0.711,0,0,"Msrb1",NA
"Alox5ap",0,-1.69718963898383,0.125,0.643,0,0,"Alox5ap",NA
"Anxa2",0,-1.69965764250547,0.148,0.721,0,0,"Anxa2","CM"
"Lgals1",0,-1.71633575871856,0.24,0.718,0,0,"Lgals1",NA
"Cebpb",0,-1.81712934854577,0.417,0.762,0,0,"Cebpb","TF"
"Lgals3",0,-1.88201048702923,0.295,0.721,0,0,"Lgals3",NA
"Ctsd",0,-1.97331802088042,0.394,0.829,0,0,"Ctsd","CM"
"Cd9",0,-2.0119217811353,0.22,0.711,0,0,"Cd9",NA
"Ccl6",0,-2.08710120894107,0.355,0.737,0,0,"Ccl6",NA
"Tyrobp",0,-2.10535713039423,0.499,0.852,0,0,"Tyrobp",NA
"Fcer1g",0,-2.1996251845715,0.295,0.806,0,0,"Fcer1g",NA
"Lyz2",0,-2.36911749018191,0.815,0.933,0,0,"Lyz2","Sec"
"Gsr",5.89669071495748e-308,-1.1164790421643,0.046,0.453,7.22167711860842e-304,0,"Gsr",NA
"Chchd10",2.99238092034476e-307,1.01890502748216,0.466,0.193,3.66476891314622e-303,0,"Chchd10",NA
"Rpl13a",8.57729528546377e-306,0.503064458852777,0.975,0.842,1.05046135361075e-301,0,"Rpl13a",NA
"Rps3a1",3.33646352305174e-305,0.378554747084841,1,0.964,4.08616687668147e-301,0,"Rps3a1",NA
"Cstb",1.28472261464409e-304,-1.22701884535611,0.285,0.658,1.57339978615461e-300,0,"Cstb",NA
"Ifitm2",4.18411208471409e-303,-1.63378304523124,0.204,0.618,5.12428207014935e-299,0,"Ifitm2",NA
"Sirpa",1.97495295976251e-302,-0.920812669749379,0.052,0.454,2.41872488982114e-298,0,"Sirpa","CM"
"Rpl23a",4.27849565339021e-302,0.381869448989117,1,0.979,5.23987362670699e-298,0,"Rpl23a",NA
"Rps6",1.2925870140736e-301,0.40451436926889,0.999,0.956,1.58303131613594e-297,0,"Rps6",NA
"Rpl19",2.12621507954788e-300,0.386035943866763,1,0.962,2.60397560792229e-296,0,"Rpl19",NA
"Mt1",9.56539390691757e-300,-1.64961062855338,0.14,0.531,1.17147379178019e-295,0,"Mt1",NA
"Rpl39",1.9395426177315e-299,0.381577750709165,1,0.964,2.37535784393577e-295,0,"Rpl39",NA
"Rps26",1.25612247341985e-295,0.400545133153486,0.998,0.947,1.53837319319728e-291,0,"Rps26",NA
"Gm11808",2.50240930281282e-295,0.497625530397134,0.963,0.863,3.06470067315486e-291,0,"Gm11808",NA
"Ramp1",3.1769002605454e-295,-0.8303396556018,0.026,0.418,3.89074974908995e-291,0,"Ramp1",NA
"Cd68",4.899817877231e-294,-1.03322281509836,0.058,0.453,6.0008069542448e-290,0,"Cd68",NA
"Ptms",8.47349536461059e-294,-0.931435577320115,0.102,0.505,1.03774897730386e-289,0,"Ptms",NA
"Cd72",1.14427769473306e-293,0.786745936626078,0.347,0.095,1.40139689273958e-289,0,"Cd72","CM"
"Rps10",2.25889691582803e-293,0.367226006793755,0.999,0.978,2.76647105281458e-289,0,"Rps10",NA
"Ftl1-ps1",1.06577480203756e-292,-1.01496924765705,0.289,0.666,1.3052544000554e-288,0,"Ftl1-ps1",NA
"Tspo",1.57723124163157e-292,-0.746919608982225,0.457,0.797,1.93163510162619e-288,0,"Tspo",NA
"Gda",1.88233562734895e-292,-0.893616087129323,0.029,0.417,2.30529644281426e-288,0,"Gda",NA
"Rps28",7.05141321496733e-292,0.34402652327359,1,0.968,8.63586576437048e-288,0,"Rps28",NA
"Ucp2",1.53948508398362e-291,-0.873340765300292,0.553,0.818,1.88540738235474e-287,0,"Ucp2",NA
"Dusp1",1.75116315344294e-291,-1.35720363684706,0.409,0.771,2.14464951402156e-287,0,"Dusp1",NA
"AC125149.3",9.16630107073386e-291,0.450321114003147,0.147,0.01,1.12259689213278e-286,0,"AC125149.3",NA
"Hpcal1",2.4157524634385e-289,-0.657610373200023,0.044,0.446,2.95857204197313e-285,0,"Hpcal1",NA
"Dstn",1.73686229266251e-287,-0.908286846208314,0.082,0.484,2.12713524982378e-283,0,"Dstn",NA
"Creg1",2.12167139066983e-287,-0.943845813126839,0.085,0.485,2.59841095215334e-283,0,"Creg1",NA
"Rpl23",5.38822454124319e-287,0.339479289877373,1,0.983,6.59895859566053e-283,0,"Rpl23",NA
"Clec4n",5.54136367680275e-287,-1.35440080075371,0.085,0.468,6.78650809498033e-283,0,"Clec4n",NA
"Rps18",2.08033147060739e-286,0.374219211858307,1,0.939,2.54778195205287e-282,0,"Rps18",NA
"H2afz",4.63324189370093e-286,-0.918566480394782,0.465,0.806,5.67433134721553e-282,0,"H2afz",NA
"Anxa5",7.00295147512766e-286,-0.922632582760935,0.148,0.546,8.57651467158885e-282,0,"Anxa5",NA
"Gimap1",1.29452294553464e-285,0.682225518019914,0.574,0.241,1.58540225139628e-281,0,"Gimap1",NA
"Rps27l",9.76631426121876e-285,-0.918313055725704,0.242,0.622,1.19608050757146e-280,0,"Rps27l",NA
"Cd83",1.97785347604254e-282,0.99266748928934,0.415,0.148,2.4222771521093e-278,0,"Cd83",NA
"Trf",2.00500927868392e-282,-1.03643303176899,0.04,0.42,2.4555348636042e-278,0,"Trf","Sec"
"Cd22",1.74246796017805e-281,0.717770134877685,0.29,0.069,2.13400051083006e-277,0,"Cd22","CM"
"Rpl6",2.54231330617931e-281,0.367318207424331,0.999,0.957,3.11357110607779e-277,0,"Rpl6",NA
"Serf2",3.60756741812333e-281,-0.522761179467131,0.843,0.956,4.41818781697564e-277,0,"Serf2",NA
"Sdcbp",6.61816233267593e-279,-0.81900234079384,0.271,0.662,8.10526340882821e-275,0,"Sdcbp",NA
"Pxdc1",1.81888282378751e-278,0.583841455258953,0.201,0.027,2.22758579429256e-274,0,"Pxdc1",NA
"Rpl18",9.97813356427005e-278,0.379847340038073,0.998,0.959,1.22202201761615e-273,0,"Rpl18","CM"
"C5ar1",1.19360865425526e-277,-1.11914374278421,0.031,0.405,1.46181251886642e-273,0,"C5ar1",NA
"Trp53i11",7.66397468952239e-276,0.619808881203325,0.263,0.054,9.38606980225807e-272,0,"Trp53i11",NA
"Bend5",9.67403268934714e-276,0.379633632045944,0.124,0.005,1.18477878346434e-271,0,"Bend5",NA
"Rpl35a",1.68417534023316e-274,0.318728152699934,1,0.983,2.06260953918355e-270,0,"Rpl35a","CM"
"Ahnak",4.55538759032415e-274,-0.823381483772558,0.096,0.491,5.57898318186999e-270,0,"Ahnak",NA
"Tagln2",1.34913112473566e-272,-0.754201848586469,0.305,0.709,1.65228088846376e-268,0,"Tagln2",NA
"Cyba",2.647682110756e-272,-0.768789254168877,0.819,0.912,3.24261628104287e-268,0,"Cyba",NA
"Gng5",1.76322023545668e-271,-0.615269537123796,0.585,0.857,2.1594158223638e-267,0,"Gng5",NA
"Dbi",1.68138046578953e-270,-0.978471784206347,0.233,0.601,2.05918665645244e-266,0,"Dbi",NA
"Zyx",5.00177005978867e-270,-0.750215501163169,0.095,0.499,6.12566779222319e-266,0,"Zyx",NA
"Hs3st1",3.46993674196286e-269,0.384705677070974,0.112,0.003,4.24963152788191e-265,0,"Hs3st1",NA
"Eef1g",2.12209872609796e-267,0.54540092259486,0.897,0.748,2.59893430985217e-263,0,"Eef1g",NA
"Arpc1b",4.05372109742496e-267,-0.562844519903102,0.743,0.923,4.96459222801635e-263,0,"Arpc1b",NA
"Rpl36a",2.71174510487138e-266,0.386772072085527,0.996,0.885,3.32107422993598e-262,0,"Rpl36a",NA
"Ciita",1.86244317529409e-265,0.71741329421219,0.317,0.087,2.28093415678267e-261,0,"Ciita",NA
"Hcst",2.32705350011603e-264,-0.846465266911704,0.225,0.637,2.8499424215921e-260,0,"Hcst",NA
"Lmo2",1.18709338685372e-263,0.851728151977312,0.376,0.134,1.45383327087975e-259,0,"Lmo2",NA
"Pold4",4.92084062494607e-263,0.874004311717238,0.609,0.399,6.02655351337145e-259,0,"Pold4",NA
"Lrp1",1.40377593093239e-261,-0.817568251593622,0.019,0.373,1.71920438261289e-257,0,"Lrp1","CM"
"Rpl32",2.02801770396486e-260,0.355361382999904,1,0.959,2.48371328204576e-256,0,"Rpl32","CM"
"Itm2c",3.01115756173003e-260,-0.657405815002684,0.039,0.401,3.68776466585076e-256,0,"Itm2c",NA
"Slc15a3",4.88079513725088e-260,-0.812868181594189,0.049,0.419,5.97750980459115e-256,0,"Slc15a3",NA
"Rps8",4.12267668983201e-259,0.320103545185837,1,0.967,5.04904214203726e-255,0,"Rps8","CM"
"Cd38",5.65162277906254e-258,0.603218727793405,0.242,0.049,6.9215424175179e-254,0,"Cd38","CM"
"Saraf",1.8719264919054e-257,-0.7238960563995,0.085,0.471,2.29254837463654e-253,0,"Saraf",NA
"Stap1",2.21023917677208e-257,0.797520304069885,0.368,0.123,2.70687991979277e-253,0,"Stap1",NA
"Rpl3",3.29428265187406e-257,0.401763471895642,0.997,0.876,4.03450796375016e-253,0,"Rpl3","CM"
"Eef1a1",5.69149680330559e-257,0.350325176693359,1,0.974,6.97037613500836e-253,0,"Eef1a1",NA
"Csf2rb",5.72582988392269e-256,-0.737742580602433,0.052,0.416,7.01242385884012e-252,0,"Csf2rb",NA
"Cd14",3.24347530139704e-255,-1.61758884761321,0.071,0.436,3.97228420162095e-251,0,"Cd14","CM"
"Pxk",5.87174268801686e-254,0.76916560507736,0.363,0.125,7.19112327001425e-250,0,"Pxk",NA
"Psap",1.10643915343748e-253,-1.53025616992508,0.617,0.808,1.35505603121488e-249,0,"Psap","CM"
"Ccr1",1.31386970627437e-253,-1.06861000981321,0.052,0.413,1.60909622927422e-249,0,"Ccr1",NA
"Cst3",6.31228665540562e-253,-1.43330871604248,0.699,0.847,7.73065746687526e-249,0,"Cst3","Sec"
"S100a13",1.60386267778355e-252,-0.672525769084319,0.223,0.629,1.96425062148152e-248,0,"S100a13",NA
"Rpl14",1.83624731900603e-251,0.372885199496742,0.999,0.92,2.24885209158669e-247,0,"Rpl14",NA
"Ddx5",1.99834341089619e-251,0.474688069890951,0.964,0.945,2.44737117532456e-247,0,"Ddx5",NA
"Pkm",8.09515416101162e-251,-0.70626166495355,0.396,0.759,9.91413530099093e-247,0,"Pkm",NA
"Cd300lf",1.03175784612768e-250,-0.79232304550408,0.056,0.417,1.26359383415256e-246,0,"Cd300lf",NA
"S100a4",1.11465739481995e-250,-1.69285888790846,0.179,0.517,1.36512091143599e-246,0,"S100a4",NA
"Cd302",2.47314974612737e-250,-0.802932783042004,0.02,0.364,3.02886649408219e-246,0,"Cd302","CM"
"Actn1",9.80445297803248e-250,-0.661357085471829,0.027,0.376,1.20075135621964e-245,0,"Actn1",NA
"Rpl11",1.11718799805382e-249,0.341582308120237,0.999,0.964,1.36822014121652e-245,0,"Rpl11",NA
"Ccr7",3.19934420759144e-249,0.706752525459602,0.468,0.181,3.91823685103723e-245,0,"Ccr7","CM"
"Bcl2a1a",1.16556920301129e-248,-0.940454090039591,0.022,0.366,1.42747260292793e-244,0,"Bcl2a1a",NA
"Bcl2a1b",2.27571606194821e-248,-1.10439473393068,0.165,0.536,2.78706946106798e-244,0,"Bcl2a1b",NA
"Fam43a",1.12385431063243e-246,0.531077016217199,0.176,0.024,1.37638437423153e-242,0,"Fam43a",NA
"Rpl36",2.17462997417124e-246,0.338240804520478,1,0.953,2.66326932936752e-242,0,"Rpl36",NA
"Pilra",8.72860522471928e-246,-0.827055539715846,0.032,0.378,1.06899228187137e-241,0,"Pilra",NA
"Sirpb1c",1.78861270231328e-245,-0.805026207253529,0.017,0.354,2.19051397652307e-241,0,"Sirpb1c",NA
"Fam105a",1.76426088730391e-244,-0.59149959340831,0.039,0.392,2.1606903086811e-240,0,"Fam105a",NA
"Cd63",2.41254839355299e-244,-1.44492705926262,0.118,0.459,2.95464801758435e-240,0,"Cd63","CM"
"Laptm5",2.45597774690479e-244,-0.699109831132063,0.604,0.864,3.0078359466343e-240,0,"Laptm5",NA
"Rpl35",3.446730556968e-244,0.383657078397145,0.997,0.897,4.2212109131187e-240,0,"Rpl35","CM"
"Metrnl",7.74889601939343e-244,-0.697991300016784,0.032,0.378,9.49007295495113e-240,0,"Metrnl","Sec"
"Spi1",1.7792818360637e-243,-0.882102416975456,0.271,0.615,2.17908646462721e-239,0,"Spi1","TF"
"Leprotl1",1.98326479754932e-241,-0.591789999523355,0.079,0.455,2.42890439755865e-237,0,"Leprotl1",NA
"Axl",9.20600304556517e-241,-0.87118992708208,0.029,0.365,1.12745919299037e-236,0,"Axl","CM"
"Plek",5.13156023451326e-240,-0.815216050428043,0.14,0.515,6.28462181920839e-236,0,"Plek","TF"
"Lpl",8.76744400082265e-240,-1.87727110499138,0.083,0.416,1.07374886678075e-235,0,"Lpl","CM"
"Rpl31",9.41907197089682e-240,0.353204237859077,0.997,0.937,1.15355374427573e-235,0,"Rpl31",NA
"Serpinb1a",9.89836057045592e-240,0.795878031693442,0.392,0.146,1.21225221906374e-235,0,"Serpinb1a",NA
"Aprt",2.84909722333879e-237,-0.811354209505147,0.214,0.573,3.48928936942301e-233,0,"Aprt",NA
"Cnp",4.00022667845492e-237,0.735659338617885,0.447,0.198,4.89907761310374e-233,0,"Cnp",NA
"Eif3f",4.08618899580959e-237,0.482224952947115,0.905,0.806,5.004355663168e-233,0,"Eif3f",NA
"Arl4c",4.6105446230256e-237,-0.686787127130886,0.025,0.359,5.64653399981945e-233,0,"Arl4c",NA
"Lmna",4.72404151511849e-237,-0.971949515982401,0.054,0.395,5.78553364356562e-233,0,"Lmna",NA
"Rpl27",5.25692996391831e-236,0.331075981258778,0.999,0.963,6.43816212681076e-232,0,"Rpl27",NA
"Tlr2",8.25854222752079e-236,-0.768724890207904,0.038,0.376,1.01142366660447e-231,0,"Tlr2","CM"
"Rps14",1.4505347069545e-235,0.305040491142553,1,0.989,1.77646985560717e-231,0,"Rps14",NA
"Clec4a2",1.46263038462238e-234,-0.731941982851163,0.027,0.36,1.79128343204703e-230,0,"Clec4a2",NA
"Uqcrq",4.50311319193192e-234,-0.603873760546079,0.398,0.746,5.51496272615903e-230,0,"Uqcrq",NA
"Sgk1",6.87753254433058e-234,-1.00369907895529,0.078,0.422,8.42291410704166e-230,0,"Sgk1",NA
"Chmp4b",9.25599134745417e-234,-0.596444339692142,0.284,0.684,1.13358126032271e-229,0,"Chmp4b",NA
"Wfdc17",3.91718183989777e-233,-1.67339619862057,0.262,0.576,4.7973725993228e-229,0,"Wfdc17",NA
"Fabp5",4.61912655610725e-233,-1.51900656240699,0.113,0.461,5.65704429326455e-229,0,"Fabp5",NA
"Chst3",1.56467111403354e-231,0.332696833818086,0.103,0.004,1.91625271335687e-227,0,"Chst3",NA
"Sept9",6.43720457001834e-231,-0.667307437985903,0.066,0.417,7.88364443690146e-227,0,"Sept9",NA
"Bcl2a1d",3.15132661521911e-230,-0.909009396183016,0.073,0.419,3.85942970565884e-226,0,"Bcl2a1d",NA
"Pgd",1.5924288122204e-228,-0.651257434555809,0.092,0.452,1.95024756632633e-224,0,"Pgd",NA
"Klf2",7.69866533989311e-228,0.703179427979482,0.846,0.632,9.42855544176709e-224,0,"Klf2","TF"
"Rbm39",1.02683367980449e-227,0.489268395269865,0.93,0.897,1.25756320765656e-223,0,"Rbm39",NA
"Cdkn1a",2.72128844111881e-226,-1.03574262890253,0.037,0.365,3.33276195383821e-222,0,"Cdkn1a",NA
"Btla",4.73290557174473e-225,0.583239052686866,0.223,0.047,5.79638945371577e-221,0,"Btla","CM"
"Ear2",9.40500569320159e-225,-1.90094111729253,0.09,0.416,1.1518310472464e-220,0,"Ear2",NA
"Rps23",9.655273382153e-225,0.28842377396881,1,0.987,1.18248133111228e-220,0,"Rps23","CM"
"Pld3",2.09446333839894e-224,-0.89943190064224,0.117,0.46,2.56508925053718e-220,0,"Pld3","CM"
"Trbc2",5.19352801652388e-224,-1.62462168510878,0.035,0.347,6.36051376183679e-220,0,"Trbc2",NA
"Mgst1",7.21603486826225e-224,-0.860029240250218,0.06,0.392,8.83747790316077e-220,0,"Mgst1",NA
"Rpl37",1.73273785990942e-223,0.288616295926342,1,0.992,2.12208405703106e-219,0,"Rpl37",NA
"Timp2",2.26221500002329e-223,-0.759940923534523,0.039,0.365,2.77053471052852e-219,0,"Timp2",NA
"Csf1r",2.67734135255946e-222,-0.71135186334619,0.034,0.359,3.27893995447957e-218,0,"Csf1r","CM"
