"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Itgax",3.21226906218866e-222,-0.725325785307467,0.02,0.335,3.93406592046245e-218,0,"Itgax","CM"
"Selenop",1.67897495737388e-221,-0.775557673583347,0.077,0.421,2.05624063029579e-217,0,"Selenop","Sec"
"S100a1",2.16586177121532e-221,-0.774368089946516,0.032,0.351,2.6525309112074e-217,0,"S100a1",NA
"Bst1",4.0166446633632e-221,-0.634475016663446,0.018,0.333,4.91918471922092e-217,0,"Bst1","CM"
"Cxcr4",4.98141505076371e-221,0.814158262585493,0.578,0.34,6.10073901267032e-217,0,"Cxcr4",NA
"Swap70",5.42156205947937e-221,0.748865738221717,0.325,0.111,6.63978705424439e-217,0,"Swap70",NA
"Ldha",5.16705672597759e-220,-0.607294989858803,0.348,0.717,6.32809437230476e-216,0,"Ldha",NA
"Rpl37a",1.35464329314683e-218,0.284451831115939,1,0.994,1.65903164111692e-214,0,"Rpl37a",NA
"Myo1f",1.81454862470218e-218,-0.544810340571618,0.019,0.332,2.22227770067276e-214,0,"Myo1f",NA
"Ctsl",3.38026355588504e-218,-1.1285222291773,0.089,0.425,4.13980877689241e-214,0,"Ctsl",NA
"Hk2",6.25766939627825e-218,-0.887146078207852,0.03,0.345,7.66376770962197e-214,0,"Hk2",NA
"Dab2",5.57052767517451e-217,-0.741487676224369,0.027,0.339,6.82222524378622e-213,0,"Dab2",NA
"Taldo1",7.56602004471511e-217,-0.767641963974137,0.445,0.752,9.2661047487626e-213,0,"Taldo1",NA
"Furin",1.39015704264106e-215,-0.662940517320542,0.058,0.39,1.70252533012251e-211,0,"Furin",NA
"Arrb2",3.91244376206708e-215,-0.527923341631994,0.064,0.407,4.79156987540356e-211,0,"Arrb2",NA
"Ctsa",2.92319436555329e-214,-0.734003241291265,0.173,0.522,3.58003613949312e-210,0,"Ctsa","CM"
"Ptpre",3.31626746253665e-214,-0.605385562633798,0.06,0.394,4.06143276136864e-210,0,"Ptpre",NA
"Gsto1",1.45461490995614e-213,-0.571441014227696,0.048,0.373,1.78146688022329e-209,0,"Gsto1",NA
"Fos",5.80785076554788e-213,-0.925711052912986,0.483,0.792,7.11287483256649e-209,0,"Fos","TF"
"Snx10",2.98169084787242e-212,-0.566361146181523,0.03,0.344,3.65167678138935e-208,0,"Snx10",NA
"Tnfrsf1a",6.87470443859012e-212,-0.573001166323672,0.022,0.329,8.41945052594132e-208,0,"Tnfrsf1a",NA
"Slc6a6",1.07893201272571e-210,-0.643278308421967,0.105,0.451,1.32136803598518e-206,0,"Slc6a6","CM"
"Il1rn",1.91900218719093e-210,-0.925176578287618,0.044,0.359,2.35020197865274e-206,0,"Il1rn","Sec"
"Fosl2",6.32230211525324e-210,-0.626987673047944,0.035,0.349,7.74292340055064e-206,0,"Fosl2","TF"
"Wfdc21",1.4832935549652e-209,-1.58959661854639,0.084,0.395,1.81658961676588e-205,0,"Wfdc21",NA
"Pygl",2.68926429834129e-209,-0.643305095099124,0.021,0.325,3.29354198617857e-205,0,"Pygl",NA
"Cebpa",5.9091897956987e-209,-0.591717757867818,0.011,0.306,7.2369847427922e-205,0,"Cebpa","TF"
"Pirb",5.97553610394691e-209,-0.611829998173197,0.068,0.398,7.31823906650379e-205,0,"Pirb",NA
"Lst1",7.27953813764666e-209,-1.19456179105837,0.104,0.437,8.91525035717586e-205,0,"Lst1",NA
"Cox6b1",1.13513166123698e-208,-0.522458386283433,0.629,0.854,1.39019574551692e-204,0,"Cox6b1",NA
"Rpl5",3.66392461108007e-208,0.323038894394627,0.981,0.892,4.48720847118977e-204,0,"Rpl5",NA
"Ly6a",1.17361564761949e-207,0.727723071744982,0.425,0.176,1.4373270836396e-203,0,"Ly6a",NA
"Tmem256",2.04420530245619e-207,-0.683154187788765,0.172,0.511,2.50353823391809e-203,0,"Tmem256",NA
"Hvcn1",4.2555196862088e-207,0.795926893819422,0.516,0.294,5.21173495969991e-203,0,"Hvcn1",NA
"Akr1a1",7.57111098442496e-207,-0.712834145254266,0.33,0.646,9.27233962262525e-203,0,"Akr1a1",NA
"Mapk3",1.08816144677416e-206,-0.606888684926558,0.096,0.44,1.33267132386432e-202,0,"Mapk3",NA
"Rpl29",4.39954290858569e-206,0.34702743838534,0.99,0.925,5.3881202001449e-202,0,"Rpl29",NA
"Rplp2",1.0825604102189e-205,0.25351893606789,1,0.987,1.32581173439509e-201,0,"Rplp2","CM"
"Stk17b",2.90630623049604e-204,0.658494541187515,0.726,0.562,3.5593532404885e-200,0,"Stk17b",NA
"Naaa",1.86926093763192e-203,-0.72112457648791,0.071,0.391,2.28928387031781e-199,0,"Naaa",NA
"Rac1",8.1396672148809e-203,-0.544878063108147,0.409,0.748,9.96865043806464e-199,0,"Rac1",NA
"Xbp1",1.21473600575811e-202,-0.561441057133838,0.089,0.431,1.48768718625196e-198,0,"Xbp1","TF"
"Lamp1",2.60560248657133e-202,-0.772166578361491,0.299,0.606,3.19108136530391e-198,0,"Lamp1","CM"
"Tmem243",4.56349799971395e-202,0.720503291286681,0.439,0.214,5.58891600024967e-198,0,"Tmem243",NA
"Myl12a",8.75704746016823e-202,-0.501147647010507,0.542,0.852,1.0724756024468e-197,0,"Myl12a",NA
"Lcp2",4.11062161288645e-201,-0.532363793379362,0.012,0.3,5.03427828930204e-197,0,"Lcp2",NA
"Vamp8",7.6468683274885e-201,-0.583696142103411,0.388,0.713,9.36511964067517e-197,0,"Vamp8",NA
"Hexa",8.21899068115052e-201,-0.667101124611606,0.133,0.469,1.0065797887205e-196,0,"Hexa","CM"
"Glrx",8.33210985616274e-201,-0.604289193582818,0.049,0.362,1.02043349408425e-196,0,"Glrx",NA
"Ets1",8.40902261963699e-201,0.607347664748085,0.547,0.268,1.02985300022694e-196,0,"Ets1","TF"
"Gpx4",1.52918500707631e-200,-0.584314845440095,0.424,0.756,1.87279287816635e-196,0,"Gpx4",NA
"Mrc1",2.74641150093064e-199,-0.814509949512665,0.028,0.321,3.36353016518975e-195,0,"Mrc1","CM"
"Camk1",7.70254807752596e-199,-0.591621464758472,0.017,0.306,9.43331063054604e-195,0,"Camk1",NA
"Picalm",1.33977606407653e-198,-0.554628326352117,0.117,0.465,1.64082374567452e-194,0,"Picalm",NA
"Itgb1",6.61010883688182e-198,-0.547665485948795,0.061,0.375,8.09540029252917e-194,0,"Itgb1","CM"
"Rpsa",7.86518422490891e-198,0.316988863105463,0.998,0.921,9.63249112024595e-194,0,"Rpsa",NA
"Atp5l",1.17067537669565e-196,-0.425472931116223,0.805,0.926,1.43372613383916e-192,0,"Atp5l",NA
"Hebp1",1.46928406966001e-196,-0.894221976985568,0.027,0.315,1.79943220011261e-192,0,"Hebp1",NA
"Ms4a4b",5.12504760235561e-196,-1.25657449731976,0.036,0.322,6.27664579860491e-192,0,"Ms4a4b",NA
"Fth1",5.35643953808394e-196,-1.32412014638936,0.996,0.995,6.5600315022914e-192,0,"Fth1",NA
"Aplp2",1.07662886607905e-195,-0.567174045292297,0.102,0.439,1.31854737228702e-191,0,"Aplp2",NA
"Cd3d",2.93709317444774e-195,-1.20253672481488,0.03,0.313,3.59705801074615e-191,0,"Cd3d","CM"
"Ifngr1",1.01222314011217e-194,-0.67386567198124,0.169,0.524,1.23966967969538e-190,0,"Ifngr1",NA
"H2-Eb2",1.48112994885422e-194,0.357870930948052,0.121,0.012,1.81393984836176e-190,0,"H2-Eb2",NA
"Dhrs3",7.78268998204633e-194,-0.549737309039641,0.015,0.297,9.53146042101214e-190,0,"Dhrs3",NA
"Litaf",9.3558706885579e-194,-0.67982408079626,0.105,0.437,1.14581348322769e-189,0,"Litaf","TF"
"Ptpn12",4.71592521005308e-193,-0.601960984729795,0.033,0.327,5.77559360475201e-189,0,"Ptpn12",NA
"Nfam1",5.22329636584881e-193,-0.555043108448543,0.063,0.377,6.39697105925504e-189,0,"Nfam1",NA
"Neat1",8.21894071012247e-193,-0.688477037508074,0.303,0.657,1.0065736687687e-188,0,"Neat1",NA
"Rpl38",1.62113130447534e-192,0.268689735358198,1,0.977,1.98539950859094e-188,0,"Rpl38",NA
"AA467197",2.21430865484948e-192,-1.12027084011359,0.059,0.356,2.71186380959415e-188,0,"AA467197",NA
"Atp6v1e1",2.32148541999424e-192,-0.586403169983997,0.197,0.55,2.84312319386694e-188,0,"Atp6v1e1",NA
"Cd3g",5.61052066898262e-192,-1.1856779728893,0.014,0.287,6.87120466330302e-188,0,"Cd3g","CM"
"Irf8",6.01768722170904e-192,0.591367407772978,0.555,0.334,7.36986154042706e-188,0,"Irf8","TF"
"Atp1a1",1.62299819278628e-191,-0.526093625545882,0.126,0.473,1.98768588670536e-187,0,"Atp1a1","CM"
"Ifitm3",5.05787432920029e-191,-1.53267769008223,0.091,0.393,6.19437869097159e-187,0,"Ifitm3",NA
"Fgr",7.28653647119393e-191,-0.55150627122759,0.056,0.362,8.9238212162712e-187,0,"Fgr",NA
"Nfe2l2",7.72745525558814e-191,-0.585637251532529,0.09,0.418,9.46381445151879e-187,0,"Nfe2l2","TF"
"Lamp2",1.12610378986885e-189,-0.565830381531114,0.122,0.46,1.37913931145238e-185,0,"Lamp2","CM"
"Ms4a6d",1.63488112364652e-189,-0.636197573999878,0.024,0.307,2.00223891212989e-185,0,"Ms4a6d",NA
"Basp1",2.01131344835173e-189,-0.732071305881308,0.02,0.299,2.46325558019636e-185,0,"Basp1",NA
"Anxa4",1.59895013943551e-188,-0.563766584333818,0.042,0.337,1.95823423576667e-184,0,"Anxa4",NA
"Zeb2",2.8401985419033e-188,-0.688280514711062,0.127,0.453,3.47839115426898e-184,0,"Zeb2","TF"
"Dnajc15",3.81871240681973e-188,-0.50942652177835,0.099,0.429,4.67677708463212e-184,0,"Dnajc15",NA
"F11r",4.90153658634433e-188,-0.53405261981263,0.012,0.285,6.0029118572959e-184,0,"F11r","CM"
"Cops9",3.56374772959319e-187,-0.536060099796971,0.348,0.68,4.36452184443277e-183,0,"Cops9",NA
"Hp",5.60905036795512e-187,-1.36391543369173,0.091,0.394,6.86940398563463e-183,0,"Hp","Sec"
"Cox6c",8.84625009457023e-187,-0.48001291703915,0.654,0.852,1.08340024908202e-182,0,"Cox6c",NA
"Atp6v1g1",1.94241024942732e-186,-0.606056460472493,0.396,0.715,2.37886983247364e-182,0,"Atp6v1g1",NA
"Smpdl3a",2.18283984700394e-186,-0.554742973159855,0.108,0.439,2.67332396062572e-182,0,"Smpdl3a","Sec"
"Asah1",3.6094976704024e-186,-0.511496227684327,0.079,0.396,4.42055179694182e-182,0,"Asah1","CM"
"Tkt",4.77655960519759e-186,-0.582569972002767,0.238,0.583,5.84985254848548e-182,0,"Tkt",NA
"Myadm",1.44423353978711e-185,-0.529448631117588,0.073,0.384,1.76875281617727e-181,0,"Myadm",NA
"Clec4e",2.10602192954468e-185,-1.13634038425605,0.057,0.349,2.57924505711337e-181,0,"Clec4e",NA
"Ms4a6c",2.84111415472219e-185,-0.844574332223449,0.048,0.335,3.47951250528827e-181,0,"Ms4a6c",NA
"Grina",2.27134152983054e-184,-0.751493642301191,0.096,0.412,2.78171197158347e-180,0,"Grina",NA
"Fn1",4.47397998560283e-184,-1.43270861735098,0.125,0.412,5.47928328836778e-180,0,"Fn1","CM"
"Cfl1",2.41952151436912e-183,-0.369054500217783,0.882,0.973,2.96318799864786e-179,0,"Cfl1",NA
"Chil3",2.89961618403284e-183,-2.54973094933202,0.308,0.598,3.55115994058502e-179,0,"Chil3","Sec"
"Ccrl2",1.48564782373286e-182,-1.57012659927288,0.109,0.414,1.81947288972564e-178,0,"Ccrl2",NA
"B3gnt5",1.86995242488283e-182,0.377993748788524,0.124,0.014,2.290130734754e-178,0,"B3gnt5",NA
"Tnfrsf1b",2.6803629966858e-182,-0.501447075443602,0.035,0.32,3.28264056204109e-178,0,"Tnfrsf1b",NA
"Cxxc5",3.13862696720523e-182,0.435094447691199,0.164,0.029,3.84387644673624e-178,0,"Cxxc5",NA
"Rrbp1",5.01336990102278e-182,-0.66308170660366,0.256,0.583,6.1398741177826e-178,0,"Rrbp1",NA
"Znhit1",8.5280831304414e-182,-0.475483564273384,0.088,0.407,1.04443434098516e-177,0,"Znhit1",NA
"Slpi",2.38353689498285e-181,-1.61150487372393,0.168,0.484,2.9191176352855e-177,0,"Slpi",NA
"Sema4a",3.09516038080559e-181,-0.47695565624558,0.017,0.287,3.79064291837261e-177,0,"Sema4a",NA
"Uqcr11",3.16331458585332e-181,-0.56320924967373,0.349,0.667,3.87411137329456e-177,0,"Uqcr11",NA
"F7",4.96759586757634e-181,-0.669094951347515,0.025,0.298,6.08381465902075e-177,0,"F7",NA
"Tcf7l2",3.01435531197008e-180,-0.72940842683464,0.017,0.284,3.69168095056976e-176,0,"Tcf7l2","TF"
"Nabp1",3.9060161757461e-179,-0.574982209398149,0.05,0.341,4.78369801043625e-175,0,"Nabp1",NA
"Rhog",9.39218392911511e-179,-0.519524800542832,0.203,0.565,1.15026076579873e-174,0,"Rhog",NA
"Emilin2",1.26036483649511e-178,-0.537295756980022,0.013,0.276,1.54356881525556e-174,0,"Emilin2","CM"
"Ltc4s",2.21202929325319e-178,-0.831585775511178,0.022,0.288,2.70907227544718e-174,0,"Ltc4s",NA
"Pycard",5.37047623696011e-178,-0.577780384467456,0.209,0.545,6.57722224740505e-174,0,"Pycard",NA
"Cmah",1.34538177362428e-177,0.531390349879335,0.243,0.069,1.64768905815766e-173,0,"Cmah",NA
"Dok2",1.46574596416426e-177,-0.53316448523453,0.013,0.276,1.79509908231197e-173,0,"Dok2",NA
"Cfp",2.31331141284338e-177,-0.614632185706867,0.053,0.339,2.83311248730929e-173,0,"Cfp","Sec"
"Rab8b",1.01045160350394e-176,-0.441276088056377,0.045,0.335,1.23750007881128e-172,0,"Rab8b",NA
"Gabarap",1.15141696411985e-176,-0.521567122592819,0.673,0.846,1.41014035595758e-172,0,"Gabarap",NA
"Ptma",1.30164666670919e-176,0.345021590827573,0.991,0.921,1.59412667271874e-172,0,"Ptma",NA
"Ap3s1",1.54107085657509e-176,-0.429798004719067,0.058,0.355,1.88734947804751e-172,0,"Ap3s1",NA
"Anxa3",2.66513154782616e-176,-0.613017165319074,0.029,0.3,3.2639866066227e-172,0,"Anxa3",NA
"Rps11",6.40348032717555e-175,0.291271586829331,0.999,0.97,7.8423423566919e-171,0,"Rps11",NA
"Nrm",7.53284606961649e-175,0.671442481834295,0.32,0.126,9.22547658145932e-171,0,"Nrm",NA
"Bhlhe40",1.51592361007757e-174,-0.609626944257494,0.093,0.397,1.856551645262e-170,0,"Bhlhe40","TF"
"Cd300a",1.79874792085046e-174,-0.576613767109077,0.016,0.278,2.20292657866556e-170,0,"Cd300a",NA
"Pla2g7",2.33962950559033e-174,-0.938549856948729,0.032,0.299,2.86534425549648e-170,0,"Pla2g7","CM"
"Trem2",7.60433441645435e-174,-0.838594572723754,0.048,0.32,9.31302835983165e-170,0,"Trem2","CM"
"Cd69",8.71961369074846e-174,0.670903365926451,0.396,0.174,1.06789108870596e-169,0,"Cd69","CM"
"P4hb",1.39258305499257e-173,-0.502289242475698,0.11,0.426,1.7054964674494e-169,0,"P4hb",NA
"Cox4i1",1.92546283571628e-173,-0.392305190911596,0.859,0.946,2.35811433490173e-169,0,"Cox4i1",NA
"Socs3",1.36990989948874e-172,-0.706704827829296,0.104,0.409,1.67772865390386e-168,0,"Socs3",NA
"Nop53",8.18137201238392e-172,0.544653308659018,0.731,0.615,1.00197263035666e-167,0,"Nop53",NA
"Cyb5a",3.04376959770328e-171,-0.479418041529119,0.163,0.5,3.72770462630721e-167,0,"Cyb5a",NA
"Ppdpf",1.36927020074549e-170,0.710237364379722,0.519,0.335,1.676945214853e-166,0,"Ppdpf",NA
"Rpl22",1.63252658814016e-170,0.335994410131358,0.978,0.895,1.99935531249526e-166,0,"Rpl22",NA
"Ptp4a1",2.89354732068767e-170,-0.562276357673478,0.154,0.477,3.54372740364618e-166,0,"Ptp4a1",NA
"Ier3",3.71556013622058e-170,-1.33185314198735,0.083,0.368,4.55044649882935e-166,0,"Ier3",NA
"Tnfaip3",5.89690995661377e-170,-0.680156411613883,0.081,0.373,7.22194562386488e-166,0,"Tnfaip3",NA
"Atp6v0e",1.30934385426868e-169,-0.518323083909992,0.437,0.729,1.60355341832286e-165,0,"Atp6v0e",NA
"Sulf2",1.79400047222065e-169,-0.465744441463812,0.008,0.258,2.19711237832863e-165,0,"Sulf2","CM"
"Clec4d",6.89670534955544e-169,-0.90246542687105,0.052,0.327,8.44639504160055e-165,0,"Clec4d",NA
"Slc7a11",1.24227628376096e-168,-1.12688453443184,0.024,0.28,1.52141576472205e-164,0,"Slc7a11",NA
"Comt",2.82489356476386e-168,-0.50322150533044,0.09,0.39,3.45964714876629e-164,0,"Comt",NA
"Tmem14c",5.76104901830416e-168,-0.536916090611341,0.239,0.571,7.0555567327171e-164,0,"Tmem14c",NA
"Abhd12",1.62709673871011e-167,-0.542836636478243,0.084,0.378,1.99270537589827e-163,0,"Abhd12",NA
"Rgs1",1.02081640032273e-166,-0.785470151553549,0.118,0.416,1.25019384547525e-162,0,"Rgs1",NA
"Cndp2",1.15263298800674e-166,-0.465512302376133,0.065,0.352,1.41162962041186e-162,0,"Cndp2",NA
"Tnfrsf13b",1.45287422356577e-166,0.658664560726385,0.313,0.126,1.779335061601e-162,0,"Tnfrsf13b",NA
"Plac8",1.57822125472495e-166,0.426052660391429,0.437,0.199,1.93284757066164e-162,0,"Plac8",NA
"Ms4a6b",2.85657397563526e-166,-0.752218551147789,0.057,0.327,3.4984461479605e-162,0,"Ms4a6b",NA
"Zfp318",4.22479494434951e-166,0.538591998780245,0.191,0.047,5.17410636834484e-162,0,"Zfp318","TF"
"Cox5a",5.11321405901853e-166,-0.555050982995461,0.43,0.697,6.26215325808e-162,0,"Cox5a",NA
"Lat",7.26034258887075e-166,-0.803682325815604,0.013,0.258,8.89174156859e-162,0,"Lat",NA
"Gusb",7.54606130527034e-166,-0.459277111393951,0.07,0.358,9.24166128056458e-162,0,"Gusb","CM"
"Itgal",7.64816104043386e-166,-0.540169692021784,0.083,0.375,9.36670282621935e-162,0,"Itgal","CM"
"Lipa",1.95270381409932e-165,-0.539104616192078,0.042,0.309,2.39147636112744e-161,0,"Lipa",NA
"Rnh1",1.74226009461299e-164,-0.585441829852625,0.178,0.488,2.13374593787252e-160,0,"Rnh1",NA
"Atp6v1b2",2.70192617121297e-164,-0.478525667127534,0.095,0.394,3.30904898188452e-160,0,"Atp6v1b2",NA
"Gimap5",3.77347113768691e-164,0.534421118925034,0.401,0.176,4.62137010232515e-160,0,"Gimap5",NA
"Il7r",4.49572919056047e-164,-0.773825001637773,0.014,0.26,5.50591953967941e-160,0,"Il7r","CM"
"Myof",2.00250771760666e-163,-0.475346106507776,0.011,0.256,2.45247120175288e-159,0,"Myof",NA
"Scarb2",2.24060922853431e-163,-0.43675953730807,0.053,0.33,2.74407412218597e-159,0,"Scarb2","CM"
"Tuba1c",2.6861424783297e-163,-0.53360550014301,0.092,0.387,3.28971869321039e-159,0,"Tuba1c",NA
"Arhgap31",5.04576186654592e-163,-0.4597108923896,0.069,0.36,6.17954455795879e-159,0,"Arhgap31",NA
"Klhdc4",8.41223583865266e-163,-0.610131593166277,0.047,0.312,1.03024652315979e-158,0,"Klhdc4",NA
"Cdk2ap2",1.39524115944504e-161,-0.713616688089308,0.399,0.735,1.70875184797234e-157,0,"Cdk2ap2",NA
"Flna",3.13643154430582e-161,-0.511046366564347,0.196,0.529,3.84118771231133e-157,0,"Flna",NA
"Itpripl2",4.07726286076352e-161,-0.434505059947795,0.007,0.244,4.99342382557708e-157,0,"Itpripl2",NA
"Cd200",4.82123569996405e-161,0.583628868077331,0.241,0.075,5.90456736174597e-157,0,"Cd200","CM"
"Calm1",3.05867920339212e-160,-0.454758612650041,0.836,0.94,3.74596442039433e-156,0,"Calm1",NA
"Cd180",5.02861280406051e-160,0.522543344937191,0.195,0.051,6.1585421011329e-156,0,"Cd180","CM"
"Sdc3",6.4823490553516e-160,-0.474947567194483,0.012,0.253,7.93893288808911e-156,0,"Sdc3",NA
"Rps2",9.6632627966098e-160,0.295815947941681,0.996,0.941,1.1834597947008e-155,0,"Rps2",NA
"Atp6v0d2",8.57731560918173e-159,-0.713625248059976,0.018,0.259,1.05046384265649e-154,0,"Atp6v0d2",NA
"Mast4",2.72993855442831e-158,0.417937766169753,0.154,0.03,3.34335574760835e-154,0,"Mast4",NA
"Rps12",7.2152766495628e-158,0.306806415879197,0.997,0.969,8.83654931271956e-154,0,"Rps12",NA
"Nfkbiz",8.71717787043944e-158,-0.830336922510534,0.112,0.393,1.06759277379272e-153,0,"Nfkbiz",NA
"Lrrfip1",1.26569175052546e-157,-0.456350889169602,0.181,0.514,1.55009268686853e-153,0,"Lrrfip1","TF"
"Cebpd",3.74379292069508e-157,-0.615457968968983,0.018,0.26,4.58502318997527e-153,0,"Cebpd","TF"
"Lgals3bp",5.08881357119487e-157,-0.454827705027638,0.031,0.283,6.23226998064235e-153,0,"Lgals3bp","CM"
"Lmo4",6.77591013871021e-157,-0.640033350836722,0.151,0.456,8.29845714687839e-153,0,"Lmo4",NA
"Atp5j2",1.98312658156057e-156,-0.433507642910217,0.574,0.814,2.42873512443723e-152,0,"Atp5j2",NA
"Trac",2.43250892309117e-156,-0.942807019525035,0.018,0.254,2.97909367810976e-152,0,"Trac",NA
"Tmem108",2.8101665084744e-156,0.441217622604107,0.151,0.029,3.4416109229286e-152,0,"Tmem108","CM"
"Rhoc",4.3127056177789e-156,-0.465448522128464,0.011,0.247,5.28177057009382e-152,0,"Rhoc",NA
"Cxcl2",1.25617040798902e-155,-2.39618061721374,0.472,0.733,1.53843189866415e-151,0,"Cxcl2","Sec"
"Gcnt2",2.03850459197948e-155,-0.480397894115034,0.02,0.261,2.49655657379726e-151,0,"Gcnt2",NA
"Sec61b",2.72706903772503e-155,-0.44872084638652,0.559,0.814,3.33984145050184e-151,0,"Sec61b",NA
"Cd33",2.83953264243422e-155,-0.526728855357365,0.02,0.26,3.47757562718918e-151,0,"Cd33","CM"
"Hacd4",3.20567133482993e-155,-0.430645352422195,0.009,0.241,3.92598568376621e-151,0,"Hacd4",NA
"Arpc5l",1.32930573099234e-154,0.714394384833538,0.482,0.31,1.62800072874632e-150,0,"Arpc5l",NA
"Tgm2",1.36861192226198e-154,-0.523576374473792,0.018,0.257,1.67613902119425e-150,0,"Tgm2",NA
"Atpif1",1.52350860002543e-154,-0.605433223439077,0.285,0.569,1.86584098245114e-150,0,"Atpif1",NA
"Sat1",4.91649116554827e-154,-0.603695518439071,0.453,0.725,6.02122673044696e-150,0,"Sat1",NA
"Glipr1",5.26578919696578e-154,-0.472276103220458,0.059,0.327,6.44901202952399e-150,0,"Glipr1",NA
"Tmbim1",6.70239196839474e-154,-0.416612751002481,0.023,0.267,8.20841944369304e-150,0,"Tmbim1",NA
"Strbp",1.32801194234972e-153,0.514346390354804,0.215,0.062,1.62641622579571e-149,0,"Strbp",NA
"Cirbp",2.777878667833e-153,0.637767395761231,0.53,0.345,3.40206800449507e-149,0,"Cirbp",NA
"Adipor2",4.28387819256676e-153,-0.511635698987057,0.061,0.328,5.24646562243651e-149,0,"Adipor2",NA
"Ccl3",1.22917754408612e-152,-1.43919147186238,0.069,0.329,1.50537373824227e-148,0,"Ccl3","Sec"
"Shtn1",2.24436155691312e-152,-0.378467447341883,0.006,0.233,2.7486695987515e-148,0,"Shtn1",NA
"Itgb5",2.63878345851575e-152,-0.437179723928484,0.01,0.239,3.23171810164424e-148,0,"Itgb5","CM"
"Ccnd2",4.41699289262904e-152,-0.646257288286444,0.117,0.392,5.40949119560278e-148,0,"Ccnd2",NA
"Atf3",5.02670143462479e-152,-0.729606688071764,0.054,0.308,6.15620124698498e-148,0,"Atf3","TF"
"Card19",9.30380740317527e-152,-0.527402219213172,0.118,0.413,1.13943729266687e-147,0,"Card19",NA
"Clec4a3",9.60154782486227e-152,-0.473141927209375,0.014,0.246,1.17590156211088e-147,0,"Clec4a3",NA
"Rbms1",9.73488451853563e-152,-0.439209995972266,0.195,0.527,1.19223130698506e-147,0,"Rbms1",NA
"Nceh1",6.58349889789011e-151,-0.472262420279088,0.033,0.279,8.06281110024601e-147,0,"Nceh1","CM"
"Pfn1",7.90619787232598e-151,-0.315112339734008,0.973,0.994,9.68272053423763e-147,0,"Pfn1",NA
"Atp5h",1.71820900086405e-150,-0.380485328660312,0.658,0.864,2.1042905633582e-146,0,"Atp5h","CM"
"Rab32",2.49572433314366e-150,-0.388556511165554,0.015,0.248,3.05651359080104e-146,0,"Rab32",NA
"Idh1",5.87326434526947e-150,-0.403925776645407,0.017,0.25,7.19298684365152e-146,0,"Idh1",NA
"Pecam1",8.77716367276561e-150,0.525105835201119,0.261,0.091,1.0749392350036e-145,0,"Pecam1","CM"
"Lyl1",9.78361839067844e-150,0.508226716914549,0.24,0.079,1.19819974430639e-145,0,"Lyl1","TF"
"Cd3e",1.5443482569031e-149,-0.776836605473211,0.006,0.228,1.89136331022923e-145,0,"Cd3e",NA
"Osm",2.07587876223859e-149,-1.01658596883226,0.061,0.313,2.5423287201136e-145,0,"Osm",NA
"Cmc1",4.1194703174055e-149,-0.3516666302433,0.059,0.323,5.04511529772652e-145,0,"Cmc1",NA
"Dapk1",5.57385567622886e-149,-0.396489484128732,0.006,0.229,6.82630104667749e-145,0,"Dapk1",NA
"Rinl",1.72381039527349e-148,-0.497763380230736,0.036,0.279,2.11115059109144e-144,0,"Rinl",NA
"Gsn",9.56952272781554e-148,-0.502598428843201,0.11,0.398,1.17197944847557e-143,0,"Gsn",NA
"Pgam1",2.27792611980674e-147,-0.468817392024329,0.148,0.448,2.78977611892732e-143,0,"Pgam1",NA
"Lamb3",3.14303246096899e-147,0.479549249712454,0.206,0.058,3.84927185494872e-143,0,"Lamb3","Sec"
"Fes",6.76301229914024e-147,-0.382437838840265,0.028,0.267,8.28266116275706e-143,0,"Fes",NA
"Sh2d1b1",1.09095853829917e-146,-0.391094046195737,0.01,0.234,1.33609692185499e-142,0,"Sh2d1b1",NA
"Gadd45b",3.24664035740354e-146,-0.908165532174161,0.11,0.384,3.97616044571211e-142,0,"Gadd45b",NA
"Prdx1",6.51463726998964e-146,-0.887686180851637,0.496,0.711,7.97847626455631e-142,0,"Prdx1",NA
"Map7d1",2.30547942565877e-145,-0.363632879334562,0.035,0.279,2.82352065260429e-141,0,"Map7d1",NA
"Adgre1",2.62689858497756e-145,-0.401901674487962,0.012,0.235,3.21716269702202e-141,0,"Adgre1",NA
"Ppt2",3.57486985885468e-145,-0.369880357745026,0.012,0.235,4.37814311613932e-141,0,"Ppt2",NA
"Rnpep",5.44835431051936e-145,-0.364364879696196,0.051,0.307,6.67259952409306e-141,0,"Rnpep",NA
"Dmxl2",1.2806977802039e-144,-0.437460993039941,0.019,0.246,1.56847057141571e-140,0,"Dmxl2",NA
"Irf2bp2",1.97710163375129e-144,-0.441077895416576,0.122,0.413,2.42135637085521e-140,0,"Irf2bp2",NA
"Msr1",3.62724244771157e-144,-0.490948993458606,0.015,0.24,4.44228382571236e-140,0,"Msr1","CM"
"F10",1.02138572157244e-143,-0.508846833120335,0.013,0.234,1.25089109320977e-139,0,"F10",NA
"Pid1",1.11564860613118e-143,-0.414758998255691,0.009,0.228,1.36633484792885e-139,0,"Pid1",NA
"Blvra",1.20231566999415e-143,-0.385968440202831,0.058,0.314,1.47247600104183e-139,0,"Blvra",NA
"Ikzf3",1.44075322789301e-143,0.414126456501795,0.198,0.053,1.76449047820057e-139,0,"Ikzf3","TF"
"Arf5",4.21997171543105e-143,-0.407543518238653,0.427,0.751,5.16819935988841e-139,0,"Arf5",NA
