"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TIMP1.T.NKT",1.47421113114308e-62,-0.805821407469404,0.269,0.55,4.96720698527351e-58,"T.NKT","TIMP1"
"HCK.T.NKT",4.58553060751053e-62,-0.366788528589005,0.139,0.404,1.5450486828946e-57,"T.NKT","HCK"
"RPL27A.T.NKT",6.62741719664167e-62,0.30275720960715,0.956,0.978,2.23304195023644e-57,"T.NKT","RPL27A"
"CALR.T.NKT",1.13443040290888e-61,-0.394074236938795,0.378,0.672,3.82234979956118e-57,"T.NKT","CALR"
"CD14.T.NKT",1.68154835520527e-61,-0.67523239505257,0.091,0.335,5.66580902802862e-57,"T.NKT","CD14"
"TIMP2.T.NKT",2.78312357195684e-61,-0.295836164362216,0.296,0.597,9.37745656335137e-57,"T.NKT","TIMP2"
"LAT.T.NKT",2.80291803424718e-61,0.405793404457682,0.153,0.045,9.44415202459246e-57,"T.NKT","LAT"
"ATP1B3.T.NKT",4.11983611958204e-61,-0.345532481170139,0.36,0.654,1.38813758213197e-56,"T.NKT","ATP1B3"
"PGD.T.NKT",4.47005492139789e-61,-0.283113931312648,0.249,0.539,1.50614030521581e-56,"T.NKT","PGD"
"PIK3IP1.T.NKT",8.33042891893902e-61,0.623141348091633,0.294,0.139,2.80685471994731e-56,"T.NKT","PIK3IP1"
"NCF2.T.NKT",1.41844927751734e-60,-0.287155605089221,0.31,0.619,4.77932299566692e-56,"T.NKT","NCF2"
"ARPC1B.T.NKT",1.43801905427532e-60,-0.321320624080133,0.639,0.86,4.84526140147527e-56,"T.NKT","ARPC1B"
"SNX3.T.NKT",2.71601295378932e-60,-0.335649766345238,0.491,0.757,9.15133404649772e-56,"T.NKT","SNX3"
"CCDC88A.T.NKT",3.19906816921797e-60,-0.275893177251051,0.35,0.671,1.0778940289363e-55,"T.NKT","CCDC88A"
"RPS5.T.NKT",1.39128132859634e-59,0.371775571327658,0.912,0.935,4.68778330857252e-55,"T.NKT","RPS5"
"GAA.T.NKT",2.44006803111809e-59,-0.327502466177794,0.126,0.387,8.22156522404931e-55,"T.NKT","GAA"
"H2AFY.T.NKT",4.98030745553884e-59,-0.309953009774629,0.498,0.795,1.67806479406926e-54,"T.NKT","H2AFY"
"FABP4.T.NKT",6.27294390745911e-59,-0.877575349275446,0.431,0.626,2.11360572017927e-54,"T.NKT","FABP4"
"TMSB4X.T.NKT",6.43442982183601e-59,-0.255109220967198,0.985,0.998,2.16801678416942e-54,"T.NKT","TMSB4X"
"RORA.T.NKT",8.84099298546182e-59,0.42916638823648,0.188,0.066,2.97888417652151e-54,"T.NKT","RORA"
"IFNGR2.T.NKT",9.31554362919476e-59,-0.360463055226571,0.158,0.422,3.13877927042088e-54,"T.NKT","IFNGR2"
"SCPEP1.T.NKT",1.39996847962366e-58,-0.340519598198127,0.196,0.471,4.71705379524397e-54,"T.NKT","SCPEP1"
"YWHAH.T.NKT",1.93759212111428e-58,-0.363921406778221,0.24,0.524,6.52852289288245e-54,"T.NKT","YWHAH"
"LAMP1.T.NKT",1.96692039954474e-58,-0.32953235891836,0.345,0.632,6.62734159422606e-54,"T.NKT","LAMP1"
"ARPC3.T.NKT",2.28774296174979e-58,-0.290927674143069,0.725,0.891,7.70832113531974e-54,"T.NKT","ARPC3"
"RPL10A.T.NKT",2.46585399576936e-58,0.400661165871897,0.91,0.929,8.30844845334527e-54,"T.NKT","RPL10A"
"EEF1D.T.NKT",3.91977513275026e-58,0.409369993703468,0.84,0.843,1.32072903322887e-53,"T.NKT","EEF1D"
"DPYSL2.T.NKT",4.14835907258401e-58,-0.279223475459322,0.216,0.503,1.39774810591646e-53,"T.NKT","DPYSL2"
"ITGAX.T.NKT",6.7841475927129e-58,-0.386224673800221,0.103,0.347,2.28585068988868e-53,"T.NKT","ITGAX"
"CAPNS1.T.NKT",8.05461731131588e-58,-0.326590941287315,0.195,0.469,2.71392275687477e-53,"T.NKT","CAPNS1"
"RPL9.T.NKT",9.90173388463552e-58,0.287050036129854,0.962,0.981,3.33629021508909e-53,"T.NKT","RPL9"
"ALOX5AP.T.NKT",1.14960359457303e-57,-0.451182364158101,0.635,0.794,3.87347435155438e-53,"T.NKT","ALOX5AP"
"TMSB10.T.NKT",4.39223345037469e-57,-0.21680578136625,0.977,0.995,1.47991913876925e-52,"T.NKT","TMSB10"
"RPL5.T.NKT",1.65249926337083e-56,0.355197769775551,0.921,0.949,5.56793101800169e-52,"T.NKT","RPL5"
"ATOX1.T.NKT",2.35150536611264e-56,-0.344211187612949,0.32,0.598,7.92316218057994e-52,"T.NKT","ATOX1"
"HSP90B1.T.NKT",3.32295547055037e-56,-0.341469374139789,0.451,0.717,1.11963661624724e-51,"T.NKT","HSP90B1"
"RPS17.T.NKT",4.15347641580587e-56,0.275967052137871,0.965,0.981,1.39947234354163e-51,"T.NKT","RPS17"
"RAC1.T.NKT",1.03257208911444e-55,-0.287251651375493,0.42,0.722,3.4791483970622e-51,"T.NKT","RAC1"
"OLR1.T.NKT",1.98141112260189e-55,-0.20191802785742,0.398,0.699,6.67616663649482e-51,"T.NKT","OLR1"
"LY86.T.NKT",3.2034167132078e-55,-0.342908307636107,0.155,0.41,1.07935922734824e-50,"T.NKT","LY86"
"TGM2.T.NKT",3.51884927585515e-55,-0.393806886092532,0.07,0.294,1.18564107500663e-50,"T.NKT","TGM2"
"SAMHD1.T.NKT",4.83224346993267e-55,-0.30486834083973,0.361,0.649,1.62817611475911e-50,"T.NKT","SAMHD1"
"VAMP8.T.NKT",5.33871024130179e-55,-0.321495975229898,0.581,0.821,1.79882502870423e-50,"T.NKT","VAMP8"
"ABCG1.T.NKT",1.29061283953934e-54,-0.343827023364045,0.146,0.391,4.34859090154384e-50,"T.NKT","ABCG1"
"BCAP31.T.NKT",1.48435555623232e-54,-0.331774038863399,0.329,0.596,5.00138761116917e-50,"T.NKT","BCAP31"
"ATP6AP1.T.NKT",1.82424569692308e-54,-0.303445826964017,0.293,0.577,6.14661345121263e-50,"T.NKT","ATP6AP1"
"SCD.T.NKT",2.80304993235761e-54,-0.442015891937163,0.185,0.438,9.44459644208574e-50,"T.NKT","SCD"
"ALDH2.T.NKT",3.11909625111015e-54,-0.30843022960239,0.442,0.727,1.05094829084906e-49,"T.NKT","ALDH2"
"OSCAR.T.NKT",8.80988240117012e-54,-0.302445927270056,0.115,0.352,2.96840177625026e-49,"T.NKT","OSCAR"
"RPS8.T.NKT",9.78522027874752e-54,0.31369870502979,0.971,0.987,3.29703212072119e-49,"T.NKT","RPS8"
"PDXK.T.NKT",2.6267585444847e-53,-0.296859850324058,0.177,0.435,8.85060023978675e-49,"T.NKT","PDXK"
"S100A8.T.NKT",4.58851604823032e-53,-1.7174795373545,0.139,0.37,1.54605459729072e-48,"T.NKT","S100A8"
"PILRA.T.NKT",6.75487306963211e-53,-0.320350994748153,0.156,0.403,2.27598693208184e-48,"T.NKT","PILRA"
"GNAI2.T.NKT",1.18841548606975e-52,-0.321558028852481,0.399,0.679,4.00424713876343e-48,"T.NKT","GNAI2"
"LAP3.T.NKT",1.79531598819719e-52,-0.346822208388439,0.173,0.423,6.04913769063161e-48,"T.NKT","LAP3"
"LAMTOR1.T.NKT",2.30435406466227e-52,-0.328103090704129,0.36,0.625,7.76429058547304e-48,"T.NKT","LAMTOR1"
"RETN.T.NKT",3.75010551876979e-52,-0.586697344837463,0.14,0.373,1.26356055349429e-47,"T.NKT","RETN"
"ARHGAP18.T.NKT",4.8475919348868e-52,-0.309282508620666,0.258,0.524,1.63334762654076e-47,"T.NKT","ARHGAP18"
"GNS.T.NKT",5.53062567165423e-52,-0.317315846479153,0.186,0.44,1.86348901380717e-47,"T.NKT","GNS"
"RNH1.T.NKT",6.44524496613124e-52,-0.280371873652706,0.361,0.626,2.17166083888826e-47,"T.NKT","RNH1"
"SLC7A7.T.NKT",6.64576317203391e-52,-0.270039811756048,0.298,0.583,2.23922344318511e-47,"T.NKT","SLC7A7"
"BATF.T.NKT",8.46402079713916e-52,0.485882385050301,0.146,0.046,2.85186716738807e-47,"T.NKT","BATF"
"RPL29.T.NKT",8.70963230903826e-52,0.322906459794475,0.922,0.937,2.93462351020735e-47,"T.NKT","RPL29"
"MGST3.T.NKT",1.40158450750413e-51,-0.368042904937847,0.475,0.711,4.72249883958442e-47,"T.NKT","MGST3"
"ACSL1.T.NKT",1.41626428237552e-51,-0.322958646999741,0.275,0.545,4.77196087303607e-47,"T.NKT","ACSL1"
"GSTO1.T.NKT",1.61943759693097e-51,-0.330260710954779,0.513,0.761,5.4565330390992e-47,"T.NKT","GSTO1"
"GCA.T.NKT",2.38026896466757e-51,-0.324669646847257,0.196,0.451,8.02007824955092e-47,"T.NKT","GCA"
"SYNGR2.T.NKT",2.39970893384859e-51,-0.285006685178563,0.291,0.569,8.08557928170944e-47,"T.NKT","SYNGR2"
"ALCAM.T.NKT",2.44090873113064e-51,-0.306127161271612,0.293,0.572,8.2243978786716e-47,"T.NKT","ALCAM"
"RPL7.T.NKT",2.88267830988525e-51,0.325221595790739,0.928,0.959,9.71289629732737e-47,"T.NKT","RPL7"
"CTSA.T.NKT",3.23562677329545e-51,-0.272833693268453,0.23,0.492,1.09021208499417e-46,"T.NKT","CTSA"
"SKAP2.T.NKT",5.16795826878018e-51,-0.260080387331504,0.216,0.477,1.74129185908279e-46,"T.NKT","SKAP2"
"IL7R.T.NKT",5.2492145396476e-51,1.05019791459584,0.388,0.242,1.76867034698886e-46,"T.NKT","IL7R"
"RPL22.T.NKT",5.94023078699397e-51,0.26913336605184,0.946,0.961,2.00150136136975e-46,"T.NKT","RPL22"
"COTL1.T.NKT",8.83613353275032e-51,-0.411873356514328,0.363,0.628,2.97724683252489e-46,"T.NKT","COTL1"
"PECAM1.T.NKT",9.26599303901746e-51,-0.286831439191655,0.217,0.477,3.12208369456654e-46,"T.NKT","PECAM1"
"PNPLA6.T.NKT",1.36304134872811e-50,-0.337829946170348,0.132,0.364,4.5926315204045e-46,"T.NKT","PNPLA6"
"RTN4.T.NKT",1.41568317547169e-50,-0.23550236348882,0.576,0.824,4.77000289143431e-46,"T.NKT","RTN4"
"ZEB2.T.NKT",1.43365674607281e-50,-0.232523377096756,0.356,0.649,4.83056304021773e-46,"T.NKT","ZEB2"
"FCGR1A.T.NKT",1.44208100505273e-50,-0.314668428735467,0.126,0.362,4.85894773842467e-46,"T.NKT","FCGR1A"
"RP11-1143G9.4.T.NKT",1.96562694333649e-50,-0.454494293603883,0.298,0.57,6.62298342287798e-46,"T.NKT","RP11-1143G9.4"
"ITM2B.T.NKT",2.42816973029661e-50,-0.305690914486787,0.854,0.933,8.1814750892614e-46,"T.NKT","ITM2B"
"BIRC3.T.NKT",2.57151233979495e-50,0.515374808687349,0.187,0.07,8.66445367770512e-46,"T.NKT","BIRC3"
"GPNMB.T.NKT",3.03914472408648e-50,-0.425581158818956,0.464,0.725,1.0240094233337e-45,"T.NKT","GPNMB"
"PEPD.T.NKT",5.09288873340657e-50,-0.293403502161926,0.123,0.353,1.71599792983401e-45,"T.NKT","PEPD"
"TREM1.T.NKT",5.25205201856833e-50,-0.357909473240346,0.332,0.597,1.76962640713641e-45,"T.NKT","TREM1"
"VCAN.T.NKT",5.33391289496298e-50,-0.712323697224893,0.086,0.3,1.79720861082883e-45,"T.NKT","VCAN"
"BRI3.T.NKT",5.38146644183476e-50,-0.24733298969568,0.353,0.645,1.81323130291181e-45,"T.NKT","BRI3"
"NOP10.T.NKT",6.31272467944788e-50,-0.27578147639988,0.578,0.804,2.12700945349317e-45,"T.NKT","NOP10"
"IFI30.T.NKT",8.85906555849206e-50,-0.332239973521354,0.148,0.385,2.98497354927832e-45,"T.NKT","IFI30"
"CFL1.T.NKT",9.09449512446899e-50,-0.279153603172823,0.791,0.914,3.06429918723858e-45,"T.NKT","CFL1"
"RAB13.T.NKT",1.36831035615092e-49,-0.277602335792105,0.285,0.56,4.61038491401491e-45,"T.NKT","RAB13"
"CLEC7A.T.NKT",1.37592470329096e-49,-0.246970690138625,0.236,0.501,4.63604069526858e-45,"T.NKT","CLEC7A"
"LGALS3.T.NKT",1.4254013234089e-49,-0.261330712088359,0.651,0.9,4.80274721909393e-45,"T.NKT","LGALS3"
"AKR1A1.T.NKT",2.19698076268705e-49,-0.251730552876023,0.213,0.47,7.40250698179776e-45,"T.NKT","AKR1A1"
"RMDN3.T.NKT",2.26520873222025e-49,-0.343354797569107,0.215,0.459,7.6323943023429e-45,"T.NKT","RMDN3"
"RPL12.T.NKT",2.71588401297875e-49,0.218660996630734,0.955,0.983,9.15089959333059e-45,"T.NKT","RPL12"
"FAU.T.NKT",3.13438205278484e-49,0.223542548863567,0.948,0.968,1.05609868886532e-44,"T.NKT","FAU"
"PIM2.T.NKT",3.51665906191551e-49,0.336755273646821,0.129,0.039,1.18490310432181e-44,"T.NKT","PIM2"
"RPL38.T.NKT",7.66127439096937e-49,0.253258985645843,0.95,0.981,2.58138979329322e-44,"T.NKT","RPL38"
"CSTA.T.NKT",7.7833326579288e-49,-0.247944345514316,0.449,0.755,2.62251610576253e-44,"T.NKT","CSTA"
"GRB2.T.NKT",8.55933941850979e-49,-0.278656675297284,0.328,0.602,2.88398382367269e-44,"T.NKT","GRB2"
"CYP27A1.T.NKT",1.12932789944092e-48,-0.287052287372465,0.339,0.59,3.80515742437622e-44,"T.NKT","CYP27A1"
"CAP1.T.NKT",2.18581618988034e-48,-0.272814399156708,0.461,0.737,7.36488907018282e-44,"T.NKT","CAP1"
"LAMTOR2.T.NKT",2.53956183519443e-48,-0.318628927614259,0.306,0.561,8.5567996475041e-44,"T.NKT","LAMTOR2"
"DUSP6.T.NKT",2.66390697869181e-48,-0.335295044086581,0.146,0.383,8.9757681740042e-44,"T.NKT","DUSP6"
"LAMP2.T.NKT",2.77727344765779e-48,-0.269784521043451,0.304,0.571,9.35774515453815e-44,"T.NKT","LAMP2"
"SERPINB6.T.NKT",2.98203067120346e-48,-0.263967906613417,0.142,0.373,1.00476541435529e-43,"T.NKT","SERPINB6"
"GLRX.T.NKT",3.0708431519499e-48,-0.299270139742429,0.476,0.729,1.034689891618e-43,"T.NKT","GLRX"
"PTAFR.T.NKT",1.2069849147159e-47,-0.309787904848573,0.109,0.326,4.06681497164375e-43,"T.NKT","PTAFR"
"PGK1.T.NKT",1.37450695520701e-47,-0.244587319687734,0.39,0.668,4.6312637348745e-43,"T.NKT","PGK1"
"NCEH1.T.NKT",1.93054238118096e-47,-0.270257998674849,0.182,0.422,6.50476949915114e-43,"T.NKT","NCEH1"
"IL13RA1.T.NKT",9.48276189462963e-47,-0.254197356915883,0.099,0.311,3.19512179277651e-42,"T.NKT","IL13RA1"
"MMP19.T.NKT",1.02538313303676e-46,-0.264828978072216,0.136,0.364,3.45492592845407e-42,"T.NKT","MMP19"
"C20orf27.T.NKT",1.61560035831567e-46,-0.27700233082118,0.116,0.339,5.4436038473088e-42,"T.NKT","C20orf27"
"CCR1.T.NKT",2.20748914629087e-46,-0.332194350528236,0.082,0.283,7.43791392951245e-42,"T.NKT","CCR1"
"SQRDL.T.NKT",7.55377203364566e-46,-0.267759213966396,0.205,0.45,2.54516794901657e-41,"T.NKT","SQRDL"
"MSR1.T.NKT",7.71040883373313e-46,-0.258986132857113,0.459,0.729,2.59794515243804e-41,"T.NKT","MSR1"
"GLUL.T.NKT",1.17415989826307e-45,-0.253929113441072,0.605,0.896,3.95621436120758e-41,"T.NKT","GLUL"
"SCARB2.T.NKT",1.36308743965212e-45,-0.271301737166438,0.152,0.381,4.59278681916384e-41,"T.NKT","SCARB2"
"BLVRB.T.NKT",1.63355774669019e-45,-0.335195353442019,0.309,0.573,5.50410947169791e-41,"T.NKT","BLVRB"
"ACTB.T.NKT",1.98288647291876e-45,-0.253472264542495,0.951,0.99,6.68113768185246e-41,"T.NKT","ACTB"
"ENG.T.NKT",6.74327792492059e-45,-0.279646625209912,0.134,0.356,2.27208006402274e-40,"T.NKT","ENG"
"MYDGF.T.NKT",8.35936251977237e-45,-0.297088234606612,0.288,0.537,2.8166036074121e-40,"T.NKT","MYDGF"
"GPD1.T.NKT",9.44329680230549e-45,-0.313576272134475,0.04,0.219,3.18182442456881e-40,"T.NKT","GPD1"
"CORO1C.T.NKT",1.2474683236821e-44,-0.214231277344435,0.348,0.621,4.20321976981447e-40,"T.NKT","CORO1C"
"CLEC12A.T.NKT",1.43786099606733e-44,-0.262951587645954,0.146,0.368,4.84472884014928e-40,"T.NKT","CLEC12A"
"ATP6AP2.T.NKT",1.44886992700967e-44,-0.309299090522074,0.313,0.569,4.88182233206637e-40,"T.NKT","ATP6AP2"
"REEP5.T.NKT",1.73198134591237e-44,-0.302517409979022,0.376,0.633,5.83573794691715e-40,"T.NKT","REEP5"
"SEPT1.T.NKT",1.84650725388425e-44,0.344486020798756,0.165,0.062,6.2216215412376e-40,"T.NKT","SEPT1"
"AHNAK.T.NKT",1.9876640318807e-44,-0.294099036485495,0.339,0.606,6.69723518901885e-40,"T.NKT","AHNAK"
"TXN.T.NKT",2.42855518649643e-44,-0.318999769312742,0.615,0.832,8.18277384538107e-40,"T.NKT","TXN"
"ZYX.T.NKT",2.59207321837945e-44,-0.281093390948061,0.238,0.482,8.73373150200771e-40,"T.NKT","ZYX"
"TNFAIP2.T.NKT",4.24971571655584e-44,-0.252106760304923,0.16,0.385,1.43189921353632e-39,"T.NKT","TNFAIP2"
"THBD.T.NKT",4.54313604559935e-44,-0.350416223502268,0.084,0.284,1.53076425920424e-39,"T.NKT","THBD"
"IFITM3.T.NKT",5.62185888094573e-44,-0.418150345235983,0.219,0.451,1.89422913134585e-39,"T.NKT","IFITM3"
"ATP6V0E1.T.NKT",9.4576153796751e-44,-0.25431927454497,0.632,0.833,3.18664892602773e-39,"T.NKT","ATP6V0E1"
"TBXAS1.T.NKT",1.0775218750381e-43,-0.266058584888832,0.171,0.392,3.63060220575339e-39,"T.NKT","TBXAS1"
"RGCC.T.NKT",1.51591464684994e-43,-0.307314755141225,0.37,0.625,5.10772281109619e-39,"T.NKT","RGCC"
"LILRB4.T.NKT",1.76614870851564e-43,-0.388567829467499,0.063,0.249,5.95086145847258e-39,"T.NKT","LILRB4"
"GNB2.T.NKT",2.04125460102337e-43,-0.264136892505966,0.245,0.486,6.87780325268814e-39,"T.NKT","GNB2"
"NDUFB2.T.NKT",2.23822164495793e-43,-0.263590662958703,0.575,0.775,7.54146401052126e-39,"T.NKT","NDUFB2"
"RNF149.T.NKT",2.45392581908229e-43,-0.257354025923046,0.332,0.592,8.26825765481587e-39,"T.NKT","RNF149"
"FKBP1A.T.NKT",2.82474474910405e-43,-0.26785787392647,0.488,0.726,9.51769495763119e-39,"T.NKT","FKBP1A"
"SIRPA.T.NKT",2.88764345764248e-43,-0.269883199557269,0.146,0.363,9.72962586618057e-39,"T.NKT","SIRPA"
"PRDM1.T.NKT",3.13275834314572e-43,0.445208433583973,0.164,0.061,1.05555159613952e-38,"T.NKT","PRDM1"
"SGK1.T.NKT",3.4732808375286e-43,-0.366192036182689,0.212,0.444,1.17028724539689e-38,"T.NKT","SGK1"
"FLNA.T.NKT",4.12855286286421e-43,-0.25884330590133,0.292,0.547,1.39107460161347e-38,"T.NKT","FLNA"
"CD36.T.NKT",4.91729112874211e-43,-0.469474694745353,0.052,0.233,1.65683207291837e-38,"T.NKT","CD36"
"LTA4H.T.NKT",5.11134208522279e-43,-0.290722258280622,0.409,0.665,1.72221560219497e-38,"T.NKT","LTA4H"
"RPS7.T.NKT",5.41385996071536e-43,0.315352096084416,0.924,0.946,1.82414597516343e-38,"T.NKT","RPS7"
"ANPEP.T.NKT",6.55629549725224e-43,-0.280645070458724,0.103,0.304,2.20907820484417e-38,"T.NKT","ANPEP"
"CSF1R.T.NKT",7.71836449998331e-43,-0.34636232737353,0.045,0.222,2.60062573462438e-38,"T.NKT","CSF1R"
"BTG1.T.NKT",1.28867597281712e-42,0.562646095209196,0.735,0.726,4.34206482280999e-38,"T.NKT","BTG1"
"ATP5G3.T.NKT",1.39790282714006e-42,-0.28028210908454,0.573,0.774,4.71009378576573e-38,"T.NKT","ATP5G3"
"LIMS1.T.NKT",1.44423287036668e-42,-0.304486098513299,0.316,0.562,4.86619823341349e-38,"T.NKT","LIMS1"
"PCOLCE2.T.NKT",1.8651474292615e-42,-0.296578976326802,0.151,0.359,6.28442774815371e-38,"T.NKT","PCOLCE2"
"MGST1.T.NKT",2.5580806510319e-42,-0.300450939004588,0.203,0.436,8.61919694558688e-38,"T.NKT","MGST1"
"RPL6.T.NKT",4.00083835660215e-42,0.33911807699744,0.939,0.96,1.34804247587353e-37,"T.NKT","RPL6"
"C3AR1.T.NKT",4.60655131437015e-42,-0.296108109259952,0.099,0.3,1.55213139986388e-37,"T.NKT","C3AR1"
"LPL.T.NKT",4.99561963295965e-42,-0.321996783971743,0.354,0.597,1.68322407912942e-37,"T.NKT","LPL"
"YBX1.T.NKT",6.05937425041448e-42,-0.229553008858695,0.807,0.938,2.04164555993466e-37,"T.NKT","YBX1"
"PAPSS1.T.NKT",8.48191958958674e-42,-0.280882892211629,0.114,0.317,2.85789798651536e-37,"T.NKT","PAPSS1"
"RPS16.T.NKT",1.12024327411977e-41,0.231762545286771,0.965,0.979,3.77454768781914e-37,"T.NKT","RPS16"
"UQCRC1.T.NKT",1.51940202075402e-41,-0.254064519906457,0.184,0.408,5.11947316872861e-37,"T.NKT","UQCRC1"
"RNASET2.T.NKT",1.67908941378466e-41,-0.310284083183081,0.352,0.599,5.65752387080603e-37,"T.NKT","RNASET2"
"CAT.T.NKT",2.0915502850097e-41,-0.240157221672631,0.192,0.42,7.04726953031169e-37,"T.NKT","CAT"
"LGALS3BP.T.NKT",2.38206245867889e-41,-0.274470993777223,0.207,0.431,8.02612124827266e-37,"T.NKT","LGALS3BP"
"DYNLL1.T.NKT",4.16567735043823e-41,-0.239081845048317,0.559,0.802,1.40358332645666e-36,"T.NKT","DYNLL1"
"CYFIP1.T.NKT",4.47418163700517e-41,-0.247048718746439,0.078,0.269,1.50753076077252e-36,"T.NKT","CYFIP1"
"DUSP1.T.NKT",4.60028297203414e-41,-0.214623115258648,0.511,0.799,1.55001934459718e-36,"T.NKT","DUSP1"
"TCEB2.T.NKT",4.63599807105566e-41,-0.252592688956097,0.725,0.882,1.56205319006149e-36,"T.NKT","TCEB2"
"ACTR2.T.NKT",5.02288865152682e-41,-0.233736933367633,0.454,0.709,1.69241210224545e-36,"T.NKT","ACTR2"
"RPL36A.T.NKT",6.63255404617134e-41,0.355004251670741,0.917,0.924,2.23477276031697e-36,"T.NKT","RPL36A"
"RNASE6.T.NKT",6.8926005160766e-41,-0.444957477515454,0.062,0.238,2.32239281788685e-36,"T.NKT","RNASE6"
"BLVRA.T.NKT",8.92638283300772e-41,-0.264107164908012,0.209,0.435,3.00765543175362e-36,"T.NKT","BLVRA"
"ACTN1.T.NKT",1.2125807815496e-40,-0.223704469626127,0.182,0.406,4.08566968535323e-36,"T.NKT","ACTN1"
"TCN2.T.NKT",1.37465184790312e-40,-0.249985347498045,0.051,0.225,4.63175193632477e-36,"T.NKT","TCN2"
"PTPRE.T.NKT",1.45582485851965e-40,-0.307432357960768,0.134,0.34,4.90525627829612e-36,"T.NKT","PTPRE"
"RPL27.T.NKT",1.6481156349751e-40,0.243315765462361,0.937,0.959,5.55316082048509e-36,"T.NKT","RPL27"
"IDH1.T.NKT",2.01183688063325e-40,-0.227395711733829,0.131,0.338,6.77868318560569e-36,"T.NKT","IDH1"
"HBEGF.T.NKT",2.08317682256341e-40,-0.240073840160098,0.143,0.355,7.01905598594516e-36,"T.NKT","HBEGF"
"EMILIN2.T.NKT",2.12137384186502e-40,-0.277871526807193,0.069,0.248,7.14775702278001e-36,"T.NKT","EMILIN2"
"LMNA.T.NKT",2.34208295410222e-40,-0.297855167038427,0.369,0.616,7.89141430555201e-36,"T.NKT","LMNA"
"BID.T.NKT",2.60149633146433e-40,-0.252939354871112,0.186,0.408,8.76548173923591e-36,"T.NKT","BID"
"TSC22D3.T.NKT",3.20019674851076e-40,0.490289413306686,0.705,0.683,1.07827429244321e-35,"T.NKT","TSC22D3"
"CHCHD10.T.NKT",4.93604446875467e-40,-0.269717948621137,0.297,0.542,1.6631508233022e-35,"T.NKT","CHCHD10"
"VASP.T.NKT",9.58361152167088e-40,-0.282453278432172,0.307,0.544,3.22910206611179e-35,"T.NKT","VASP"
"RPL7A.T.NKT",1.566571761531e-39,0.259986700920191,0.916,0.945,5.27840689330256e-35,"T.NKT","RPL7A"
"LINC01272.T.NKT",1.61789247085226e-39,-0.220090354725454,0.369,0.632,5.45132689128962e-35,"T.NKT","LINC01272"
"HEXA.T.NKT",2.26901535952444e-39,-0.206393092557349,0.181,0.401,7.64522035238163e-35,"T.NKT","HEXA"
"LYN.T.NKT",2.79225956141889e-39,-0.268684846166779,0.169,0.377,9.40823936624481e-35,"T.NKT","LYN"
"YWHAG.T.NKT",3.07555167127709e-39,-0.225162634939755,0.242,0.478,1.0362763801201e-34,"T.NKT","YWHAG"
"UPP1.T.NKT",5.07228135771599e-39,-0.238065499459073,0.361,0.62,1.70905448066883e-34,"T.NKT","UPP1"
"GLTSCR2.T.NKT",6.448491118133e-39,0.466959905439634,0.671,0.637,2.17275459734373e-34,"T.NKT","GLTSCR2"
"SYK.T.NKT",6.82276818729077e-39,-0.238445887852022,0.12,0.322,2.29886351302575e-34,"T.NKT","SYK"
"CCL18.T.NKT",7.08793746376174e-39,-0.675889491843924,0.368,0.581,2.38820964903988e-34,"T.NKT","CCL18"
"ITGAM.T.NKT",7.17658306487947e-39,-0.280566093365899,0.045,0.21,2.41807789788049e-34,"T.NKT","ITGAM"
"HLA-DOA.T.NKT",8.75484198962079e-39,-0.246908082052761,0.06,0.232,2.94985645998283e-34,"T.NKT","HLA-DOA"
"GLDN.T.NKT",9.96779681439731e-39,-0.287026883011561,0.216,0.429,3.35854945864303e-34,"T.NKT","GLDN"
"CD59.T.NKT",1.32471233244306e-38,-0.295491106720016,0.278,0.502,4.46348573293366e-34,"T.NKT","CD59"
"TSPAN4.T.NKT",1.34726992669377e-38,-0.257493765838226,0.075,0.251,4.53949129100197e-34,"T.NKT","TSPAN4"
"SLC15A3.T.NKT",3.39563973355233e-38,-0.231496348198884,0.141,0.343,1.14412685182312e-33,"T.NKT","SLC15A3"
"GPX3.T.NKT",3.59445708904736e-38,-0.258940925254162,0.144,0.347,1.21111637158362e-33,"T.NKT","GPX3"
"CALM2.T.NKT",4.08150400058083e-38,-0.253460596489728,0.702,0.868,1.3752219579557e-33,"T.NKT","CALM2"
"OXNAD1.T.NKT",4.37730135745469e-38,0.300808385527618,0.111,0.036,1.47488791938078e-33,"T.NKT","OXNAD1"
"RAB10.T.NKT",5.00349570784771e-38,-0.21180554422208,0.223,0.454,1.68587784380221e-33,"T.NKT","RAB10"
"RPSA.T.NKT",6.61965652176266e-38,0.46961815499728,0.853,0.889,2.23042706844271e-33,"T.NKT","RPSA"
"FGR.T.NKT",6.91102729432734e-38,-0.216930668001244,0.328,0.578,2.32860153655065e-33,"T.NKT","FGR"
"CD86.T.NKT",1.22640663930354e-37,-0.249889439403753,0.107,0.295,4.13225453046936e-33,"T.NKT","CD86"
"SNX2.T.NKT",1.23829613994951e-37,-0.243308337601307,0.288,0.526,4.17231501394589e-33,"T.NKT","SNX2"
"LPCAT2.T.NKT",1.3812488813839e-37,-0.21330329122087,0.081,0.26,4.65397998093491e-33,"T.NKT","LPCAT2"
"PTPN6.T.NKT",1.50086690536218e-37,-0.230906842615969,0.255,0.484,5.05702095092732e-33,"T.NKT","PTPN6"
