"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"GNLY.NK",0,2.87750356978477,0.434,0.018,0,"NK","GNLY"
"CCL5.NK",0,2.51347027117205,0.568,0.026,0,"NK","CCL5"
"NKG7.NK",0,2.47554732557994,0.566,0.045,0,"NK","NKG7"
"GZMB.NK",0,1.861848276115,0.438,0.007,0,"NK","GZMB"
"KLRB1.NK",0,1.62470937516323,0.357,0.019,0,"NK","KLRB1"
"GZMA.NK",0,1.55556125827492,0.44,0.007,0,"NK","GZMA"
"IL32.NK",0,1.49603182015847,0.44,0.043,0,"NK","IL32"
"KLRD1.NK",0,1.44920069865164,0.448,0.005,0,"NK","KLRD1"
"PRF1.NK",0,1.4431920804349,0.422,0.006,0,"NK","PRF1"
"CD7.NK",0,1.39115536479593,0.418,0.028,0,"NK","CD7"
"CST7.NK",0,1.35657191711723,0.45,0.033,0,"NK","CST7"
"GZMH.NK",0,1.20230316522207,0.321,0.003,0,"NK","GZMH"
"AC092580.4.NK",0,1.02366644675004,0.243,0.007,0,"NK","AC092580.4"
"FGFBP2.NK",0,0.99604064087881,0.249,0.002,0,"NK","FGFBP2"
"CD247.NK",0,0.985702093873809,0.337,0.012,0,"NK","CD247"
"KLRC1.NK",0,0.846864897111248,0.163,0.001,0,"NK","KLRC1"
"CD8A.NK",0,0.775784176747153,0.209,0.004,0,"NK","CD8A"
"PYHIN1.NK",0,0.709876769026622,0.249,0.013,0,"NK","PYHIN1"
"GZMM.NK",0,0.692877825781998,0.247,0.008,0,"NK","GZMM"
"XCL2.NK",0,0.676526004284717,0.122,0.001,0,"NK","XCL2"
"KLRF1.NK",0,0.61017975443223,0.165,0.002,0,"NK","KLRF1"
"TRDC.NK",0,0.526861637372208,0.125,0.001,0,"NK","TRDC"
"SAMD3.NK",0,0.480644345715632,0.133,0.002,0,"NK","SAMD3"
"S1PR5.NK",0,0.281002431939066,0.104,0.001,0,"NK","S1PR5"
"CD8B.NK",5.75476318567999e-291,0.549053945423721,0.137,0.003,1.93900990778302e-286,"NK","CD8B"
"TRBC1.NK",6.03806183633866e-287,1.07962469874371,0.261,0.017,2.03446455513595e-282,"NK","TRBC1"
"LCK.NK",2.40013549449981e-278,0.675750357908532,0.253,0.017,8.08701653516766e-274,"NK","LCK"
"TRBC2.NK",9.60942981668651e-267,0.984988139492665,0.313,0.027,3.23780128243435e-262,"NK","TRBC2"
"SYNE2.NK",1.40090352273141e-243,0.737881059129005,0.283,0.025,4.72020432949122e-239,"NK","SYNE2"
"ETS1.NK",1.91205288447682e-230,0.764876768121713,0.293,0.028,6.44247098895621e-226,"NK","ETS1"
"CLIC3.NK",4.9260974173228e-225,0.536609760051709,0.175,0.009,1.65979926379274e-220,"NK","CLIC3"
"CTSW.NK",1.72422527183045e-221,1.28058023898072,0.47,0.084,5.80960463090553e-217,"NK","CTSW"
"CD3E.NK",7.02992412886215e-214,0.815037967538434,0.249,0.022,2.36866263597881e-209,"NK","CD3E"
"CD2.NK",2.47875164249087e-212,1.30534494697085,0.365,0.048,8.35190578420873e-208,"NK","CD2"
"CD3D.NK",1.50617405611446e-211,1.2892398373201,0.347,0.044,5.07490286467207e-207,"NK","CD3D"
"TRAC.NK",4.79737361027303e-209,1.12603258040283,0.285,0.029,1.61642706424539e-204,"NK","TRAC"
"CD3G.NK",2.9792202171072e-208,0.816538011941359,0.247,0.022,1.0038184599521e-203,"NK","CD3G"
"SPON2.NK",8.82616477134901e-204,0.64329553949603,0.187,0.012,2.97388795805833e-199,"NK","SPON2"
"IL2RB.NK",6.64423685767336e-200,0.400827771121769,0.131,0.006,2.23870916682446e-195,"NK","IL2RB"
"ZAP70.NK",2.04360573588128e-198,0.417794706770255,0.143,0.007,6.8857251664784e-194,"NK","ZAP70"
"CCL4.NK",7.58492364539284e-194,1.78834224788018,0.484,0.093,2.55566417307866e-189,"NK","CCL4"
"GZMK.NK",2.63380896103438e-188,0.692956538102208,0.112,0.004,8.87435591330925e-184,"NK","GZMK"
"CD96.NK",4.76278880096525e-186,0.49790756082658,0.169,0.011,1.60477405859723e-181,"NK","CD96"
"IKZF3.NK",1.04410599993919e-179,0.523612691095149,0.205,0.017,3.51801075619509e-175,"NK","IKZF3"
"ADGRG1.NK",5.3624278552611e-170,0.375005256499938,0.12,0.006,1.80681644155168e-165,"NK","ADGRG1"
"GPR171.NK",2.07155333751818e-166,0.4889778820681,0.161,0.011,6.97989181543376e-162,"NK","GPR171"
"KLRG1.NK",5.16334075302274e-156,0.357107077170659,0.12,0.006,1.73973603332348e-151,"NK","KLRG1"
"C12orf75.NK",6.12625720942755e-150,0.576254240828282,0.187,0.017,2.06418110414452e-145,"NK","C12orf75"
"SH2D2A.NK",1.83752265216781e-147,0.316506335532736,0.112,0.006,6.19134882421423e-143,"NK","SH2D2A"
"ISG20.NK",1.26997039446411e-139,0.853941250558707,0.38,0.075,4.27903824710738e-135,"NK","ISG20"
"FYN.NK",2.24213923230454e-117,0.681782835202325,0.271,0.046,7.55466392932693e-113,"NK","FYN"
"RUNX3.NK",2.46208939850168e-117,0.702737866984257,0.303,0.057,8.29576401931157e-113,"NK","RUNX3"
"SH2D1A.NK",8.10539660405248e-115,0.282090355516251,0.104,0.007,2.73103233176944e-110,"NK","SH2D1A"
"ITM2A.NK",1.52352904082698e-106,0.368304265418528,0.139,0.013,5.13337875016243e-102,"NK","ITM2A"
"PLEKHF1.NK",4.09832423301389e-103,0.296872852672621,0.102,0.007,1.3808893670717e-98,"NK","PLEKHF1"
"SYTL3.NK",3.95931149874287e-102,0.674634583583821,0.253,0.046,1.33405041638642e-97,"NK","SYTL3"
"BCL11B.NK",3.35741857337483e-95,0.276438362163731,0.112,0.01,1.13124861411292e-90,"NK","BCL11B"
"GIMAP7.NK",5.01748367170559e-85,0.730616186434667,0.299,0.071,1.69059094834448e-80,"NK","GIMAP7"
"LBH.NK",3.29682024541205e-84,0.389825442755006,0.145,0.019,1.11083061348913e-79,"NK","LBH"
"TRAF3IP3.NK",4.7474863809599e-78,0.462878896872677,0.205,0.038,1.59961806120063e-73,"NK","TRAF3IP3"
"PRDM1.NK",2.39886262738106e-77,0.563620607134068,0.267,0.062,8.08272773669774e-73,"NK","PRDM1"
"SPOCK2.NK",7.88455262519497e-77,0.417688068230983,0.143,0.02,2.65662116153319e-72,"NK","SPOCK2"
"STAT4.NK",1.88543294780152e-74,0.258419726606005,0.108,0.012,6.35277777432245e-70,"NK","STAT4"
"SKAP1.NK",2.69466273257846e-72,0.360881323187758,0.155,0.024,9.07939661114986e-68,"NK","SKAP1"
"IFITM1.NK",4.64065593137628e-71,0.29395891431633,0.116,0.014,1.56362260951792e-66,"NK","IFITM1"
"ITM2C.NK",5.95276849385307e-69,0.505877153024055,0.12,0.015,2.00572581631885e-64,"NK","ITM2C"
"ITK.NK",6.7434948526261e-69,0.253074877260543,0.104,0.012,2.27215315564384e-64,"NK","ITK"
"ACAP1.NK",1.64225888757269e-68,0.566678150966246,0.221,0.049,5.53342709578744e-64,"NK","ACAP1"
"FKBP11.NK",4.90116470375244e-68,0.475206044820432,0.187,0.036,1.65139843528235e-63,"NK","FKBP11"
"HOPX.NK",9.5488900835074e-68,0.910400810670971,0.359,0.121,3.21740302473698e-63,"NK","HOPX"
"CORO1A.NK",4.69998408271012e-66,0.851519562040135,0.514,0.215,1.58361263682835e-61,"NK","CORO1A"
"GNG2.NK",4.89606194734816e-65,0.375811055645146,0.171,0.032,1.64967911253949e-60,"NK","GNG2"
"MALAT1.NK",9.57074077055285e-62,0.544982680137947,1,1,3.22476539523008e-57,"NK","MALAT1"
"CLEC2D.NK",2.2163028853907e-60,0.477646579658587,0.215,0.051,7.46761094203541e-56,"NK","CLEC2D"
"SLC38A1.NK",4.71792697385761e-59,0.383428602332607,0.171,0.034,1.58965831457158e-54,"NK","SLC38A1"
"GPX1.NK",1.00933325484741e-56,-0.53685137147413,0.703,0.924,3.40084746888285e-52,"NK","GPX1"
"PTPN7.NK",1.77441914152418e-54,0.428565916457119,0.171,0.036,5.97872785545158e-50,"NK","PTPN7"
"CD74.NK",1.72561921457481e-50,-0.487674209537263,0.908,0.98,5.81430138158836e-46,"NK","CD74"
"CTSB.NK",1.78558413373278e-50,-0.667273101688606,0.655,0.905,6.01634718019924e-46,"NK","CTSB"
"DDIT4.NK",2.12981746893547e-50,0.756273558286126,0.402,0.171,7.17620697983117e-46,"NK","DDIT4"
"HLA-DRA.NK",6.46880307271553e-50,-0.515105311060176,0.791,0.966,2.17959850732077e-45,"NK","HLA-DRA"
"BTG1.NK",9.8598799408612e-50,0.678371951266697,0.825,0.724,3.32218794727377e-45,"NK","BTG1"
"TYROBP.NK",1.59759754419697e-49,-0.41616483768052,0.819,0.949,5.38294516541728e-45,"NK","TYROBP"
"SYTL1.NK",4.802782825521e-48,0.290627163352399,0.135,0.026,1.61824964523105e-43,"NK","SYTL1"
"PSAP.NK",1.32309153188582e-47,-0.474405357937837,0.781,0.939,4.45802460753609e-43,"NK","PSAP"
"CST3.NK",2.06530876639915e-47,-0.485039654281428,0.695,0.935,6.95885135750529e-43,"NK","CST3"
"HLA-DPA1.NK",4.01621447742257e-47,-0.56231355725669,0.739,0.911,1.35322330602276e-42,"NK","HLA-DPA1"
"S100A11.NK",1.09702294056706e-46,-0.438106569564013,0.869,0.957,3.69630909594664e-42,"NK","S100A11"
"AKNA.NK",1.13273821650887e-46,0.585542691194629,0.333,0.131,3.81664814670498e-42,"NK","AKNA"
"LYZ.NK",1.81616183169087e-46,-0.58642233326908,0.667,0.935,6.1193756756992e-42,"NK","LYZ"
"VIM.NK",4.07272295092617e-46,-0.41922237524009,0.918,0.982,1.37226327108506e-41,"NK","VIM"
"HLA-DRB1.NK",8.24728606770781e-46,-0.605034033015211,0.737,0.912,2.77884056765347e-41,"NK","HLA-DRB1"
"C1QC.NK",7.48768961100736e-45,-0.739195031518457,0.382,0.694,2.52290213753282e-40,"NK","C1QC"
"GRN.NK",9.70470115934813e-45,-0.498673724257386,0.594,0.878,3.26990200863076e-40,"NK","GRN"
"RARRES3.NK",1.45689708128025e-44,0.782149448687416,0.353,0.153,4.90886902566569e-40,"NK","RARRES3"
"AIF1.NK",3.02033733609807e-43,-0.542025419509363,0.5,0.811,1.01767246202488e-38,"NK","AIF1"
"CTSD.NK",1.31365327242967e-42,-0.508620698998138,0.797,0.919,4.42622333612455e-38,"NK","CTSD"
"SYNE1.NK",1.80016069103616e-42,0.34031288935934,0.155,0.037,6.06546143237723e-38,"NK","SYNE1"
"ARL4C.NK",9.67618450403261e-42,0.493981648142649,0.307,0.117,3.26029360678875e-37,"NK","ARL4C"
"NPC2.NK",1.16589093205411e-41,-0.470534168322279,0.663,0.889,3.92835290646312e-37,"NK","NPC2"
"RORA.NK",6.0942717851931e-41,0.461382883077276,0.219,0.069,2.05340393530296e-36,"NK","RORA"
"CD68.NK",8.97814644562263e-41,-0.480752438087416,0.546,0.829,3.02509666338809e-36,"NK","CD68"
"LAT.NK",1.92872461911555e-40,0.450413935279459,0.175,0.048,6.49864473164795e-36,"NK","LAT"
"C1QB.NK",2.07432787938361e-40,-0.650397868934651,0.576,0.804,6.98924035679515e-36,"NK","C1QB"
"HLA-DPB1.NK",2.32956694589484e-40,-0.511773687987874,0.765,0.914,7.84924286749809e-36,"NK","HLA-DPB1"
"RPS3.NK",3.41876019216942e-40,0.405489791069004,0.966,0.95,1.15191705914956e-35,"NK","RPS3"
"C1QA.NK",9.84738798596991e-40,-0.620078462858537,0.602,0.815,3.3179789079927e-35,"NK","C1QA"
"FBP1.NK",1.09109017512015e-39,-0.557885729358278,0.476,0.755,3.67631923604984e-35,"NK","FBP1"
"ANXA2.NK",2.38516451421243e-39,-0.468683711610873,0.723,0.899,8.03657331418736e-35,"NK","ANXA2"
"HLA-DMA.NK",2.39313969378849e-38,-0.483905888495799,0.506,0.774,8.06344488425094e-34,"NK","HLA-DMA"
"CAPG.NK",2.92626644980634e-38,-0.467847872233195,0.52,0.786,9.85976217597749e-34,"NK","CAPG"
"FCER1G.NK",1.41561748017562e-37,-0.378699378418637,0.747,0.924,4.76978153770372e-33,"NK","FCER1G"
"APOC1.NK",3.70946633052451e-37,-0.547658195516786,0.667,0.857,1.24986758540693e-32,"NK","APOC1"
"CTSZ.NK",1.15519575142558e-36,-0.519353079497395,0.486,0.791,3.89231656485335e-32,"NK","CTSZ"
"PARP8.NK",1.40262238006362e-36,0.418360914592484,0.239,0.086,4.72599584738637e-32,"NK","PARP8"
"FTH1.NK",3.34130127578942e-36,-0.363212213968773,0.998,0.999,1.12581805186449e-31,"NK","FTH1"
"LGALS1.NK",1.03559348985067e-35,-0.464862004814449,0.753,0.915,3.48932870470286e-31,"NK","LGALS1"
"FTL.NK",1.15393485304211e-35,-0.398329375800132,1,1,3.88806809384008e-31,"NK","FTL"
"SEPT1.NK",1.53457884055158e-35,0.429714233203798,0.199,0.064,5.17060994535449e-31,"NK","SEPT1"
"PTPN4.NK",3.34267161950237e-35,0.27574795893575,0.137,0.034,1.12627977547513e-30,"NK","PTPN4"
"ATP6V0B.NK",4.97623438077697e-34,-0.400058075801671,0.574,0.799,1.67669241225899e-29,"NK","ATP6V0B"
"HLA-DQB1.NK",5.0925451918283e-34,-0.51519519970986,0.614,0.84,1.71588217693463e-29,"NK","HLA-DQB1"
"ICAM3.NK",1.41635920960024e-33,0.382707036587348,0.221,0.077,4.77228072082704e-29,"NK","ICAM3"
"ACP5.NK",1.43819107750591e-33,-0.4858807788513,0.562,0.796,4.84584101654842e-29,"NK","ACP5"
"CD63.NK",2.33968660036884e-33,-0.427205340482539,0.817,0.91,7.88334003128275e-29,"NK","CD63"
"HLA-DQA1.NK",4.70328039753692e-33,-0.534983978254924,0.556,0.796,1.58472329714609e-28,"NK","HLA-DQA1"
"ASAH1.NK",6.95871189474694e-33,-0.384100369020699,0.606,0.83,2.34466838581603e-28,"NK","ASAH1"
"S100A6.NK",7.74762405222837e-33,-0.349611476071213,0.94,0.979,2.61048444815783e-28,"NK","S100A6"
"LIMD2.NK",1.96977696750744e-32,0.523913968354975,0.275,0.112,6.63696651431957e-28,"NK","LIMD2"
"CTSS.NK",5.37306783041904e-32,-0.408949835444504,0.709,0.905,1.81040147478139e-27,"NK","CTSS"
"ANXA5.NK",5.54306486783073e-32,-0.338575591549482,0.61,0.841,1.86768027656689e-27,"NK","ANXA5"
"CFD.NK",8.48663084053323e-32,-0.53955610123747,0.317,0.594,2.85948539540927e-27,"NK","CFD"
"RPS27A.NK",8.5980488696763e-32,0.258708239881384,0.99,0.987,2.89702658614873e-27,"NK","RPS27A"
"IGSF6.NK",1.93021051927012e-31,-0.453878691496685,0.301,0.581,6.50365132362874e-27,"NK","IGSF6"
"GPNMB.NK",3.4935457958885e-31,-0.523083118227022,0.438,0.718,1.17711532046667e-26,"NK","GPNMB"
"RPS15A.NK",6.51292124061243e-31,0.262885617128335,0.99,0.984,2.19446368281195e-26,"NK","RPS15A"
"GSN.NK",7.27912161887963e-31,-0.446885731589463,0.301,0.579,2.4526272382653e-26,"NK","GSN"
"CSTB.NK",9.90200824230691e-31,-0.444208952259806,0.811,0.917,3.33638265716289e-26,"NK","CSTB"
"CXCL16.NK",1.32266224698053e-30,-0.38763390280595,0.398,0.67,4.45657817497618e-26,"NK","CXCL16"
"CXCR4.NK",2.25384747792761e-30,0.579467615732208,0.679,0.482,7.59411369212929e-26,"NK","CXCR4"
"CTSH.NK",3.18500748569299e-30,-0.397594272458719,0.404,0.676,1.07315642222939e-25,"NK","CTSH"
"SPI1.NK",3.37403483746478e-30,-0.376967159668542,0.458,0.734,1.13684729813538e-25,"NK","SPI1"
"TUBA4A.NK",3.93126460627682e-30,0.324730112667094,0.135,0.037,1.32460029643891e-25,"NK","TUBA4A"
"HLA-DMB.NK",5.55414740981913e-30,-0.430226809790023,0.363,0.631,1.87141442826446e-25,"NK","HLA-DMB"
"SERPINA1.NK",8.87748714344921e-30,-0.47711320662978,0.544,0.781,2.99118051811378e-25,"NK","SERPINA1"
"FCGRT.NK",8.89139186917451e-30,-0.406660805664817,0.466,0.736,2.99586557639966e-25,"NK","FCGRT"
"GSTO1.NK",1.38158316569404e-29,-0.395997457767837,0.54,0.753,4.6551063184895e-25,"NK","GSTO1"
"CCDC88C.NK",2.21494155726817e-29,0.2448711669148,0.12,0.03,7.46302408305936e-25,"NK","CCDC88C"
"TSPO.NK",3.03545795742729e-29,-0.355330140826347,0.753,0.89,1.02276720417555e-24,"NK","TSPO"
"ITGA4.NK",4.51333144669127e-29,0.33008432325399,0.163,0.052,1.52072189764816e-24,"NK","ITGA4"
"PRDX1.NK",6.13749335661715e-29,-0.446824643100757,0.556,0.772,2.06796701157858e-24,"NK","PRDX1"
"TIMP2.NK",7.13525483505959e-29,-0.409479220009166,0.305,0.588,2.40415276412498e-24,"NK","TIMP2"
"RPL23A.NK",7.31899354042484e-29,0.294327593711387,0.99,0.976,2.46606168351075e-24,"NK","RPL23A"
"CCL4L2.NK",8.7505070508618e-29,1.22864638925032,0.169,0.055,2.94839584571737e-24,"NK","CCL4L2"
"RPS27.NK",2.89844843925659e-28,0.30600041241045,0.996,0.996,9.76603217123115e-24,"NK","RPS27"
"RNF130.NK",3.10273832580081e-28,-0.365869593049238,0.359,0.639,1.04543665149533e-23,"NK","RNF130"
"MRC1.NK",3.65109538091997e-28,-0.349633017963708,0.452,0.736,1.23020007764717e-23,"NK","MRC1"
"IFITM2.NK",3.79373042078042e-28,0.683077026971834,0.466,0.291,1.27825952797776e-23,"NK","IFITM2"
"VSIG4.NK",9.94714916996365e-28,-0.389555607364937,0.438,0.714,3.35159244132755e-23,"NK","VSIG4"
"GLUL.NK",2.07313504057315e-27,-0.322833713264786,0.653,0.886,6.98522120570718e-23,"NK","GLUL"
"APOE.NK",2.77103951455761e-27,-0.632650455237036,0.514,0.728,9.33674054035041e-23,"NK","APOE"
"APOBEC3G.NK",3.8258513522017e-27,0.496609653510439,0.201,0.078,1.28908235461084e-22,"NK","APOBEC3G"
"CTSL.NK",8.06887997107367e-27,-0.532982995934961,0.398,0.659,2.71872841745356e-22,"NK","CTSL"
"S100A10.NK",9.24632762573085e-27,-0.327852499163289,0.873,0.947,3.11545763021375e-22,"NK","S100A10"
"RNF125.NK",1.20112105621375e-26,0.298452842276276,0.129,0.038,4.04705728680662e-22,"NK","RNF125"
"LGALS3.NK",3.18112524891895e-26,-0.382338432246027,0.729,0.89,1.07184834137075e-21,"NK","LGALS3"
"RPL3.NK",4.58926948507997e-26,0.327600350712738,0.952,0.95,1.54630846030284e-21,"NK","RPL3"
"CSTA.NK",5.53558660451543e-26,-0.339700518043166,0.46,0.746,1.86516055052543e-21,"NK","CSTA"
"MARCO.NK",7.84867975972307e-26,-0.42985737930394,0.442,0.692,2.64453415824109e-21,"NK","MARCO"
"HCST.NK",1.93067408081929e-25,0.70682888712537,0.661,0.541,6.50521324791251e-21,"NK","HCST"
"HLA-DRB5.NK",3.48906876680337e-25,-0.457259382205867,0.602,0.779,1.17560683028673e-20,"NK","HLA-DRB5"
"EMB.NK",4.5208335402617e-25,0.33452062215814,0.177,0.064,1.52324965305578e-20,"NK","EMB"
"OCIAD2.NK",5.45020545242057e-25,0.293491919926365,0.143,0.046,1.83639222513859e-20,"NK","OCIAD2"
"MATK.NK",6.5667194928288e-25,0.334004936082083,0.157,0.053,2.21259046591374e-20,"NK","MATK"
"HLA-E.NK",1.5228135893515e-24,0.458638365304954,0.831,0.814,5.13096810796094e-20,"NK","HLA-E"
"OAZ1.NK",1.61346557595405e-24,-0.254150369385942,0.904,0.958,5.43641091161958e-20,"NK","OAZ1"
"STK17A.NK",2.45014765524217e-24,0.488291036566204,0.289,0.144,8.25552750957297e-20,"NK","STK17A"
"ALCAM.NK",2.60189585496995e-24,-0.361077623257928,0.301,0.564,8.76682789373576e-20,"NK","ALCAM"
"MS4A4A.NK",3.76153183805561e-24,-0.355440885041714,0.271,0.524,1.26741053751446e-19,"NK","MS4A4A"
"RPS18.NK",8.43244615270069e-24,0.215554484023431,0.986,0.989,2.84122840669097e-19,"NK","RPS18"
"FABP5.NK",8.88618618134263e-24,-0.491179195969019,0.59,0.773,2.99411157194158e-19,"NK","FABP5"
"MNDA.NK",9.79475589506092e-24,-0.442372440417844,0.347,0.598,3.30024505128183e-19,"NK","MNDA"
"NCF2.NK",1.10470623070804e-23,-0.29115956487076,0.341,0.609,3.72219717374768e-19,"NK","NCF2"
"YBX1.NK",2.06386565759236e-23,-0.280534160796807,0.823,0.933,6.95398894669169e-19,"NK","YBX1"
"IRF1.NK",2.26528286764637e-23,0.438808093946262,0.408,0.252,7.63264409424769e-19,"NK","IRF1"
"CYBB.NK",3.41107243863691e-23,-0.386448954266288,0.279,0.536,1.14932674747432e-18,"NK","CYBB"
"DAB2.NK",4.05167812774569e-23,-0.288069284030211,0.396,0.664,1.36517242836263e-18,"NK","DAB2"
"CD9.NK",4.42089986007452e-23,-0.376070240853923,0.514,0.738,1.48957799885351e-18,"NK","CD9"
"RTN4.NK",5.64748630148387e-23,-0.278108577311581,0.604,0.816,1.90286403442198e-18,"NK","RTN4"
"GIMAP6.NK",6.31503878839417e-23,0.306953684961643,0.131,0.042,2.12778916936153e-18,"NK","GIMAP6"
"TFRC.NK",8.56797498462045e-23,-0.40351914348116,0.384,0.628,2.88689349131801e-18,"NK","TFRC"
"PYCARD.NK",9.47016069946764e-23,-0.318236793896595,0.456,0.695,3.19087594607863e-18,"NK","PYCARD"
"RPS4X.NK",1.00038330946808e-22,0.242324788418835,0.97,0.961,3.37069152292176e-18,"NK","RPS4X"
"PLAUR.NK",1.10843194337914e-22,-0.358017717297209,0.333,0.577,3.73475059002167e-18,"NK","PLAUR"
"CD59.NK",1.16292566895847e-22,-0.37639879133148,0.257,0.496,3.91836174898867e-18,"NK","CD59"
"PLBD1.NK",1.21590042280144e-22,-0.378909200614721,0.217,0.449,4.09685488458717e-18,"NK","PLBD1"
"CYP27A1.NK",1.22867563019818e-22,-0.328522934112235,0.341,0.583,4.13989966838975e-18,"NK","CYP27A1"
"ATP6V1F.NK",1.69922825208542e-22,-0.31249872857256,0.618,0.81,5.72537967257663e-18,"NK","ATP6V1F"
"EEF1D.NK",1.84640926369154e-22,0.348717326860542,0.857,0.842,6.22129137308226e-18,"NK","EEF1D"
"ALDH2.NK",2.32972986762437e-22,-0.349942299079059,0.468,0.718,7.84979181597356e-18,"NK","ALDH2"
"GRINA.NK",2.97326489029729e-22,-0.296631483237944,0.388,0.641,1.00181187213677e-17,"NK","GRINA"
"TYMP.NK",4.320185181181e-22,-0.394475825676466,0.384,0.633,1.45564319494713e-17,"NK","TYMP"
"TREM2.NK",4.6065432088776e-22,-0.411647576195992,0.167,0.383,1.55212866879922e-17,"NK","TREM2"
"MFSD1.NK",4.63927308959142e-22,-0.313531478039808,0.275,0.516,1.56315667480693e-17,"NK","MFSD1"
"MS4A7.NK",7.12754865017174e-22,-0.272957260205961,0.554,0.815,2.40155624218887e-17,"NK","MS4A7"
"LIMS1.NK",9.37920271351942e-22,-0.339919899066844,0.309,0.555,3.16022856229323e-17,"NK","LIMS1"
"PTPRC.NK",9.64838441144457e-22,0.472463051269258,0.741,0.673,3.25092664359213e-17,"NK","PTPRC"
"PLD3.NK",9.80469171440144e-22,-0.427709916359156,0.281,0.504,3.30359282625042e-17,"NK","PLD3"
"CD69.NK",1.11990033110995e-21,0.405727710591513,0.219,0.096,3.77339217564185e-17,"NK","CD69"
"FCGR2A.NK",1.4683624411962e-21,-0.273133113951262,0.367,0.619,4.94750040936647e-17,"NK","FCGR2A"
"LST1.NK",1.52539750599836e-21,-0.36704169065886,0.426,0.681,5.13967435671086e-17,"NK","LST1"
"SDCBP.NK",1.91262159431884e-21,-0.252169141740811,0.594,0.83,6.44438719989789e-17,"NK","SDCBP"
"APLP2.NK",2.08807416729515e-21,-0.337328440903028,0.53,0.763,7.03555709928428e-17,"NK","APLP2"
"HNMT.NK",2.64154399480448e-21,-0.273683988706927,0.305,0.559,8.9004183360942e-17,"NK","HNMT"
"LGALS9.NK",2.78807368712313e-21,-0.314408167849772,0.305,0.547,9.39413548139268e-17,"NK","LGALS9"
"H2AFY.NK",2.78812887774619e-21,-0.304655630371259,0.564,0.785,9.39432144067803e-17,"NK","H2AFY"
"AP2S1.NK",3.16736018348882e-21,-0.310012856363685,0.492,0.728,1.06721034022472e-16,"NK","AP2S1"
"LIPA.NK",4.85572333181517e-21,-0.471921056602889,0.297,0.532,1.6360874194218e-16,"NK","LIPA"
"IFI6.NK",5.6689387971065e-21,-0.435785548310219,0.432,0.643,1.91009223829706e-16,"NK","IFI6"
"KCTD12.NK",5.71456288029994e-21,-0.263569585787412,0.291,0.546,1.92546481688826e-16,"NK","KCTD12"
"CCDC88A.NK",5.73774842226099e-21,-0.254710199343729,0.396,0.66,1.93327695339662e-16,"NK","CCDC88A"
"HLA-A.NK",6.34978040048163e-21,0.371401950192995,0.924,0.94,2.13949500813828e-16,"NK","HLA-A"
"CPVL.NK",7.54634700876383e-21,-0.324164116366518,0.159,0.371,2.54266616113289e-16,"NK","CPVL"
"PLXDC2.NK",7.97303511062112e-21,-0.255941344775065,0.291,0.533,2.68643445017268e-16,"NK","PLXDC2"
"RAB31.NK",1.08383676390709e-20,-0.237060840171517,0.319,0.562,3.65187959230855e-16,"NK","RAB31"
"RP11-596C23.2.NK",1.10916197538973e-20,0.310283221463952,0.145,0.052,3.73721035987817e-16,"NK","RP11-596C23.2"
"LTA4H.NK",1.1561276458006e-20,-0.270072095717411,0.414,0.657,3.89545648976053e-16,"NK","LTA4H"
"CBLB.NK",2.18296964383959e-20,0.355358397659976,0.185,0.079,7.35529791795313e-16,"NK","CBLB"
"ANXA6.NK",2.25643709078753e-20,0.354343960992503,0.171,0.069,7.60283913369949e-16,"NK","ANXA6"
"LY96.NK",2.55096016950797e-20,-0.28205671145629,0.369,0.623,8.59520519514016e-16,"NK","LY96"
"LY86.NK",2.59603324832247e-20,-0.3150088346356,0.191,0.402,8.74707442689774e-16,"NK","LY86"
"ALOX5.NK",2.84401798345294e-20,-0.264567235886695,0.375,0.619,9.58263419344633e-16,"NK","ALOX5"
"RHOH.NK",2.87294381445935e-20,0.287018006837028,0.153,0.058,9.68009688843933e-16,"NK","RHOH"
"CLEC7A.NK",3.53609758496559e-20,-0.273123012319334,0.259,0.493,1.19145272027831e-15,"NK","CLEC7A"
"PPT1.NK",4.9429863948771e-20,-0.299693232588448,0.325,0.568,1.66548983588989e-15,"NK","PPT1"
"SAT1.NK",6.57858684720749e-20,-0.255955086175452,0.833,0.951,2.21658905229809e-15,"NK","SAT1"
"PGD.NK",6.61790542579784e-20,-0.268086336200886,0.295,0.529,2.22983705416832e-15,"NK","PGD"
"LINC01272.NK",7.69546224734927e-20,-0.294476210525447,0.39,0.624,2.59290904962186e-15,"NK","LINC01272"
"SLFN5.NK",9.22332947984207e-20,0.411496301636289,0.221,0.105,3.10770863493799e-15,"NK","SLFN5"
"IFNGR2.NK",1.10950746184886e-19,-0.273723261426671,0.193,0.413,3.73837444195353e-15,"NK","IFNGR2"
"ATP6AP1.NK",1.16070214306883e-19,-0.301853590343538,0.333,0.568,3.91086980085612e-15,"NK","ATP6AP1"
"RPL10.NK",1.19042057335486e-19,0.210657987833889,0.996,0.99,4.01100307986187e-15,"NK","RPL10"
"SCD.NK",1.21897959251265e-19,-0.397341859306039,0.219,0.429,4.10722983901213e-15,"NK","SCD"
"MCEMP1.NK",1.22024038449847e-19,-0.333502024785931,0.398,0.627,4.11147795152915e-15,"NK","MCEMP1"
"LAMP2.NK",2.216861911533e-19,-0.27359511486893,0.323,0.563,7.46949452471928e-15,"NK","LAMP2"
