"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Rpl13a.T.NKT",0,0.881556248767224,0.993,0.822,0,"T.NKT","Rpl13a",NA
"Satb1.T.NKT",0,0.875250129229348,0.527,0.109,0,"T.NKT","Satb1","TF"
"Smad7.T.NKT",0,0.873707274819988,0.537,0.142,0,"T.NKT","Smad7","TF"
"Gm26917.T.NKT",0,0.871800166488906,0.609,0.329,0,"T.NKT","Gm26917",NA
"Rps24.T.NKT",0,0.868277849650748,1,0.969,0,"T.NKT","Rps24",NA
"Tmsb10.T.NKT",0,0.864241754176811,1,0.886,0,"T.NKT","Tmsb10",NA
"H2-Q7.T.NKT",0,0.861705148123395,0.675,0.251,0,"T.NKT","H2-Q7","CM"
"Ets1.T.NKT",0,0.850152785552037,0.694,0.19,0,"T.NKT","Ets1","TF"
"Cd8a.T.NKT",0,0.845081824694611,0.257,0.011,0,"T.NKT","Cd8a","CM"
"Rpl17.T.NKT",0,0.84211828200417,1,0.981,0,"T.NKT","Rpl17","CM"
"Rpl36a.T.NKT",0,0.830049769981817,0.996,0.873,0,"T.NKT","Rpl36a",NA
"Rps23.T.NKT",0,0.82904609156282,1,0.985,0,"T.NKT","Rps23","CM"
"Rps27.T.NKT",0,0.8257112607142,1,0.996,0,"T.NKT","Rps27",NA
"Ltb.T.NKT",0,0.824578020873225,0.839,0.362,0,"T.NKT","Ltb","CM"
"Rps18.T.NKT",0,0.818199014580315,0.999,0.933,0,"T.NKT","Rps18",NA
"Limd2.T.NKT",0,0.818189045129594,0.848,0.455,0,"T.NKT","Limd2",NA
"Gimap3.T.NKT",0,0.815637408678809,0.535,0.115,0,"T.NKT","Gimap3",NA
"Cxcr6.T.NKT",0,0.801622133262601,0.179,0.007,0,"T.NKT","Cxcr6",NA
"Rpl23a.T.NKT",0,0.799977393249899,1,0.977,0,"T.NKT","Rpl23a",NA
"Rpl4.T.NKT",0,0.792858121352813,0.995,0.89,0,"T.NKT","Rpl4","CM"
"Rps20.T.NKT",0,0.792284657737879,0.998,0.91,0,"T.NKT","Rps20",NA
"Eef1b2.T.NKT",0,0.790995043810353,0.953,0.783,0,"T.NKT","Eef1b2",NA
"Rpl14.T.NKT",0,0.78686072486239,0.999,0.912,0,"T.NKT","Rpl14",NA
"Rpl18.T.NKT",0,0.784753642013228,0.998,0.954,0,"T.NKT","Rpl18","CM"
"Rps4x.T.NKT",0,0.779164196507552,0.997,0.924,0,"T.NKT","Rps4x",NA
"Rpl19.T.NKT",0,0.777854495972068,1,0.958,0,"T.NKT","Rpl19",NA
"Rps19.T.NKT",0,0.773963868299453,1,0.956,0,"T.NKT","Rps19",NA
"Rpl8.T.NKT",0,0.766899233783741,0.999,0.964,0,"T.NKT","Rpl8",NA
"Rpl30.T.NKT",0,0.764889384000215,0.997,0.944,0,"T.NKT","Rpl30",NA
"Rpl18a.T.NKT",0,0.76483897955216,1,0.991,0,"T.NKT","Rpl18a",NA
"Rps14.T.NKT",0,0.762963057066632,1,0.987,0,"T.NKT","Rps14",NA
"Rps13.T.NKT",0,0.762604412713914,0.998,0.969,0,"T.NKT","Rps13",NA
"Rps3.T.NKT",0,0.760775446265435,1,0.977,0,"T.NKT","Rps3",NA
"Rplp1.T.NKT",0,0.760119516640879,1,0.974,0,"T.NKT","Rplp1",NA
"Fyb.T.NKT",0,0.759527141635831,0.672,0.298,0,"T.NKT","Fyb",NA
"Chd3.T.NKT",0,0.759157707619007,0.519,0.207,0,"T.NKT","Chd3",NA
"Rpl22l1.T.NKT",0,0.757432186046789,0.956,0.762,0,"T.NKT","Rpl22l1",NA
"S1pr1.T.NKT",0,0.756398025175298,0.401,0.063,0,"T.NKT","S1pr1","CM"
"Cd27.T.NKT",0,0.75300669135103,0.43,0.088,0,"T.NKT","Cd27","CM"
"Fam189b.T.NKT",0,0.750858146773496,0.372,0.038,0,"T.NKT","Fam189b",NA
"Hcst.T.NKT",0,0.749465508445301,0.805,0.492,0,"T.NKT","Hcst",NA
"Dgka.T.NKT",0,0.743477771983993,0.406,0.08,0,"T.NKT","Dgka",NA
"Rpl21.T.NKT",0,0.737775595479857,0.999,0.966,0,"T.NKT","Rpl21","CM"
"Rpl15.T.NKT",0,0.735242872017173,0.996,0.906,0,"T.NKT","Rpl15",NA
"Npm1.T.NKT",0,0.734954161725028,0.915,0.694,0,"T.NKT","Npm1",NA
"Ablim1.T.NKT",0,0.730703966183506,0.484,0.108,0,"T.NKT","Ablim1",NA
"Rps3a1.T.NKT",0,0.727151203975797,0.999,0.961,0,"T.NKT","Rps3a1",NA
"Itgb7.T.NKT",0,0.725720924821462,0.497,0.169,0,"T.NKT","Itgb7","CM"
"Rpl13.T.NKT",0,0.723032226215823,1,0.971,0,"T.NKT","Rpl13",NA
"Rps5.T.NKT",0,0.719333157960483,1,0.952,0,"T.NKT","Rps5",NA
"Rps27rt.T.NKT",0,0.71597360256104,0.998,0.96,0,"T.NKT","Rps27rt",NA
"Rpsa.T.NKT",0,0.712439528534458,0.999,0.913,0,"T.NKT","Rpsa",NA
"Rpl9.T.NKT",0,0.70999330283193,0.999,0.977,0,"T.NKT","Rpl9","CM"
"Rpl32.T.NKT",0,0.705797801002772,1,0.954,0,"T.NKT","Rpl32","CM"
"Tpt1.T.NKT",0,0.702608235468163,1,0.991,0,"T.NKT","Tpt1",NA
"Rplp2.T.NKT",0,0.701339944748344,1,0.986,0,"T.NKT","Rplp2","CM"
"Rps11.T.NKT",0,0.699677372937294,1,0.967,0,"T.NKT","Rps11",NA
"Rps29.T.NKT",0,0.698369640566379,1,0.997,0,"T.NKT","Rps29",NA
"Rps15.T.NKT",0,0.698322871094143,0.999,0.961,0,"T.NKT","Rps15",NA
"Eef1a1.T.NKT",0,0.698320355344374,1,0.972,0,"T.NKT","Eef1a1",NA
"Uba52.T.NKT",0,0.695024893062483,0.995,0.892,0,"T.NKT","Uba52",NA
"Gimap4.T.NKT",0,0.693652956509589,0.543,0.163,0,"T.NKT","Gimap4",NA
"Rpl10a.T.NKT",0,0.691282820511688,0.995,0.868,0,"T.NKT","Rpl10a",NA
"Ptprcap.T.NKT",0,0.690326423914999,0.809,0.301,0,"T.NKT","Ptprcap",NA
"Rapgef6.T.NKT",0,0.689799705082151,0.485,0.172,0,"T.NKT","Rapgef6",NA
"Rps28.T.NKT",0,0.689203702921438,1,0.965,0,"T.NKT","Rps28",NA
"Rps10.T.NKT",0,0.685175756259202,0.999,0.976,0,"T.NKT","Rps10",NA
"Rps21.T.NKT",0,0.681759927275944,0.998,0.964,0,"T.NKT","Rps21",NA
"Rpl29.T.NKT",0,0.677391073678419,0.996,0.916,0,"T.NKT","Rpl29",NA
"Pdcd4.T.NKT",0,0.674545762169812,0.536,0.223,0,"T.NKT","Pdcd4",NA
"Rpl31.T.NKT",0,0.67435838435082,0.996,0.931,0,"T.NKT","Rpl31",NA
"Eef1g.T.NKT",0,0.6738327498472,0.935,0.72,0,"T.NKT","Eef1g",NA
"Rpl23.T.NKT",0,0.665430699707876,0.999,0.982,0,"T.NKT","Rpl23",NA
"Rpl11.T.NKT",0,0.664483174924439,1,0.96,0,"T.NKT","Rpl11",NA
"Rpl39.T.NKT",0,0.663691478057748,1,0.961,0,"T.NKT","Rpl39",NA
"Gm11808.T.NKT",0,0.661137548644353,0.979,0.847,0,"T.NKT","Gm11808",NA
"Gimap1.T.NKT",0,0.656546218699618,0.61,0.193,0,"T.NKT","Gimap1",NA
"Cd2.T.NKT",0,0.655132715020384,0.606,0.258,0,"T.NKT","Cd2","CM"
"Ptpn18.T.NKT",0,0.650937303675484,0.921,0.693,0,"T.NKT","Ptpn18",NA
"Rpl36.T.NKT",0,0.644569198297577,1,0.948,0,"T.NKT","Rpl36",NA
"Icos.T.NKT",0,0.640920135898831,0.197,0.008,0,"T.NKT","Icos",NA
"Rpl7.T.NKT",0,0.639892782537126,0.998,0.924,0,"T.NKT","Rpl7",NA
"Eif3e.T.NKT",0,0.638155111447454,0.8,0.551,0,"T.NKT","Eif3e",NA
"Gimap6.T.NKT",0,0.63045025000176,0.663,0.255,0,"T.NKT","Gimap6",NA
"Rps2.T.NKT",0,0.628745964084662,0.997,0.935,0,"T.NKT","Rps2",NA
"Cd6.T.NKT",0,0.621676261863622,0.251,0.008,0,"T.NKT","Cd6","CM"
"Rpl34.T.NKT",0,0.620777498256175,1,0.974,0,"T.NKT","Rpl34","CM"
"Shisa5.T.NKT",0,0.619674591088868,0.956,0.805,0,"T.NKT","Shisa5",NA
"Rpl27a.T.NKT",0,0.618880030219366,1,0.97,0,"T.NKT","Rpl27a","CM"
"Rack1.T.NKT",0,0.616904838643402,0.987,0.869,0,"T.NKT","Rack1",NA
"Rps8.T.NKT",0,0.615744559203292,0.999,0.964,0,"T.NKT","Rps8","CM"
"Rpl6.T.NKT",0,0.614732901730352,1,0.952,0,"T.NKT","Rpl6",NA
"Rpl35.T.NKT",0,0.613512625317819,0.996,0.887,0,"T.NKT","Rpl35","CM"
"Rpl24.T.NKT",0,0.605948346750245,0.999,0.943,0,"T.NKT","Rpl24",NA
"Eef2.T.NKT",0,0.601540942530702,0.983,0.876,0,"T.NKT","Eef2","CM"
"Cd4.T.NKT",0,0.60096363891342,0.216,0.008,0,"T.NKT","Cd4","CM"
"Rpl27.T.NKT",0,0.598891158080008,1,0.959,0,"T.NKT","Rpl27",NA
"Izumo1r.T.NKT",0,0.597162142348116,0.168,0.004,0,"T.NKT","Izumo1r",NA
"Socs1.T.NKT",0,0.583904199853531,0.273,0.051,0,"T.NKT","Socs1",NA
"Gm8369.T.NKT",0,0.573466606582178,0.507,0.166,0,"T.NKT","Gm8369",NA
"Rps17.T.NKT",0,0.571408702640614,0.989,0.913,0,"T.NKT","Rps17",NA
"Itk.T.NKT",0,0.567313214320808,0.254,0.011,0,"T.NKT","Itk",NA
"Gimap9.T.NKT",0,0.563111298180476,0.368,0.078,0,"T.NKT","Gimap9",NA
"Grap2.T.NKT",0,0.561967453964907,0.32,0.073,0,"T.NKT","Grap2",NA
"Zap70.T.NKT",0,0.560210672329712,0.267,0.019,0,"T.NKT","Zap70",NA
"Wdr89.T.NKT",0,0.555954892390159,0.973,0.894,0,"T.NKT","Wdr89",NA
"Nop53.T.NKT",0,0.554479604727664,0.813,0.576,0,"T.NKT","Nop53",NA
"Ctsw.T.NKT",0,0.550839201823139,0.349,0.078,0,"T.NKT","Ctsw",NA
"Gm2682.T.NKT",0,0.550749055250116,0.266,0.023,0,"T.NKT","Gm2682",NA
"Rps26.T.NKT",0,0.549168934630997,0.997,0.941,0,"T.NKT","Rps26",NA
"Cd5.T.NKT",0,0.544112873025641,0.211,0.008,0,"T.NKT","Cd5","CM"
"Eif3h.T.NKT",0,0.543542196336364,0.865,0.677,0,"T.NKT","Eif3h",NA
"Gstp3.T.NKT",0,0.538608464788207,0.224,0.013,0,"T.NKT","Gstp3",NA
"Cox7a2l.T.NKT",0,0.529596778786483,0.901,0.735,0,"T.NKT","Cox7a2l",NA
"Prkcq.T.NKT",0,0.519893817043806,0.249,0.02,0,"T.NKT","Prkcq",NA
"Naca.T.NKT",0,0.517110047222635,0.976,0.846,0,"T.NKT","Naca",NA
"Rpl35a.T.NKT",0,0.513044226240785,1,0.981,0,"T.NKT","Rpl35a","CM"
"Rpl26.T.NKT",0,0.511418528116189,0.999,0.965,0,"T.NKT","Rpl26",NA
"Rpl22.T.NKT",0,0.509362232613326,0.989,0.883,0,"T.NKT","Rpl22",NA
"Rps12.T.NKT",0,0.509256834518217,0.998,0.966,0,"T.NKT","Rps12",NA
"Rpl38.T.NKT",0,0.508787330240368,1,0.975,0,"T.NKT","Rpl38",NA
"Rpl37a.T.NKT",0,0.507900400658476,1,0.993,0,"T.NKT","Rpl37a",NA
"Rps27a.T.NKT",0,0.506087711257141,0.999,0.991,0,"T.NKT","Rps27a",NA
"Rpl37.T.NKT",0,0.500388219337484,1,0.991,0,"T.NKT","Rpl37",NA
"Kbtbd11.T.NKT",0,0.494588809814344,0.226,0.025,0,"T.NKT","Kbtbd11",NA
"Sh2d1a.T.NKT",0,0.494278879242727,0.249,0.026,0,"T.NKT","Sh2d1a",NA
"Gata3.T.NKT",0,0.489022755098754,0.185,0.015,0,"T.NKT","Gata3","TF"
"Trat1.T.NKT",0,0.48618190131479,0.16,0.003,0,"T.NKT","Trat1",NA
"Sit1.T.NKT",0,0.473153304965546,0.203,0.013,0,"T.NKT","Sit1",NA
"Snrpg.T.NKT",0,0.465094494449427,0.931,0.762,0,"T.NKT","Snrpg",NA
"Fam169b.T.NKT",0,0.457527464605187,0.22,0.027,0,"T.NKT","Fam169b",NA
"Rps25.T.NKT",0,0.43853582755943,1,0.98,0,"T.NKT","Rps25",NA
"Nsg2.T.NKT",0,0.432982380489012,0.177,0.004,0,"T.NKT","Nsg2",NA
"Inpp4b.T.NKT",0,0.419037447681673,0.181,0.015,0,"T.NKT","Inpp4b",NA
"Camk4.T.NKT",0,0.402398192396309,0.152,0.005,0,"T.NKT","Camk4",NA
"Tesc.T.NKT",0,0.401153341214948,0.155,0.009,0,"T.NKT","Tesc",NA
"Rpl7a.T.NKT",0,0.392889847503445,0.982,0.889,0,"T.NKT","Rpl7a",NA
"Themis.T.NKT",0,0.374606780492606,0.157,0.003,0,"T.NKT","Themis",NA
"Rpl28.T.NKT",0,0.36950129846445,0.991,0.935,0,"T.NKT","Rpl28",NA
"Rps9.T.NKT",0,0.331851812310444,1,0.995,0,"T.NKT","Rps9",NA
"Fau.T.NKT",0,0.26230679062427,1,0.999,0,"T.NKT","Fau",NA
"Sh3bgrl3.T.NKT",0,-0.401447098839815,0.951,0.977,0,"T.NKT","Sh3bgrl3",NA
"Serf2.T.NKT",0,-0.449003721807659,0.921,0.943,0,"T.NKT","Serf2",NA
"Tmsb4x.T.NKT",0,-0.467979126789196,1,1,0,"T.NKT","Tmsb4x",NA
"Arpc1b.T.NKT",0,-0.529958298744822,0.825,0.915,0,"T.NKT","Arpc1b",NA
"Hck.T.NKT",0,-0.59090266164775,0.02,0.346,0,"T.NKT","Hck",NA
"Prcp.T.NKT",0,-0.598740021932441,0.088,0.437,0,"T.NKT","Prcp",NA
"Gng5.T.NKT",0,-0.601104032143997,0.684,0.853,0,"T.NKT","Gng5",NA
"Gapdh.T.NKT",0,-0.613572652929966,0.806,0.871,0,"T.NKT","Gapdh","CM"
"Cebpa.T.NKT",0,-0.615031374649203,0.02,0.335,0,"T.NKT","Cebpa","TF"
"Atp6v0e.T.NKT",0,-0.624812077367034,0.496,0.741,0,"T.NKT","Atp6v0e",NA
"Skap2.T.NKT",0,-0.631339437296438,0.062,0.433,0,"T.NKT","Skap2",NA
"Camk1.T.NKT",0,-0.632868273234668,0.023,0.335,0,"T.NKT","Camk1",NA
"Sh3bgrl.T.NKT",0,-0.641940368617407,0.121,0.473,0,"T.NKT","Sh3bgrl",NA
"Pkig.T.NKT",0,-0.6421918829527,0.014,0.328,0,"T.NKT","Pkig",NA
"Rnf130.T.NKT",0,-0.646133409746594,0.068,0.449,0,"T.NKT","Rnf130",NA
"Rassf4.T.NKT",0,-0.649032781297435,0.013,0.364,0,"T.NKT","Rassf4",NA
"Lcp1.T.NKT",0,-0.651944821796319,0.523,0.798,0,"T.NKT","Lcp1",NA
"H3f3a.T.NKT",0,-0.655052418389539,0.919,0.975,0,"T.NKT","H3f3a",NA
"Anxa4.T.NKT",0,-0.659630943300462,0.036,0.371,0,"T.NKT","Anxa4",NA
"Asah1.T.NKT",0,-0.661215376580842,0.063,0.434,0,"T.NKT","Asah1","CM"
"Sem1.T.NKT",0,-0.676263698313329,0.723,0.862,0,"T.NKT","Sem1",NA
"Bst1.T.NKT",0,-0.67967597866578,0.026,0.364,0,"T.NKT","Bst1","CM"
"Metrnl.T.NKT",0,-0.680678800490282,0.055,0.407,0,"T.NKT","Metrnl","Sec"
"Slc6a6.T.NKT",0,-0.680774171351379,0.126,0.481,0,"T.NKT","Slc6a6","CM"
"Actb.T.NKT",0,-0.684242198484224,0.998,0.999,0,"T.NKT","Actb",NA
"Ptpn6.T.NKT",0,-0.691441885201003,0.262,0.656,0,"T.NKT","Ptpn6",NA
"Dok3.T.NKT",0,-0.692795435487498,0.025,0.388,0,"T.NKT","Dok3",NA
"Gns.T.NKT",0,-0.694280306759183,0.046,0.401,0,"T.NKT","Gns","CM"
"Pygl.T.NKT",0,-0.701629457176019,0.027,0.355,0,"T.NKT","Pygl",NA
"Fgr.T.NKT",0,-0.702017968982682,0.034,0.402,0,"T.NKT","Fgr",NA
"Mapk3.T.NKT",0,-0.702882115181964,0.103,0.474,0,"T.NKT","Mapk3",NA
"Erp29.T.NKT",0,-0.704953180386288,0.267,0.634,0,"T.NKT","Erp29",NA
"Vamp8.T.NKT",0,-0.710924445487571,0.414,0.739,0,"T.NKT","Vamp8",NA
"Actg1.T.NKT",0,-0.728489944028808,0.937,0.965,0,"T.NKT","Actg1",NA
"Myadm.T.NKT",0,-0.731100147768002,0.039,0.428,0,"T.NKT","Myadm",NA
"Gm2a.T.NKT",0,-0.735609946872431,0.284,0.615,0,"T.NKT","Gm2a",NA
"Pgd.T.NKT",0,-0.744028195732636,0.098,0.489,0,"T.NKT","Pgd",NA
"Syk.T.NKT",0,-0.745653332551977,0.027,0.418,0,"T.NKT","Syk",NA
"Nfam1.T.NKT",0,-0.746842451618029,0.03,0.422,0,"T.NKT","Nfam1",NA
"Gsn.T.NKT",0,-0.755860928857497,0.068,0.443,0,"T.NKT","Gsn",NA
"Itgax.T.NKT",0,-0.761692302238842,0.032,0.365,0,"T.NKT","Itgax","CM"
"Cfp.T.NKT",0,-0.763217551525278,0.032,0.377,0,"T.NKT","Cfp","Sec"
"Efhd2.T.NKT",0,-0.765514363031582,0.187,0.577,0,"T.NKT","Efhd2",NA
"Prkcd.T.NKT",0,-0.766402855576116,0.103,0.511,0,"T.NKT","Prkcd",NA
"Lamp2.T.NKT",0,-0.771061576172157,0.097,0.504,0,"T.NKT","Lamp2","CM"
"Aldh2.T.NKT",0,-0.778741641357059,0.034,0.439,0,"T.NKT","Aldh2",NA
"Atpif1.T.NKT",0,-0.788823230016944,0.283,0.6,0,"T.NKT","Atpif1",NA
"Csf1r.T.NKT",0,-0.795666577743074,0.036,0.393,0,"T.NKT","Csf1r","CM"
"Neat1.T.NKT",0,-0.800645565443568,0.346,0.68,0,"T.NKT","Neat1",NA
"Clec4a2.T.NKT",0,-0.802127608411429,0.031,0.393,0,"T.NKT","Clec4a2",NA
"Ncf1.T.NKT",0,-0.803622394973302,0.039,0.454,0,"T.NKT","Ncf1",NA
"Atp6v1g1.T.NKT",0,-0.80461579865407,0.418,0.742,0,"T.NKT","Atp6v1g1",NA
"Ctsa.T.NKT",0,-0.80596327868561,0.206,0.549,0,"T.NKT","Ctsa","CM"
"Pirb.T.NKT",0,-0.80769936704477,0.031,0.445,0,"T.NKT","Pirb",NA
"Dab2.T.NKT",0,-0.822951468495807,0.025,0.373,0,"T.NKT","Dab2",NA
"S100a1.T.NKT",0,-0.825000753242493,0.042,0.382,0,"T.NKT","S100a1",NA
"Tcf7l2.T.NKT",0,-0.827998090838422,0.009,0.315,0,"T.NKT","Tcf7l2","TF"
"Hist1h2bc.T.NKT",0,-0.837996636851124,0.078,0.415,0,"T.NKT","Hist1h2bc",NA
"Gabarap.T.NKT",0,-0.847821530254996,0.636,0.876,0,"T.NKT","Gabarap",NA
"Rrbp1.T.NKT",0,-0.849830000345841,0.258,0.617,0,"T.NKT","Rrbp1",NA
"Tlr2.T.NKT",0,-0.85258807186308,0.038,0.412,0,"T.NKT","Tlr2","CM"
"Reep5.T.NKT",0,-0.855569547843515,0.327,0.693,0,"T.NKT","Reep5",NA
"Hexa.T.NKT",0,-0.860484736137706,0.113,0.512,0,"T.NKT","Hexa","CM"
"Sat1.T.NKT",0,-0.864868370176242,0.436,0.759,0,"T.NKT","Sat1",NA
"Cd302.T.NKT",0,-0.866808570402716,0.025,0.399,0,"T.NKT","Cd302","CM"
"Lrp1.T.NKT",0,-0.868100660288527,0.028,0.408,0,"T.NKT","Lrp1","CM"
"Csf2rb.T.NKT",0,-0.871076409066217,0.03,0.462,0,"T.NKT","Csf2rb",NA
"Sirpb1c.T.NKT",0,-0.879078684739517,0.016,0.391,0,"T.NKT","Sirpb1c",NA
"Iqgap1.T.NKT",0,-0.880807358752829,0.333,0.725,0,"T.NKT","Iqgap1",NA
"Lyn.T.NKT",0,-0.88411904693864,0.032,0.515,0,"T.NKT","Lyn",NA
"Naaa.T.NKT",0,-0.884766291083675,0.047,0.433,0,"T.NKT","Naaa",NA
"Ucp2.T.NKT",0,-0.890315569039484,0.636,0.819,0,"T.NKT","Ucp2",NA
"Litaf.T.NKT",0,-0.890506124274705,0.074,0.482,0,"T.NKT","Litaf","TF"
"Cd300lf.T.NKT",0,-0.897178810027391,0.052,0.457,0,"T.NKT","Cd300lf",NA
"Slc15a3.T.NKT",0,-0.902245413676977,0.049,0.459,0,"T.NKT","Slc15a3",NA
"Mrc1.T.NKT",0,-0.90314065877396,0.024,0.354,0,"T.NKT","Mrc1","CM"
"Rps27l.T.NKT",0,-0.906090011331967,0.325,0.635,0,"T.NKT","Rps27l",NA
"Axl.T.NKT",0,-0.909764220449884,0.046,0.395,0,"T.NKT","Axl","CM"
"Pilra.T.NKT",0,-0.912457402863808,0.031,0.415,0,"T.NKT","Pilra",NA
"Bcl2a1a.T.NKT",0,-0.920363896638965,0.047,0.395,0,"T.NKT","Bcl2a1a",NA
"Serp1.T.NKT",0,-0.926947342003012,0.315,0.757,0,"T.NKT","Serp1",NA
"Vim.T.NKT",0,-0.928074080047031,0.607,0.776,0,"T.NKT","Vim",NA
"Atp6v0b.T.NKT",0,-0.938915828348624,0.254,0.701,0,"T.NKT","Atp6v0b",NA
"Ptms.T.NKT",0,-0.948444317668874,0.123,0.542,0,"T.NKT","Ptms",NA
"Gda.T.NKT",0,-0.953998808865196,0.035,0.456,0,"T.NKT","Gda",NA
"Cyp4f18.T.NKT",0,-0.954657054957296,0.034,0.443,0,"T.NKT","Cyp4f18",NA
"Taldo1.T.NKT",0,-0.954759695685182,0.487,0.771,0,"T.NKT","Taldo1",NA
"Csf2ra.T.NKT",0,-0.954760841573572,0.041,0.506,0,"T.NKT","Csf2ra","CM"
"Atox1.T.NKT",0,-0.959978638616141,0.499,0.751,0,"T.NKT","Atox1",NA
"Creg1.T.NKT",0,-0.968942588730588,0.117,0.517,0,"T.NKT","Creg1",NA
"Fcgr2b.T.NKT",0,-0.973948709283846,0.054,0.426,0,"T.NKT","Fcgr2b",NA
"Tpd52.T.NKT",0,-0.974144099343747,0.112,0.567,0,"T.NKT","Tpd52",NA
"Lamp1.T.NKT",0,-0.974599241054016,0.309,0.636,0,"T.NKT","Lamp1","CM"
"Sdcbp.T.NKT",0,-0.979499676539932,0.293,0.697,0,"T.NKT","Sdcbp",NA
"H2-DMb1.T.NKT",0,-0.980111511976647,0.056,0.433,0,"T.NKT","H2-DMb1",NA
"Il1rn.T.NKT",0,-0.987432928728953,0.056,0.389,0,"T.NKT","Il1rn","Sec"
"Hebp1.T.NKT",0,-0.989367984383697,0.025,0.346,0,"T.NKT","Hebp1",NA
"Lilr4b.T.NKT",0,-0.992452976172363,0.109,0.518,0,"T.NKT","Lilr4b",NA
"Mgst1.T.NKT",0,-0.997837578978814,0.044,0.433,0,"T.NKT","Mgst1",NA
"Mef2c.T.NKT",0,-1.00883241215827,0.008,0.312,0,"T.NKT","Mef2c","TF"
"Dstn.T.NKT",0,-1.00961726793037,0.097,0.522,0,"T.NKT","Dstn",NA
"Pld4.T.NKT",0,-1.01300303296362,0.046,0.474,0,"T.NKT","Pld4","CM"
"Cd300c2.T.NKT",0,-1.0195925936383,0.043,0.498,0,"T.NKT","Cd300c2",NA
"Irf8.T.NKT",0,-1.02883575761966,0.049,0.475,0,"T.NKT","Irf8","TF"
"Gsr.T.NKT",0,-1.03102892010666,0.12,0.472,0,"T.NKT","Gsr",NA
"App.T.NKT",0,-1.03340593900424,0.041,0.496,0,"T.NKT","App",NA
"Rnf149.T.NKT",0,-1.03897655723483,0.148,0.547,0,"T.NKT","Rnf149",NA
"Unc93b1.T.NKT",0,-1.04133869862133,0.059,0.592,0,"T.NKT","Unc93b1",NA
"Cdkn1a.T.NKT",0,-1.0427117897296,0.055,0.394,0,"T.NKT","Cdkn1a",NA
"Ctsc.T.NKT",0,-1.04544878983034,0.178,0.56,0,"T.NKT","Ctsc","CM"
"Sirpa.T.NKT",0,-1.04594326927387,0.037,0.501,0,"T.NKT","Sirpa","CM"
"Ly86.T.NKT",0,-1.05125272588715,0.027,0.443,0,"T.NKT","Ly86",NA
"Zeb2.T.NKT",0,-1.06112078150254,0.041,0.515,0,"T.NKT","Zeb2","TF"
"Ncf2.T.NKT",0,-1.06692946058568,0.044,0.568,0,"T.NKT","Ncf2",NA
"Plaur.T.NKT",0,-1.07298879526944,0.09,0.516,0,"T.NKT","Plaur","CM"
"Txn1.T.NKT",0,-1.09127516996194,0.616,0.814,0,"T.NKT","Txn1",NA
"Gngt2.T.NKT",0,-1.11099601092613,0.157,0.596,0,"T.NKT","Gngt2",NA
"Plek.T.NKT",0,-1.11152697133291,0.075,0.576,0,"T.NKT","Plek","TF"
"Cd68.T.NKT",0,-1.11160496513462,0.072,0.491,0,"T.NKT","Cd68",NA
"Ccr1.T.NKT",0,-1.11616144338043,0.067,0.446,0,"T.NKT","Ccr1",NA
"Trf.T.NKT",0,-1.12773877657776,0.043,0.459,0,"T.NKT","Trf","Sec"
"Prdx5.T.NKT",0,-1.12983222527629,0.4,0.753,0,"T.NKT","Prdx5",NA
"Lgmn.T.NKT",0,-1.14884626073137,0.08,0.455,0,"T.NKT","Lgmn",NA
"C5ar1.T.NKT",0,-1.16449034102676,0.046,0.44,0,"T.NKT","C5ar1",NA
"Mcemp1.T.NKT",0,-1.18568443856561,0.072,0.509,0,"T.NKT","Mcemp1",NA
"Plin2.T.NKT",0,-1.18662925266422,0.1,0.538,0,"T.NKT","Plin2",NA
"Ftl1-ps1.T.NKT",0,-1.19081342257771,0.315,0.698,0,"T.NKT","Ftl1-ps1",NA
"Cyba.T.NKT",0,-1.19339584393024,0.75,0.945,0,"T.NKT","Cyba",NA
"Fcgr3.T.NKT",0,-1.19682342662876,0.056,0.534,0,"T.NKT","Fcgr3",NA
"Anxa1.T.NKT",0,-1.20476327563633,0.09,0.563,0,"T.NKT","Anxa1",NA
"Napsa.T.NKT",0,-1.21375590172009,0.04,0.529,0,"T.NKT","Napsa","Sec"
"H2-DMa.T.NKT",0,-1.21919137548046,0.169,0.634,0,"T.NKT","H2-DMa","CM"
"Cd44.T.NKT",0,-1.22583440530809,0.239,0.659,0,"T.NKT","Cd44","CM"
"Cd24a.T.NKT",0,-1.23706600477365,0.068,0.547,0,"T.NKT","Cd24a",NA
"Cstb.T.NKT",0,-1.29910212136298,0.345,0.678,0,"T.NKT","Cstb",NA
"S100a11.T.NKT",0,-1.29938378449291,0.611,0.855,0,"T.NKT","S100a11",NA
"Lst1.T.NKT",0,-1.3145160572052,0.114,0.47,0,"T.NKT","Lst1",NA
"Ctsz.T.NKT",0,-1.31873020123869,0.219,0.691,0,"T.NKT","Ctsz",NA
"Cybb.T.NKT",0,-1.35050054040785,0.049,0.546,0,"T.NKT","Cybb",NA
"Gpx1.T.NKT",0,-1.35064839830333,0.495,0.827,0,"T.NKT","Gpx1",NA
"Mpeg1.T.NKT",0,-1.3653188467926,0.062,0.522,0,"T.NKT","Mpeg1",NA
"Ctsh.T.NKT",0,-1.37583446761425,0.084,0.662,0,"T.NKT","Ctsh",NA
"Clec4n.T.NKT",0,-1.44623857963909,0.101,0.504,0,"T.NKT","Clec4n",NA
